start,end,op_idx,op_name,wc,job_id,operator_grp,arrival,duration
1.0,4.945199000000001,6,Op7,1,0,0,0.0,3.945199
4.945199000000001,8.793333,8,Op9,1,1,0,0.0,3.848134
8.793333,12.531925000000001,6,Op7,1,2,0,0.0,3.738592
1.0,3.063984,5,Op6,1,0,0,0.0,2.063984
3.063984,7.29748,1,Op2,1,1,0,0.0,4.233496
12.531925000000001,8.0,1,Op2,1,3,0,0.0,3.580462
7.29748,9.712657,3,Op4,1,2,0,0.0,2.415177
1.0,2.72661,0,Op1,1,0,0,0.0,1.72661
2.72661,7.089364,1,Op2,1,1,0,0.0,4.362754
7.089364,10.574781,8,Op9,1,2,0,0.0,3.485417
1.0,2.063434,0,Op1,1,0,0,0.0,1.063434
2.063434,5.455757,1,Op2,1,1,0,0.0,3.392323
5.455757,8.242913,6,Op7,1,2,0,0.0,2.787156
8.242913,9.794922,6,Op7,1,3,0,0.0,1.552009
10.574781,0.0,7,Op8,1,3,0,0.0,4.468348
9.794922,0.0,0,Op1,1,4,0,0.0,4.340153
1.0,2.222029,1,Op2,1,0,0,0.0,1.222029
2.222029,3.507444,4,Op5,1,1,0,0.0,1.285415
3.507444,6.428603,6,Op7,1,2,0,0.0,2.921159
6.428603,9.947521,1,Op2,1,3,0,0.0,3.518918
1.0,2.941161,4,Op5,1,0,0,0.0,1.941161
2.941161,4.5032060000000005,3,Op4,1,1,0,0.0,1.562045
4.5032060000000005,6.771274,0,Op1,1,2,0,0.0,2.268068
6.771274,11.22087,0,Op1,1,3,0,0.0,4.449596
1.0,2.988045,2,Op3,1,0,0,0.0,1.988045
2.988045,5.772455,2,Op3,1,1,0,0.0,2.78441
5.772455,9.60632,3,Op4,1,2,0,0.0,3.833865
11.22087,0.0,4,Op5,1,4,0,0.0,4.033967
9.60632,0.0,7,Op8,1,3,0,0.0,2.150438
1.0,3.095438,3,Op4,1,0,0,0.0,2.095438
3.095438,4.102461,5,Op6,1,1,0,0.0,1.007023
4.102461,7.562113,5,Op6,1,2,0,0.0,3.459652
7.562113,9.39162,6,Op7,1,3,0,0.0,1.829507
1.0,3.645908,1,Op2,1,0,0,0.0,2.645908
3.645908,6.812526999999999,2,Op3,1,1,0,0.0,3.166619
6.812526999999999,9.096884,7,Op8,1,2,0,0.0,2.284357
1.0,5.004219,3,Op4,1,0,0,0.0,4.004219
5.004219,6.350685,4,Op5,1,1,0,0.0,1.346466
6.350685,10.474118,3,Op4,1,2,0,0.0,4.123433
9.096884,0.0,3,Op4,1,3,0,0.0,4.046696
10.474118,0.0,2,Op3,1,3,0,0.0,1.563248
1.0,5.388912,6,Op7,1,0,0,0.0,4.388912
5.388912,7.943293000000001,6,Op7,1,1,0,0.0,2.554381
7.943293000000001,11.609215,6,Op7,1,2,0,0.0,3.665922
1.0,5.378623,2,Op3,1,0,0,0.0,4.378623
5.378623,7.669003,7,Op8,1,1,0,0.0,2.29038
7.669003,10.625529,1,Op2,1,2,0,0.0,2.956526
1.0,3.576674,5,Op6,1,0,0,0.0,2.576674
3.576674,4.657192,3,Op4,1,1,0,0.0,1.080518
4.657192,7.839474,5,Op6,1,2,0,0.0,3.182282
7.839474,10.888353,5,Op6,1,3,0,0.0,3.048879
1.0,5.525013,8,Op9,1,0,0,0.0,4.525013
5.525013,9.519151,4,Op5,1,1,0,0.0,3.994138
1.0,2.4044350000000003,1,Op2,1,0,0,0.0,1.404435
2.4044350000000003,6.080461,1,Op2,1,1,0,0.0,3.676026
6.080461,7.0479639999999995,3,Op4,1,2,0,0.0,0.967503
7.0479639999999995,10.119743,3,Op4,1,3,0,0.0,3.071779
1.0,4.258141,3,Op4,1,0,0,0.0,3.258141
4.258141,6.905841000000001,2,Op3,1,1,0,0.0,2.6477
6.905841000000001,8.523397000000001,0,Op1,1,2,0,0.0,1.617556
8.523397000000001,10.055542,4,Op5,1,3,0,0.0,1.532145
10.119743,0.0,6,Op7,1,4,0,0.0,2.794091
10.055542,0.0,6,Op7,1,4,0,0.0,1.355503
1.0,5.188294,5,Op6,1,0,0,0.0,4.188294
5.188294,6.494557,6,Op7,1,1,0,0.0,1.306263
6.494557,8.393553,5,Op6,1,2,0,0.0,1.898996
8.393553,9.381268,1,Op2,1,3,0,0.0,0.987715
1.0,2.5019590000000003,7,Op8,1,0,0,0.0,1.501959
2.5019590000000003,4.050337000000001,6,Op7,1,1,0,0.0,1.548378
4.050337000000001,6.465565000000001,8,Op9,1,2,0,0.0,2.415228
6.465565000000001,10.545239,1,Op2,1,3,0,0.0,4.079674
1.0,2.8455909999999998,1,Op2,1,0,0,0.0,1.845591
2.8455909999999998,5.484567,0,Op1,1,1,0,0.0,2.638976
5.484567,9.928208999999999,4,Op5,1,2,0,0.0,4.443642
1.0,5.229493,7,Op8,1,0,0,0.0,4.229493
5.229493,9.580991999999998,4,Op5,1,1,0,0.0,4.351499
1.0,2.578455,0,Op1,1,0,0,0.0,1.578455
2.578455,6.957205,6,Op7,1,1,0,0.0,4.37875
6.957205,10.107748,8,Op9,1,2,0,0.0,3.150543
1.0,3.180979,4,Op5,1,0,0,0.0,2.180979
3.180979,6.792505,1,Op2,1,1,0,0.0,3.611526
6.792505,8.528248,6,Op7,1,2,0,0.0,1.735743
8.528248,10.087647,2,Op3,1,3,0,0.0,1.559399
1.0,2.154622,3,Op4,1,0,0,0.0,1.154622
2.154622,4.986751,0,Op1,1,1,0,0.0,2.832129
4.986751,7.947798000000001,8,Op9,1,2,0,0.0,2.961047
7.947798000000001,12.013862,0,Op1,1,3,0,0.0,4.066064
1.0,2.27799,0,Op1,1,0,0,0.0,1.27799
2.27799,4.644894,7,Op8,1,1,0,0.0,2.366904
4.644894,6.30888,1,Op2,1,2,0,0.0,1.663986
6.30888,10.501303,1,Op2,1,3,0,0.0,4.192423
1.0,1.9964849999999998,5,Op6,1,0,0,0.0,0.996485
1.9964849999999998,4.891679,8,Op9,1,1,0,0.0,2.895194
4.891679,6.749145,1,Op2,1,2,0,0.0,1.857466
6.749145,9.586028,4,Op5,1,3,0,0.0,2.836883
1.0,2.522447,2,Op3,1,0,0,0.0,1.522447
2.522447,3.739571,8,Op9,1,1,0,0.0,1.217124
3.739571,5.551181,6,Op7,1,2,0,0.0,1.81161
5.551181,7.552135,5,Op6,1,3,0,0.0,2.000954
7.552135,11.892653,0,Op1,1,4,0,0.0,4.340518
1.0,4.45498,3,Op4,1,0,0,0.0,3.45498
4.45498,5.7042269999999995,1,Op2,1,1,0,0.0,1.249247
5.7042269999999995,8.249685,2,Op3,1,2,0,0.0,2.545458
8.249685,12.356565,8,Op9,1,3,0,0.0,4.10688
1.0,3.081336,3,Op4,1,0,0,0.0,2.081336
3.081336,4.836842,8,Op9,1,1,0,0.0,1.755506
4.836842,6.032588,5,Op6,1,2,0,0.0,1.195746
6.032588,9.597542,1,Op2,1,3,0,0.0,3.564954
1.0,4.724068,8,Op9,1,0,0,0.0,3.724068
4.724068,7.17938,8,Op9,1,1,0,0.0,2.455312
7.17938,9.144191,8,Op9,1,2,0,0.0,1.964811
9.597542,0.0,2,Op3,1,4,0,0.0,2.887357
9.144191,0.0,1,Op2,1,3,0,0.0,4.526645
1.0,5.458548,8,Op9,1,0,0,0.0,4.458548
5.458548,7.008834,6,Op7,1,1,0,0.0,1.550286
7.008834,10.696201,0,Op1,1,2,0,0.0,3.687367
9.597542,0.0,2,Op3,1,4,0,0.0,2.887357
9.144191,0.0,1,Op2,1,3,0,0.0,4.526645
1.0,5.458548,8,Op9,1,0,0,0.0,4.458548
5.458548,7.008834,6,Op7,1,1,0,0.0,1.550286
7.008834,10.696201,0,Op1,1,2,0,0.0,3.687367
