episode,epoch,episode_reward,last_loss,last_td
18,3,-8.4386,2.240403652191162,0.9426870942115784
19,3,-8.3336,2.240403652191162,0.9426870942115784
20,3,-8.2726,2.240403652191162,0.9426870942115784
26,4,-11.8991,2.1030590534210205,0.9678255319595337
27,4,-15.3603,2.1030590534210205,0.9678255319595337
28,4,-11.8269,2.1030590534210205,0.9678255319595337
29,4,-8.4047,2.1030590534210205,0.9678255319595337
0,0,-8.3851,2.3236334323883057,0.9523225426673889
1,0,-11.5277,2.3236334323883057,0.9523225426673889
2,0,-8.3708,2.3236334323883057,0.9523225426673889
3,0,-15.0142,2.3236334323883057,0.9523225426673889
4,1,-15.0132,2.0297155380249023,0.8426495790481567
5,1,-11.8431,2.0297155380249023,0.8426495790481567
6,1,-11.7015,2.0297155380249023,0.8426495790481567
7,1,-15.1062,2.0297155380249023,0.8426495790481567
13,2,-8.3182,2.0738797187805176,0.8284813165664673
14,2,-15.3971,2.0738797187805176,0.8284813165664673
15,2,-15.5949,2.0738797187805176,0.8284813165664673
16,2,-15.6274,2.0738797187805176,0.8284813165664673
17,3,-11.7876,4.229787349700928,1.0911197662353516
18,3,-11.6383,4.229787349700928,1.0911197662353516
19,3,-8.2829,4.229787349700928,1.0911197662353516
20,3,-11.6371,4.229787349700928,1.0911197662353516
26,4,-11.8029,3.9924235343933105,1.0581973791122437
27,4,-15.4013,3.9924235343933105,1.0581973791122437
28,4,-11.8499,3.9924235343933105,1.0581973791122437
29,4,-8.4700,3.9924235343933105,1.0581973791122437
0,0,-5.2487,4.984186172485352,1.1845735311508179
1,0,-8.2563,4.984186172485352,1.1845735311508179
2,0,-8.1721,4.984186172485352,1.1845735311508179
3,0,-11.4533,4.984186172485352,1.1845735311508179
4,1,-11.7020,2.1968863010406494,0.7896304726600647
5,1,-11.6739,2.1968863010406494,0.7896304726600647
6,1,-8.3143,2.1968863010406494,0.7896304726600647
7,1,-11.7399,2.1968863010406494,0.7896304726600647
13,2,-5.2185,2.412944793701172,0.7876714468002319
14,2,-11.6893,2.412944793701172,0.7876714468002319
15,2,-11.9014,2.412944793701172,0.7876714468002319
16,2,-11.9553,2.412944793701172,0.7876714468002319
17,3,-11.7309,1.5627808570861816,0.6201133131980896
18,3,-8.2578,1.5627808570861816,0.6201133131980896
19,3,-5.2763,1.5627808570861816,0.6201133131980896
20,3,-8.3739,1.5627808570861816,0.6201133131980896
26,4,-11.7882,1.4627604484558105,0.6012778878211975
27,4,-11.8702,1.4627604484558105,0.6012778878211975
28,4,-8.3334,1.4627604484558105,0.6012778878211975
29,4,-8.4607,1.4627604484558105,0.6012778878211975
0,0,-8.4133,2.0186688899993896,0.7919875979423523
1,0,-11.5718,2.0186688899993896,0.7919875979423523
2,0,-8.2971,2.0186688899993896,0.7919875979423523
3,0,-15.0796,2.0186688899993896,0.7919875979423523
4,1,-15.0733,1.57219398021698,0.7975595593452454
5,1,-11.8881,1.57219398021698,0.7975595593452454
6,1,-11.7464,1.57219398021698,0.7975595593452454
7,1,-15.1743,1.57219398021698,0.7975595593452454
13,2,-8.3460,1.6049124002456665,0.7688077092170715
14,2,-11.5782,1.6049124002456665,0.7688077092170715
15,2,-11.8440,1.6049124002456665,0.7688077092170715
16,2,-15.7154,1.6049124002456665,0.7688077092170715
17,3,-11.6402,2.36565899848938,0.859657347202301
18,3,-11.6814,2.36565899848938,0.859657347202301
19,3,-8.3096,2.36565899848938,0.859657347202301
20,3,-8.3490,2.36565899848938,0.859657347202301
26,4,-11.8537,2.2120707035064697,0.8410566449165344
27,4,-15.2973,2.2120707035064697,0.8410566449165344
28,4,-11.7813,2.2120707035064697,0.8410566449165344
29,4,-8.3799,2.2120707035064697,0.8410566449165344
