episode,train_step,avg_loss,avg_td_error,avg_q_value,avg_batch_reward,batch_size,epsilon
169,3103,17744120.000000,1483.172485,-4519.8999,0.591057,32,0.803163
169,3104,15622137.000000,1538.712524,-4394.0146,0.612968,32,0.803163
169,3105,14280696.000000,1344.300903,-4505.1240,0.533021,32,0.803163
169,3106,17806444.000000,1467.318359,-4497.9609,0.532498,32,0.803163
169,3107,14523686.000000,1360.783691,-4333.1206,0.615000,32,0.803163
169,3108,16251467.000000,1477.390747,-4514.6909,0.567222,32,0.803163
169,3109,14055013.000000,1375.156738,-4586.0659,0.582551,32,0.803163
169,3110,14342209.000000,1388.025879,-4553.4092,0.562303,32,0.803163
169,3111,19448102.000000,1529.780884,-4535.7402,0.552805,32,0.803163
169,3112,17997976.000000,1496.608032,-4470.3989,0.579405,32,0.803163
169,3113,14599477.000000,1451.538208,-4138.1118,0.611156,32,0.803163
169,3114,17897470.000000,1478.152710,-4329.0679,0.533623,32,0.803163
169,3115,19600640.000000,1493.343262,-4439.0073,0.567152,32,0.803163
169,3116,20953138.000000,1727.926880,-3886.6851,0.589856,32,0.803163
169,3117,19031246.000000,1521.115967,-4480.1616,0.579157,32,0.803163
169,3118,17061494.000000,1454.755005,-4394.1729,0.563842,32,0.803163
169,3119,13859094.000000,1406.792969,-4313.3447,0.570275,32,0.803163
169,3120,16359595.000000,1460.195923,-4354.7358,0.575720,32,0.803163
170,3121,16847010.000000,1441.510742,-4595.3804,0.580150,32,0.801287
170,3122,20882592.000000,1634.579956,-4416.7974,0.554191,32,0.801287
170,3123,20303958.000000,1685.872314,-4143.1816,0.567876,32,0.801287
170,3124,20921242.000000,1693.786377,-4441.2495,0.552773,32,0.801287
170,3125,18002588.000000,1602.325806,-4089.5708,0.578252,32,0.801287
170,3126,17552202.000000,1498.929932,-4647.3672,0.552991,32,0.801287
170,3127,19091792.000000,1612.752075,-4472.2515,0.594742,32,0.801287
170,3128,16290066.000000,1511.840942,-4394.0137,0.566184,32,0.801287
170,3129,13927652.000000,1430.539307,-4510.3667,0.576735,32,0.801287
170,3130,18113374.000000,1546.666016,-4380.2666,0.547938,32,0.801287
170,3131,20925380.000000,1713.950195,-4525.9282,0.553720,32,0.801287
170,3132,15904996.000000,1504.713257,-4436.0566,0.599106,32,0.801287
170,3133,19796528.000000,1610.432861,-4313.7612,0.567093,32,0.801287
170,3134,20137752.000000,1648.228516,-4104.0200,0.554082,32,0.801287
170,3135,17908366.000000,1587.917969,-4441.8125,0.567893,32,0.801287
170,3136,15213252.000000,1434.267090,-4430.3003,0.549961,32,0.801287
170,3137,15589681.000000,1523.070190,-4287.0088,0.551386,32,0.801287
170,3138,16800404.000000,1438.540039,-4406.2817,0.552605,32,0.801287
170,3139,23389578.000000,1742.888916,-4374.6938,0.559155,32,0.801287
170,3140,16249225.000000,1500.430664,-4278.1455,0.567608,32,0.801287
170,3141,17617460.000000,1518.142578,-4463.6460,0.562296,32,0.801287
170,3142,21249704.000000,1663.760132,-4265.5137,0.549975,32,0.801287
170,3143,18451300.000000,1584.070679,-4505.4810,0.565126,32,0.801287
170,3144,17960324.000000,1591.118896,-4351.5063,0.553851,32,0.801287
170,3145,18801668.000000,1611.257935,-4340.4331,0.565392,32,0.801287
170,3146,21196864.000000,1685.543213,-4227.9106,0.546962,32,0.801287
170,3147,18302976.000000,1578.019409,-4294.4082,0.552800,32,0.801287
170,3148,20917812.000000,1666.429932,-4308.6255,0.561016,32,0.801287
170,3149,23627780.000000,1749.539185,-4142.4072,0.539356,32,0.801287
170,3150,17004996.000000,1534.159546,-4336.4048,0.573046,32,0.801287
171,3151,15462603.000000,1430.221436,-4238.3511,0.566263,32,0.799412
171,3152,18518328.000000,1655.277466,-4266.4263,0.608875,32,0.799412
171,3153,14224631.000000,1461.256226,-4493.9424,0.535607,32,0.799412
171,3154,16395680.000000,1525.511719,-4493.0649,0.570064,32,0.799412
171,3155,18619724.000000,1545.753784,-4685.8105,0.535135,32,0.799412
171,3156,21753824.000000,1602.160400,-4512.1768,0.564547,32,0.799412
171,3157,18120898.000000,1533.109863,-4330.8984,0.556692,32,0.799412
171,3158,19764764.000000,1623.093994,-4266.6890,0.551429,32,0.799412
171,3159,18248066.000000,1561.522949,-4443.6655,0.519681,32,0.799412
171,3160,22868884.000000,1625.365356,-4600.3159,0.569647,32,0.799412
171,3161,20991394.000000,1660.663208,-4254.7021,0.550760,32,0.799412
171,3162,18162344.000000,1579.691528,-4284.0889,0.552498,32,0.799412
171,3163,17238670.000000,1492.681763,-4348.0190,0.582542,32,0.799412
171,3164,17262406.000000,1555.566406,-4319.8306,0.551368,32,0.799412
171,3165,17997804.000000,1523.442505,-4587.4810,0.567088,32,0.799412
171,3166,19316916.000000,1539.145264,-4557.9189,0.550041,32,0.799412
171,3167,17642254.000000,1475.488403,-4427.2876,0.562741,32,0.799412
171,3168,19684460.000000,1666.532959,-4273.5137,0.546042,32,0.799412
171,3169,17339040.000000,1520.918823,-4334.9937,0.564265,32,0.799412
171,3170,15920770.000000,1476.479858,-4549.8892,0.570750,32,0.799412
171,3171,17154074.000000,1537.864746,-4439.6899,0.567808,32,0.799412
171,3172,15836701.000000,1438.759521,-4334.1211,0.568375,32,0.799412
171,3173,20501244.000000,1664.467041,-4334.9849,0.543687,32,0.799412
171,3174,19109082.000000,1553.950562,-4428.8105,0.563305,32,0.799412
171,3175,17535928.000000,1577.186890,-4243.8779,0.570923,32,0.799412
171,3176,19023578.000000,1572.834595,-4450.1372,0.543983,32,0.799412
171,3177,16609272.000000,1500.058716,-4528.6958,0.565825,32,0.799412
171,3178,18495114.000000,1563.286987,-4666.5078,0.540997,32,0.799412
171,3179,19827794.000000,1556.597778,-4424.4590,0.549989,32,0.799412
171,3180,20787610.000000,1668.251709,-4550.0112,0.568170,32,0.799412
172,3181,17070720.000000,1566.621948,-4384.0474,0.570836,32,0.797538
172,3182,28121706.000000,2000.308960,-4251.8843,0.533589,32,0.797538
172,3183,27095088.000000,1949.804810,-3984.0625,0.551985,32,0.797538
172,3184,24731324.000000,1953.908691,-3933.2729,0.565276,32,0.797538
172,3185,24793444.000000,1978.968384,-3791.3379,0.563366,32,0.797538
172,3186,22936080.000000,1854.081055,-4094.1042,0.604452,32,0.797538
172,3187,22291752.000000,1939.144409,-3709.4031,0.552222,32,0.797538
172,3188,24905604.000000,1880.779297,-4093.0833,0.572250,32,0.797538
172,3189,26987184.000000,2051.787598,-3752.9905,0.551518,32,0.797538
172,3190,19033206.000000,1784.796387,-3908.1250,0.562081,32,0.797538
172,3191,24307734.000000,1889.324707,-3930.8235,0.545271,32,0.797538
172,3192,26584800.000000,1961.076660,-4171.6172,0.602734,32,0.797538
172,3193,25226288.000000,1949.067871,-3974.1155,0.532781,32,0.797538
172,3194,26479844.000000,1928.923218,-4081.8813,0.594158,32,0.797538
172,3195,25787724.000000,2089.081055,-3665.5149,0.596826,32,0.797538
172,3196,22099550.000000,1871.555664,-3983.1001,0.564620,32,0.797538
172,3197,20299956.000000,1788.191528,-4329.7686,0.539063,32,0.797538
172,3198,28833516.000000,2059.906006,-3738.0151,0.547104,32,0.797538
172,3199,25704668.000000,1956.519653,-3802.8301,0.543737,32,0.797538
172,3200,31356136.000000,2040.265991,-4241.2520,0.540586,32,0.797538
172,3201,30210488.000000,2116.745605,-3758.2056,0.578146,32,0.797538
172,3202,30526042.000000,2168.157959,-3582.7437,0.565726,32,0.797538
172,3203,21866936.000000,1859.836426,-3947.8779,0.590919,32,0.797538
172,3204,32049244.000000,2075.296875,-3794.8201,0.556298,32,0.797538
172,3205,26364086.000000,2002.091431,-3833.0889,0.526512,32,0.797538
172,3206,24860546.000000,1970.578125,-4130.4360,0.593207,32,0.797538
172,3207,27124916.000000,1983.189331,-4250.7373,0.591326,32,0.797538
172,3208,26935352.000000,2009.677734,-3687.4143,0.559895,32,0.797538
172,3209,25242014.000000,1942.599854,-3984.7319,0.562594,32,0.797538
172,3210,25712910.000000,1963.458984,-4210.2935,0.566036,32,0.797538
173,3211,21928968.000000,1841.444580,-4152.0186,0.529976,32,0.795662
173,3212,31022272.000000,2099.036133,-4281.9624,0.553047,32,0.795662
173,3213,24762500.000000,2023.899658,-4043.6521,0.599858,32,0.795662
173,3214,25793360.000000,2030.705322,-4039.4204,0.583653,32,0.795662
173,3215,29677300.000000,2124.810791,-3954.0388,0.538778,32,0.795662
173,3216,28018452.000000,2020.265015,-3881.5032,0.571530,32,0.795662
173,3217,25048922.000000,1977.147461,-3950.7844,0.573470,32,0.795662
173,3218,30872978.000000,2078.418213,-3843.7302,0.541461,32,0.795662
173,3219,25913308.000000,2032.609741,-3944.6123,0.558794,32,0.795662
173,3220,27774078.000000,1981.840942,-3995.2417,0.562313,32,0.795662
173,3221,27312758.000000,1981.599365,-4018.8630,0.559313,32,0.795662
173,3222,25687212.000000,1904.511475,-3909.5476,0.550702,32,0.795662
173,3223,31030730.000000,2160.146973,-3943.6250,0.578145,32,0.795662
173,3224,25181492.000000,1924.841553,-3899.9424,0.566530,32,0.795662
173,3225,29202180.000000,2143.974365,-3845.1985,0.556869,32,0.795662
173,3226,25800856.000000,1984.293457,-4009.3933,0.552853,32,0.795662
173,3227,21453420.000000,1862.130737,-4257.0288,0.560797,32,0.795662
173,3228,31242624.000000,2070.544434,-4150.2490,0.534370,32,0.795662
173,3229,29124664.000000,2121.054932,-3996.0059,0.567088,32,0.795662
173,3230,26963422.000000,1941.155151,-4169.0933,0.575278,32,0.795662
173,3231,24185480.000000,1955.414551,-4081.1694,0.573416,32,0.795662
173,3232,24739516.000000,1855.267090,-4044.3384,0.542167,32,0.795662
173,3233,27542302.000000,2041.551758,-3670.3064,0.588545,32,0.795662
173,3234,20837076.000000,1831.865112,-4022.0710,0.569493,32,0.795662
173,3235,28432028.000000,2080.717773,-3617.3816,0.546961,32,0.795662
173,3236,27459182.000000,1993.767212,-4145.9360,0.538198,32,0.795662
173,3237,30421948.000000,2147.558105,-4080.1121,0.539561,32,0.795662
173,3238,24098944.000000,2006.057983,-3678.1917,0.583712,32,0.795662
173,3239,24815756.000000,1909.758057,-4003.4756,0.547486,32,0.795662
173,3240,26842392.000000,1983.775513,-4050.6990,0.556709,32,0.795662
174,3241,28371580.000000,2037.801270,-3917.5991,0.575653,32,0.793787
174,3242,29011250.000000,2073.411865,-4291.9956,0.537779,32,0.793787
174,3243,29234810.000000,2067.210449,-4057.4150,0.550175,32,0.793787
174,3244,24829524.000000,2054.958740,-3873.0002,0.569576,32,0.793787
174,3245,27395908.000000,2048.870850,-4164.2988,0.532722,32,0.793787
174,3246,26723026.000000,2051.999756,-3807.7700,0.581948,32,0.793787
174,3247,23954618.000000,2104.903564,-3599.9307,0.572768,32,0.793787
174,3248,23502224.000000,2008.372314,-3786.2371,0.561523,32,0.793787
174,3249,32944740.000000,2212.892090,-3749.4792,0.586901,32,0.793787
174,3250,35453592.000000,2289.172607,-3726.9851,0.557512,32,0.793787
174,3251,25402364.000000,1998.875854,-3987.4893,0.558337,32,0.793787
174,3252,22833640.000000,1943.799072,-3734.0366,0.582246,32,0.793787
174,3253,34398812.000000,2267.929688,-3795.5603,0.557261,32,0.793787
174,3254,33881704.000000,2283.679688,-3438.1775,0.573063,32,0.793787
174,3255,31348832.000000,2062.681641,-4294.0156,0.561107,32,0.793787
174,3256,25612390.000000,2062.186523,-3815.5310,0.567327,32,0.793787
174,3257,32292068.000000,2158.509033,-3889.0200,0.548215,32,0.793787
174,3258,30354304.000000,2118.967529,-4146.5850,0.565824,32,0.793787
174,3259,30327314.000000,1984.710083,-4158.4512,0.537473,32,0.793787
174,3260,29877022.000000,2117.363525,-3747.5896,0.583394,32,0.793787
174,3261,25361082.000000,2008.346680,-3949.1489,0.553870,32,0.793787
174,3262,24556764.000000,2006.836304,-4046.7473,0.587994,32,0.793787
174,3263,25027024.000000,1959.792725,-3882.5955,0.576494,32,0.793787
174,3264,25926164.000000,1877.946045,-4333.2241,0.516736,32,0.793787
174,3265,29370794.000000,2057.006104,-3963.3164,0.554397,32,0.793787
174,3266,30082296.000000,2112.395508,-4027.4412,0.571752,32,0.793787
174,3267,25625912.000000,2032.986694,-3508.1743,0.547298,32,0.793787
174,3268,29772672.000000,2082.371826,-3707.8311,0.596746,32,0.793787
174,3269,31002352.000000,1991.429443,-4198.4492,0.554658,32,0.793787
174,3270,30625506.000000,2140.566162,-3706.4329,0.563714,32,0.793787
175,3271,27544162.000000,2074.871582,-3725.4814,0.561457,32,0.791913
175,3272,35611760.000000,2379.376465,-3762.6411,0.553983,32,0.791913
175,3273,39290512.000000,2528.237305,-3676.2158,0.584589,32,0.791913
175,3274,38286040.000000,2483.362549,-3349.8269,0.528776,32,0.791913
175,3275,32089048.000000,2362.299561,-3611.5691,0.553663,32,0.791913
175,3276,33323728.000000,2360.770996,-3660.8569,0.583153,32,0.791913
175,3277,37239520.000000,2430.342285,-3347.9937,0.561676,32,0.791913
175,3278,38275068.000000,2386.649902,-3776.2432,0.578182,32,0.791913
175,3279,40815552.000000,2417.937012,-3675.3794,0.562252,32,0.791913
175,3280,42327764.000000,2532.625244,-3400.6975,0.559421,32,0.791913
175,3281,41271420.000000,2578.605957,-3719.2583,0.590580,32,0.791913
175,3282,38941972.000000,2506.583984,-3762.2627,0.571123,32,0.791913
175,3283,31863986.000000,2273.365967,-3926.8726,0.589589,32,0.791913
175,3284,40774448.000000,2553.466064,-3649.5293,0.568925,32,0.791913
175,3285,43714592.000000,2556.952637,-3852.9360,0.534264,32,0.791913
175,3286,42832836.000000,2500.847168,-3732.8479,0.539969,32,0.791913
175,3287,35652988.000000,2444.471680,-3243.5298,0.562499,32,0.791913
175,3288,38815048.000000,2336.939697,-3670.3816,0.556658,32,0.791913
175,3289,44798816.000000,2562.916992,-3680.5403,0.582300,32,0.791913
175,3290,45398432.000000,2621.898682,-3314.6558,0.564436,32,0.791913
175,3291,44271556.000000,2531.157959,-3648.9373,0.574896,32,0.791913
175,3292,39291196.000000,2451.785156,-3634.9976,0.549977,32,0.791913
175,3293,34346168.000000,2327.196777,-3717.1597,0.539736,32,0.791913
175,3294,50104924.000000,2638.887451,-3576.6550,0.572510,32,0.791913
175,3295,38577840.000000,2465.046631,-3457.3142,0.541404,32,0.791913
175,3296,36870072.000000,2347.900879,-3669.2087,0.585606,32,0.791913
175,3297,44418800.000000,2599.587891,-3619.3364,0.565391,32,0.791913
175,3298,39453476.000000,2485.172607,-3539.6743,0.572609,32,0.791913
175,3299,39500032.000000,2481.662598,-3320.8547,0.619160,32,0.791913
175,3300,32663258.000000,2310.634766,-3471.1230,0.555737,32,0.791913
176,3301,40283316.000000,2566.763916,-3641.3833,0.567329,32,0.790037
176,3302,56660596.000000,2947.795410,-3594.4512,0.524972,32,0.790037
176,3303,47832936.000000,2941.897461,-2810.1050,0.590502,32,0.790037
176,3304,46216876.000000,2906.150879,-3235.0034,0.561794,32,0.790037
176,3305,50701084.000000,2969.399658,-2995.6777,0.577595,32,0.790037
176,3306,44597400.000000,2737.771484,-3291.0371,0.541914,32,0.790037
176,3307,50590508.000000,2913.217041,-3173.8008,0.552513,32,0.790037
176,3308,54232776.000000,3029.750000,-3192.3025,0.530235,32,0.790037
176,3309,49907676.000000,2919.320557,-3195.2944,0.566019,32,0.790037
176,3310,56088268.000000,3050.662109,-3000.7629,0.564434,32,0.790037
176,3311,53895156.000000,2979.186768,-3516.9680,0.598483,32,0.790037
176,3312,51027348.000000,2861.054443,-3153.4036,0.552603,32,0.790037
176,3313,51910812.000000,3067.946289,-3189.9958,0.570816,32,0.790037
176,3314,52764212.000000,2858.110596,-3141.2300,0.540503,32,0.790037
176,3315,48162596.000000,2917.284180,-3226.9717,0.580213,32,0.790037
176,3316,56263156.000000,3187.266357,-3002.6526,0.564565,32,0.790037
176,3317,51255544.000000,3014.841797,-3029.7295,0.598171,32,0.790037
176,3318,44262160.000000,2799.485840,-3036.9663,0.571871,32,0.790037
176,3319,46154896.000000,2647.229736,-3575.3967,0.580200,32,0.790037
176,3320,51706788.000000,2908.601562,-2943.7825,0.598152,32,0.790037
176,3321,49272676.000000,2961.545898,-3033.2349,0.558753,32,0.790037
176,3322,47091216.000000,2733.079590,-3293.0627,0.553961,32,0.790037
176,3323,60028664.000000,3039.261963,-2899.1770,0.551848,32,0.790037
176,3324,51494472.000000,3037.254639,-2849.2744,0.563749,32,0.790037
176,3325,52850460.000000,2987.215576,-3133.2598,0.557189,32,0.790037
176,3326,54572460.000000,3030.626709,-2746.3250,0.581618,32,0.790037
176,3327,49580568.000000,2834.813232,-3062.9390,0.571620,32,0.790037
176,3328,59330716.000000,3033.809570,-3349.4153,0.551240,32,0.790037
176,3329,53247912.000000,2931.108643,-3239.9705,0.558348,32,0.790037
176,3330,43641984.000000,2726.216797,-2969.6646,0.579243,32,0.790037
182,3331,51748140.000000,2890.063477,-3397.9846,0.583287,32,0.788162
182,3332,63958256.000000,3342.479492,-2793.1604,0.566629,32,0.788162
182,3333,58440540.000000,3166.883545,-3028.2896,0.578101,32,0.788162
182,3334,63242080.000000,3384.097412,-2626.3193,0.583638,32,0.788162
182,3335,63449852.000000,3315.498779,-2653.8635,0.581487,32,0.788162
182,3336,64685472.000000,3338.197266,-2900.5256,0.580300,32,0.788162
182,3337,64153320.000000,3306.297607,-2801.8186,0.558103,32,0.788162
182,3338,61641036.000000,3163.920166,-3341.3394,0.568786,32,0.788162
182,3339,57865776.000000,3054.054443,-3226.2708,0.569341,32,0.788162
182,3340,67759960.000000,3500.780273,-3106.9810,0.574271,32,0.788162
182,3341,55388156.000000,3196.523682,-2701.1360,0.588809,32,0.788162
182,3342,64786500.000000,3371.811035,-3184.8767,0.588671,32,0.788162
182,3343,58236596.000000,3206.054688,-3096.4104,0.542739,32,0.788162
182,3344,77197888.000000,3667.927002,-2920.2251,0.551862,32,0.788162
182,3345,61595356.000000,3396.910400,-2773.3333,0.564110,32,0.788162
182,3346,63518564.000000,3264.757568,-3118.3884,0.584827,32,0.788162
182,3347,66493292.000000,3346.231445,-2594.5527,0.550627,32,0.788162
182,3348,69985272.000000,3350.196533,-2708.9116,0.544383,32,0.788162
182,3349,47504564.000000,2931.876709,-3209.1475,0.557177,32,0.788162
182,3350,59571748.000000,3256.257080,-3024.2214,0.574728,32,0.788162
182,3351,72677464.000000,3554.770508,-2944.0420,0.536168,32,0.788162
182,3352,69359064.000000,3645.204834,-2405.8472,0.538911,32,0.788162
182,3353,64759024.000000,3359.001221,-3287.5879,0.552143,32,0.788162
182,3354,51816072.000000,2993.543701,-3207.9370,0.556490,32,0.788162
182,3355,65893256.000000,3233.617188,-3387.3645,0.530248,32,0.788162
182,3356,61400460.000000,3207.111328,-3103.9380,0.565767,32,0.788162
182,3357,57584200.000000,3103.618408,-2845.3079,0.564117,32,0.788162
182,3358,62452268.000000,3056.494141,-3462.8503,0.563840,32,0.788162
182,3359,70734960.000000,3475.214111,-2761.8064,0.568959,32,0.788162
182,3360,51790468.000000,2984.969238,-3044.1230,0.558664,32,0.788162
183,3361,62731084.000000,3251.180664,-2815.6494,0.541305,32,0.786288
183,3362,68904456.000000,3525.699219,-2897.9131,0.551911,32,0.786288
183,3363,68923640.000000,3526.055176,-1926.4760,0.576647,32,0.786288
183,3364,81913008.000000,4040.980957,-1981.0826,0.582679,32,0.786288
183,3365,65228968.000000,3507.692871,-2604.0908,0.558215,32,0.786288
183,3366,76853608.000000,3553.633057,-2808.6360,0.512627,32,0.786288
183,3367,75756400.000000,3653.153076,-2489.9087,0.578738,32,0.786288
183,3368,69793344.000000,3555.738037,-2483.5242,0.577752,32,0.786288
183,3369,68333496.000000,3398.550537,-2660.5479,0.556959,32,0.786288
183,3370,69288720.000000,3589.211670,-2366.8826,0.566660,32,0.786288
183,3371,65743684.000000,3470.143066,-2731.7620,0.574040,32,0.786288
183,3372,70668712.000000,3539.709961,-2725.3538,0.558412,32,0.786288
183,3373,77648616.000000,3669.981445,-2783.6680,0.536642,32,0.786288
183,3374,58857580.000000,3265.912842,-2786.3440,0.544410,32,0.786288
183,3375,61069480.000000,3350.853516,-2558.2397,0.576442,32,0.786288
183,3376,77299264.000000,3423.203613,-2926.4285,0.557702,32,0.786288
183,3377,82062712.000000,3741.028809,-2604.4795,0.549650,32,0.786288
183,3378,67772256.000000,3383.212402,-2660.6521,0.576608,32,0.786288
183,3379,71259072.000000,3491.553223,-2970.9746,0.563752,32,0.786288
183,3380,66318412.000000,3352.509766,-2505.5093,0.564580,32,0.786288
183,3381,76839848.000000,3763.712891,-2261.3147,0.596105,32,0.786288
183,3382,73097800.000000,3420.219727,-2788.4014,0.554633,32,0.786288
183,3383,69396808.000000,3550.583496,-2330.7324,0.532605,32,0.786288
183,3384,71720408.000000,3385.054932,-3049.5796,0.554150,32,0.786288
183,3385,74532976.000000,3674.764404,-2838.3003,0.606700,32,0.786288
183,3386,76123992.000000,3516.755371,-2733.8752,0.537427,32,0.786288
183,3387,72411584.000000,3619.975830,-2307.1987,0.586338,32,0.786288
183,3388,65998988.000000,3399.026367,-2432.2161,0.581479,32,0.786288
183,3389,69979088.000000,3453.923584,-2477.8091,0.558307,32,0.786288
183,3390,69610048.000000,3213.622803,-3087.4343,0.566116,32,0.786288
184,3391,70788144.000000,3354.731201,-2917.1870,0.573278,32,0.784412
184,3392,79386008.000000,3778.899902,-2877.6799,0.549832,32,0.784412
184,3393,79529976.000000,3674.869141,-2556.8611,0.557957,32,0.784412
184,3394,88772128.000000,3786.510986,-2813.2280,0.536195,32,0.784412
184,3395,80676824.000000,3729.366943,-2330.5830,0.543516,32,0.784412
184,3396,72274496.000000,3539.751465,-2653.6743,0.593131,32,0.784412
184,3397,71471368.000000,3680.141357,-1854.0985,0.575994,32,0.784412
184,3398,65786044.000000,3360.088379,-2570.1196,0.574283,32,0.784412
184,3399,74736936.000000,3807.179443,-2280.8403,0.588850,32,0.784412
184,3400,80139544.000000,3607.690430,-2835.0588,0.551705,32,0.784412
184,3401,75904928.000000,3643.797363,-2565.4204,0.531125,32,0.784412
184,3402,81577568.000000,3795.003906,-2334.7690,0.578710,32,0.784412
184,3403,89431464.000000,4009.431396,-1896.7288,0.551601,32,0.784412
184,3404,77942560.000000,3726.366211,-2172.2510,0.538489,32,0.784412
184,3405,61415852.000000,3311.625244,-2361.6924,0.579265,32,0.784412
184,3406,70741304.000000,3711.750732,-2566.9163,0.571084,32,0.784412
184,3407,86724096.000000,3823.531982,-2479.0405,0.565700,32,0.784412
184,3408,63012872.000000,3391.889893,-2181.0906,0.556550,32,0.784412
184,3409,82814304.000000,3700.420410,-2803.1885,0.570880,32,0.784412
184,3410,76717680.000000,3507.358398,-2733.7488,0.597482,32,0.784412
184,3411,73677456.000000,3737.769775,-2160.0576,0.561528,32,0.784412
184,3412,73317872.000000,3561.924561,-2502.9231,0.577818,32,0.784412
184,3413,73286904.000000,3648.558105,-2526.1089,0.554944,32,0.784412
184,3414,71060128.000000,3541.272949,-2465.1265,0.553063,32,0.784412
184,3415,74119288.000000,3456.797119,-2574.5212,0.537192,32,0.784412
184,3416,78971440.000000,3678.674805,-2346.9568,0.569311,32,0.784412
184,3417,65257924.000000,3344.604980,-2691.8218,0.560352,32,0.784412
184,3418,90016768.000000,3987.428955,-2540.4131,0.584352,32,0.784412
184,3419,82185568.000000,3786.636475,-2302.4536,0.595802,32,0.784412
184,3420,77302096.000000,3674.263672,-1983.2614,0.602968,32,0.784412
185,3421,70454136.000000,3497.830566,-2685.7068,0.589585,32,0.782537
185,3422,84457376.000000,3702.617920,-3042.0701,0.570598,32,0.782537
185,3423,83640672.000000,3781.279053,-2689.5786,0.567284,32,0.782537
185,3424,70589248.000000,3740.993652,-2268.3528,0.569999,32,0.782537
185,3425,73032760.000000,3592.577148,-2594.1084,0.592829,32,0.782537
185,3426,89077816.000000,4013.864990,-2236.5444,0.555057,32,0.782537
185,3427,85685120.000000,4019.222656,-2073.4504,0.575667,32,0.782537
185,3428,80738288.000000,3675.798340,-2408.0347,0.563107,32,0.782537
185,3429,75856336.000000,3713.334229,-2068.9014,0.571263,32,0.782537
185,3430,82064992.000000,3770.158936,-2203.7485,0.546115,32,0.782537
185,3431,86042792.000000,4011.656494,-1852.4619,0.581328,32,0.782537
185,3432,79071952.000000,3586.635986,-2221.9807,0.536352,32,0.782537
185,3433,85867048.000000,3858.603516,-2407.8899,0.562429,32,0.782537
185,3434,71442560.000000,3701.426514,-2203.0925,0.572307,32,0.782537
185,3435,74842864.000000,3612.050049,-2868.1870,0.562745,32,0.782537
185,3436,78613592.000000,3781.773193,-2414.0645,0.553632,32,0.782537
185,3437,84816680.000000,3778.794922,-2441.1453,0.573970,32,0.782537
185,3438,75004824.000000,3703.279785,-2173.5615,0.580957,32,0.782537
185,3439,81997376.000000,3745.735107,-2613.5850,0.553416,32,0.782537
185,3440,72413832.000000,3576.105469,-2551.8184,0.564224,32,0.782537
185,3441,84623912.000000,3773.483398,-2410.1333,0.552965,32,0.782537
185,3442,94602096.000000,3944.269775,-1963.9546,0.554411,32,0.782537
185,3443,75403568.000000,3760.194092,-2437.6072,0.552239,32,0.782537
185,3444,68122456.000000,3646.251709,-2418.5723,0.572507,32,0.782537
185,3445,78226472.000000,3636.770508,-3130.7219,0.552674,32,0.782537
185,3446,94471840.000000,4086.429199,-2118.5776,0.596348,32,0.782537
185,3447,84795176.000000,3789.627930,-2070.2561,0.575459,32,0.782537
185,3448,77425952.000000,3662.102783,-2340.5173,0.574586,32,0.782537
185,3449,84315120.000000,3993.355957,-2126.0403,0.573837,32,0.782537
185,3450,85504288.000000,3663.983154,-2692.8870,0.565289,32,0.782537
186,3451,85873448.000000,3823.857178,-2175.2881,0.592252,32,0.780663
186,3452,105598576.000000,4570.158203,-1837.8470,0.607124,32,0.780663
186,3453,134231984.000000,5038.851074,-957.3610,0.552714,32,0.780663
186,3454,109222976.000000,4740.389160,-789.9793,0.585573,32,0.780663
186,3455,103904464.000000,4453.073242,-1712.3121,0.547466,32,0.780663
186,3456,122270264.000000,4828.123535,-1595.0265,0.593461,32,0.780663
186,3457,127854376.000000,4818.998047,-1592.8824,0.580016,32,0.780663
186,3458,111603224.000000,4687.816895,-1702.1263,0.569529,32,0.780663
186,3459,109329648.000000,4389.993652,-1978.2202,0.553033,32,0.780663
186,3460,118815400.000000,4773.175781,-1640.2399,0.579418,32,0.780663
186,3461,105651408.000000,4307.380859,-2313.0547,0.554622,32,0.780663
186,3462,110977064.000000,4578.825195,-1352.4884,0.571598,32,0.780663
186,3463,121022896.000000,4903.246094,-1100.1388,0.576713,32,0.780663
186,3464,106931552.000000,4319.458008,-1784.9635,0.561987,32,0.780663
186,3465,126626264.000000,4744.712891,-1580.9532,0.578358,32,0.780663
186,3466,110434240.000000,4739.396973,-785.8115,0.587666,32,0.780663
186,3467,121160912.000000,4777.654297,-929.8064,0.567701,32,0.780663
186,3468,112641608.000000,4504.881836,-1153.2783,0.552347,32,0.780663
186,3469,110671000.000000,4517.750000,-1421.3649,0.595347,32,0.780663
186,3470,124107184.000000,4661.266113,-1440.9792,0.568679,32,0.780663
186,3471,111370720.000000,4517.037598,-1522.7120,0.539056,32,0.780663
186,3472,113922920.000000,4651.854004,-1143.5088,0.529735,32,0.780663
186,3473,105291896.000000,4316.054688,-1991.8760,0.578674,32,0.780663
186,3474,121815464.000000,4577.168945,-1633.5515,0.545187,32,0.780663
186,3475,91235744.000000,4023.735107,-1581.1207,0.538218,32,0.780663
186,3476,112187896.000000,4523.837402,-1027.2241,0.580422,32,0.780663
186,3477,92382608.000000,4214.121094,-1438.8014,0.557862,32,0.780663
186,3478,112245384.000000,4552.336914,-1403.3896,0.582302,32,0.780663
186,3479,115914736.000000,4465.423828,-1662.4683,0.556350,32,0.780663
