decision_time,job_id,allowed_machine_indices,avail_actions,action_idx,state_n_jobs_arrived,state_n_jobs_processing,state_n_jobs_waiting,state_n_ops_arrived,state_n_ops_processing,state_n_ops_waiting,state_avg_machine_util,state_avg_operator_util,state_global_avg_wait,state_episode_time_fraction
1.0,0,"[0, 1, 2]","[1, 0, 1, 1, 1]",3,4.0,5.0,0.0,14.0,5.0,9.0,0.0,0.0,0.0,0.009999999776482582
1.0,1,"[0, 1, 2]","[0, 1, 0, 0, 1]",4,4.0,5.0,0.0,14.0,5.0,9.0,0.20000000298023224,0.0,0.0,0.009999999776482582
1.0,2,"[1, 2]","[0, 0, 1, 0, 0]",4,4.0,5.0,0.0,14.0,5.0,9.0,0.4000000059604645,0.0,0.0,0.009999999776482582
1.0,3,"[0, 1]","[0, 0, 1, 0, 0]",2,4.0,5.0,0.0,14.0,5.0,9.0,0.4000000059604645,0.0,0.0,0.009999999776482582
1.0,4,"[1, 3, 4]","[0, 0, 0, 0, 0]",1,4.0,5.0,0.0,14.0,5.0,9.0,0.6000000238418579,0.0,0.0,0.009999999776482582
2.0,4,"[1, 3, 4]","[0, 0, 0, 0, 0]",0,4.0,5.0,0.0,14.0,5.0,9.0,0.6000000238418579,0.0,3.0,0.019999999552965164
3.0,0,"[0, 1, 2]","[0, 1, 0, 1, 0]",3,4.0,6.0,0.0,14.0,6.0,8.0,0.20000000298023224,0.0,5.574999809265137,0.029999999329447746
3.0,4,"[1, 3, 4]","[0, 1, 0, 0, 0]",3,4.0,6.0,0.0,14.0,6.0,8.0,0.4000000059604645,0.0,5.574999809265137,0.029999999329447746
3.0,1,"[0, 1]","[0, 0, 1, 0, 0]",0,4.0,6.0,0.0,14.0,6.0,8.0,0.4000000059604645,0.0,5.574999809265137,0.029999999329447746
3.0,5,"[1, 2, 4]","[0, 1, 1, 0, 0]",1,4.0,6.0,0.0,14.0,6.0,8.0,0.4000000059604645,0.0,5.574999809265137,0.029999999329447746
3.0,3,"[0, 1, 2]","[0, 0, 0, 0, 0]",0,4.0,6.0,0.0,14.0,6.0,8.0,0.6000000238418579,0.0,5.574999809265137,0.029999999329447746
4.0,6,"[1, 2, 4]","[0, 0, 1, 0, 0]",2,4.0,7.0,0.0,14.0,7.0,7.0,0.6000000238418579,0.0,6.479231834411621,0.03999999910593033
4.0,4,"[1, 3, 4]","[0, 0, 0, 0, 0]",0,4.0,7.0,0.0,14.0,7.0,7.0,0.800000011920929,0.0,6.479231834411621,0.03999999910593033
4.0,1,"[0, 1]","[0, 0, 0, 0, 0]",2,4.0,7.0,0.0,14.0,7.0,7.0,0.800000011920929,0.0,6.479231834411621,0.03999999910593033
4.0,3,"[0, 1, 2]","[0, 0, 0, 0, 0]",0,4.0,7.0,0.0,14.0,7.0,7.0,0.800000011920929,0.0,6.479231834411621,0.03999999910593033
5.0,4,"[1, 3, 4]","[0, 1, 0, 0, 0]",0,4.0,7.0,0.0,14.0,7.0,7.0,0.6000000238418579,0.0,7.4207329750061035,0.05000000074505806
5.0,1,"[0, 1]","[0, 0, 0, 0, 0]",0,4.0,7.0,0.0,14.0,7.0,7.0,0.800000011920929,0.0,7.4207329750061035,0.05000000074505806
5.0,3,"[0, 1, 2]","[0, 0, 0, 0, 0]",0,4.0,7.0,0.0,14.0,7.0,7.0,0.800000011920929,0.0,7.4207329750061035,0.05000000074505806
5.0,5,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",0,4.0,7.0,0.0,14.0,7.0,7.0,0.800000011920929,0.0,7.4207329750061035,0.05000000074505806
6.0,2,"[0, 1]","[0, 0, 1, 0, 0]",0,4.0,7.0,0.0,14.0,7.0,7.0,0.20000000298023224,0.0,11.645730018615723,0.05999999865889549
6.0,1,"[0, 1]","[0, 0, 1, 0, 0]",0,4.0,7.0,0.0,14.0,7.0,7.0,0.20000000298023224,0.0,11.645730018615723,0.05999999865889549
6.0,3,"[0, 1, 2]","[0, 0, 0, 0, 1]",4,4.0,7.0,0.0,14.0,7.0,7.0,0.20000000298023224,0.0,11.645730018615723,0.05999999865889549
6.0,5,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",4,4.0,7.0,0.0,14.0,7.0,7.0,0.4000000059604645,0.0,11.645730018615723,0.05999999865889549
6.0,0,"[0, 1]","[0, 0, 0, 0, 0]",0,4.0,7.0,0.0,14.0,7.0,7.0,0.4000000059604645,0.0,11.645730018615723,0.05999999865889549
6.0,6,"[0, 1]","[0, 0, 0, 0, 0]",1,4.0,7.0,0.0,14.0,7.0,7.0,0.4000000059604645,0.0,11.645730018615723,0.05999999865889549
7.0,5,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",0,4.0,8.0,0.0,14.0,8.0,6.0,0.4000000059604645,0.0,14.895730018615723,0.07000000029802322
7.0,0,"[0, 1]","[0, 0, 0, 0, 0]",0,4.0,8.0,0.0,14.0,8.0,6.0,0.4000000059604645,0.0,14.895730018615723,0.07000000029802322
7.0,6,"[0, 1]","[0, 0, 0, 0, 0]",0,4.0,8.0,0.0,14.0,8.0,6.0,0.4000000059604645,0.0,14.895730018615723,0.07000000029802322
7.0,7,"[1, 3, 4]","[0, 0, 0, 0, 0]",0,4.0,8.0,0.0,14.0,8.0,6.0,0.4000000059604645,0.0,14.895730018615723,0.07000000029802322
8.0,8,"[0, 2]","[0, 0, 1, 0, 0]",0,4.0,8.0,0.0,14.0,8.0,6.0,0.20000000298023224,0.0,17.495729446411133,0.07999999821186066
8.0,5,"[0, 2, 3, 4]","[0, 0, 1, 0, 1]",0,4.0,8.0,0.0,14.0,8.0,6.0,0.20000000298023224,0.0,17.495729446411133,0.07999999821186066
8.0,0,"[0, 1]","[0, 0, 1, 0, 0]",0,4.0,8.0,0.0,14.0,8.0,6.0,0.20000000298023224,0.0,17.495729446411133,0.07999999821186066
8.0,6,"[0, 1]","[0, 1, 0, 0, 0]",0,4.0,8.0,0.0,14.0,8.0,6.0,0.20000000298023224,0.0,17.495729446411133,0.07999999821186066
8.0,7,"[1, 3, 4]","[0, 1, 0, 0, 1]",0,4.0,8.0,0.0,14.0,8.0,6.0,0.20000000298023224,0.0,17.495729446411133,0.07999999821186066
8.0,3,"[0, 1, 2]","[0, 0, 0, 0, 0]",4,4.0,8.0,0.0,14.0,8.0,6.0,0.20000000298023224,0.0,17.495729446411133,0.07999999821186066
9.0,8,"[0, 2]","[0, 0, 0, 0, 0]",0,4.0,8.0,0.0,14.0,8.0,6.0,0.20000000298023224,0.0,17.495729446411133,0.09000000357627869
9.0,5,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",0,4.0,8.0,0.0,14.0,8.0,6.0,0.20000000298023224,0.0,17.495729446411133,0.09000000357627869
9.0,0,"[0, 1]","[0, 0, 0, 0, 0]",0,4.0,8.0,0.0,14.0,8.0,6.0,0.20000000298023224,0.0,17.495729446411133,0.09000000357627869
9.0,3,"[0, 1, 2]","[0, 0, 0, 0, 0]",0,4.0,8.0,0.0,14.0,8.0,6.0,0.20000000298023224,0.0,17.495729446411133,0.09000000357627869
10.0,2,"[0, 1, 2]","[0, 0, 0, 1, 1]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.20000000298023224,0.0,23.945730209350586,0.10000000149011612
10.0,8,"[0, 2]","[0, 0, 0, 0, 0]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.20000000298023224,0.0,23.945730209350586,0.10000000149011612
10.0,5,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",4,4.0,9.0,0.0,14.0,9.0,5.0,0.20000000298023224,0.0,23.945730209350586,0.10000000149011612
10.0,0,"[0, 1]","[0, 0, 0, 0, 0]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.20000000298023224,0.0,23.945730209350586,0.10000000149011612
10.0,3,"[0, 1, 2]","[0, 0, 0, 0, 0]",4,4.0,9.0,0.0,14.0,9.0,5.0,0.20000000298023224,0.0,23.945730209350586,0.10000000149011612
10.0,9,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",4,4.0,9.0,0.0,14.0,9.0,5.0,0.20000000298023224,0.0,23.945730209350586,0.10000000149011612
11.0,1,"[0, 1, 2]","[0, 0, 0, 1, 1]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.20000000298023224,0.0,28.340730667114258,0.10999999940395355
11.0,8,"[0, 2]","[0, 0, 0, 0, 0]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.20000000298023224,0.0,28.340730667114258,0.10999999940395355
11.0,5,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",4,4.0,9.0,0.0,14.0,9.0,5.0,0.20000000298023224,0.0,28.340730667114258,0.10999999940395355
11.0,0,"[0, 1]","[0, 0, 0, 0, 0]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.20000000298023224,0.0,28.340730667114258,0.10999999940395355
11.0,3,"[0, 1, 2]","[0, 0, 0, 0, 0]",4,4.0,9.0,0.0,14.0,9.0,5.0,0.20000000298023224,0.0,28.340730667114258,0.10999999940395355
11.0,9,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",3,4.0,9.0,0.0,14.0,9.0,5.0,0.20000000298023224,0.0,28.340730667114258,0.10999999940395355
12.0,8,"[0, 2]","[0, 0, 0, 0, 0]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.20000000298023224,0.0,28.340730667114258,0.11999999731779099
12.0,5,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.20000000298023224,0.0,28.340730667114258,0.11999999731779099
12.0,0,"[0, 1]","[0, 0, 0, 0, 0]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.20000000298023224,0.0,28.340730667114258,0.11999999731779099
12.0,3,"[0, 1, 2]","[0, 0, 0, 0, 0]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.20000000298023224,0.0,28.340730667114258,0.11999999731779099
12.0,9,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.20000000298023224,0.0,28.340730667114258,0.11999999731779099
13.0,6,"[0, 3, 4]","[0, 0, 0, 0, 1]",4,4.0,9.0,0.0,14.0,9.0,5.0,0.20000000298023224,0.0,33.91873550415039,0.12999999523162842
13.0,8,"[0, 2]","[0, 0, 0, 0, 0]",2,4.0,9.0,0.0,14.0,9.0,5.0,0.4000000059604645,0.0,33.91873550415039,0.12999999523162842
13.0,5,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",4,4.0,9.0,0.0,14.0,9.0,5.0,0.4000000059604645,0.0,33.91873550415039,0.12999999523162842
13.0,0,"[0, 1]","[0, 0, 0, 0, 0]",2,4.0,9.0,0.0,14.0,9.0,5.0,0.4000000059604645,0.0,33.91873550415039,0.12999999523162842
13.0,3,"[0, 1, 2]","[0, 0, 0, 0, 0]",4,4.0,9.0,0.0,14.0,9.0,5.0,0.4000000059604645,0.0,33.91873550415039,0.12999999523162842
13.0,9,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",4,4.0,9.0,0.0,14.0,9.0,5.0,0.4000000059604645,0.0,33.91873550415039,0.12999999523162842
14.0,8,"[0, 2]","[0, 0, 0, 0, 0]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.4000000059604645,0.0,34.56873321533203,0.14000000059604645
14.0,5,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.4000000059604645,0.0,34.56873321533203,0.14000000059604645
14.0,0,"[0, 1]","[0, 0, 0, 0, 0]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.4000000059604645,0.0,34.56873321533203,0.14000000059604645
14.0,3,"[0, 1, 2]","[0, 0, 0, 0, 0]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.4000000059604645,0.0,34.56873321533203,0.14000000059604645
14.0,9,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.4000000059604645,0.0,34.56873321533203,0.14000000059604645
15.0,8,"[0, 2]","[0, 0, 1, 0, 0]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.20000000298023224,0.0,34.56873321533203,0.15000000596046448
15.0,5,"[0, 2, 3, 4]","[0, 0, 1, 0, 1]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.20000000298023224,0.0,34.56873321533203,0.15000000596046448
15.0,0,"[0, 1]","[0, 0, 1, 0, 0]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.20000000298023224,0.0,34.56873321533203,0.15000000596046448
15.0,3,"[0, 1, 2]","[0, 0, 0, 0, 1]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.20000000298023224,0.0,34.56873321533203,0.15000000596046448
15.0,9,"[0, 2, 3, 4]","[0, 0, 1, 0, 1]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.20000000298023224,0.0,34.56873321533203,0.15000000596046448
15.0,6,"[0, 2, 3, 4]","[0, 0, 1, 0, 1]",4,4.0,9.0,0.0,14.0,9.0,5.0,0.20000000298023224,0.0,34.56873321533203,0.15000000596046448
16.0,7,"[0, 2]","[0, 0, 1, 0, 0]",2,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,40.94373321533203,0.1599999964237213
16.0,8,"[0, 2]","[0, 0, 0, 0, 0]",2,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,40.94373321533203,0.1599999964237213
16.0,5,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",2,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,40.94373321533203,0.1599999964237213
16.0,0,"[0, 1]","[0, 0, 0, 0, 0]",2,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,40.94373321533203,0.1599999964237213
16.0,3,"[0, 1, 2]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,40.94373321533203,0.1599999964237213
16.0,9,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",2,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,40.94373321533203,0.1599999964237213
16.0,10,"[2, 4]","[0, 0, 0, 0, 0]",2,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,40.94373321533203,0.1599999964237213
17.0,6,"[1, 3, 4]","[0, 1, 0, 1, 1]",1,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,48.09373474121094,0.17000000178813934
17.0,8,"[0, 2]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,48.09373474121094,0.17000000178813934
17.0,5,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",4,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,48.09373474121094,0.17000000178813934
17.0,0,"[0, 1]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,48.09373474121094,0.17000000178813934
17.0,3,"[0, 1, 2]","[0, 0, 0, 0, 0]",4,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,48.09373474121094,0.17000000178813934
17.0,9,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",4,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,48.09373474121094,0.17000000178813934
17.0,10,"[2, 4]","[0, 0, 0, 0, 0]",4,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,48.09373474121094,0.17000000178813934
17.0,11,"[0, 1]","[0, 0, 0, 0, 0]",1,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,48.09373474121094,0.17000000178813934
18.0,5,"[0, 2, 3, 4]","[0, 0, 1, 1, 1]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,59.777671813964844,0.18000000715255737
18.0,0,"[0, 1]","[0, 0, 1, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,59.777671813964844,0.18000000715255737
18.0,3,"[0, 1, 2]","[0, 0, 0, 0, 1]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,59.777671813964844,0.18000000715255737
18.0,9,"[0, 2, 3, 4]","[0, 0, 1, 0, 1]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,59.777671813964844,0.18000000715255737
18.0,10,"[2, 4]","[0, 0, 1, 0, 1]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,59.777671813964844,0.18000000715255737
18.0,11,"[0, 1]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,59.777671813964844,0.18000000715255737
18.0,7,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",2,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,59.777671813964844,0.18000000715255737
18.0,1,"[0, 1, 2]","[0, 0, 0, 0, 0]",4,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,59.777671813964844,0.18000000715255737
19.0,0,"[0, 1]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,74.02767181396484,0.1899999976158142
19.0,3,"[0, 1, 2]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,74.02767181396484,0.1899999976158142
19.0,9,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,74.02767181396484,0.1899999976158142
19.0,10,"[2, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,74.02767181396484,0.1899999976158142
19.0,7,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,74.02767181396484,0.1899999976158142
19.0,1,"[0, 1, 2]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,74.02767181396484,0.1899999976158142
19.0,12,"[1, 3, 4]","[0, 0, 0, 0, 0]",3,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,74.02767181396484,0.1899999976158142
20.0,3,"[0, 1, 2]","[0, 0, 0, 0, 1]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,74.02767181396484,0.20000000298023224
20.0,9,"[0, 2, 3, 4]","[0, 0, 1, 0, 1]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,74.02767181396484,0.20000000298023224
20.0,10,"[2, 4]","[0, 0, 1, 0, 1]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,74.02767181396484,0.20000000298023224
20.0,7,"[0, 2, 3, 4]","[0, 0, 1, 0, 1]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,74.02767181396484,0.20000000298023224
20.0,1,"[0, 1, 2]","[0, 1, 1, 0, 1]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,74.02767181396484,0.20000000298023224
20.0,12,"[1, 3, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,74.02767181396484,0.20000000298023224
20.0,13,"[0, 3, 4]","[0, 0, 0, 0, 0]",4,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,74.02767181396484,0.20000000298023224
21.0,5,"[0, 3, 4]","[0, 0, 0, 1, 1]",3,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,77.18257904052734,0.20999999344348907
21.0,3,"[0, 1, 2]","[0, 0, 0, 0, 0]",4,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,77.18257904052734,0.20999999344348907
21.0,9,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",3,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,77.18257904052734,0.20999999344348907
21.0,10,"[2, 4]","[0, 0, 0, 0, 0]",4,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,77.18257904052734,0.20999999344348907
21.0,7,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",3,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,77.18257904052734,0.20999999344348907
21.0,12,"[1, 3, 4]","[0, 0, 0, 0, 0]",3,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,77.18257904052734,0.20999999344348907
21.0,13,"[0, 3, 4]","[0, 0, 0, 0, 0]",4,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,77.18257904052734,0.20999999344348907
22.0,3,"[0, 1, 2]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,78.13257598876953,0.2199999988079071
22.0,9,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,78.13257598876953,0.2199999988079071
22.0,10,"[2, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,78.13257598876953,0.2199999988079071
22.0,7,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,78.13257598876953,0.2199999988079071
22.0,12,"[1, 3, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,78.13257598876953,0.2199999988079071
22.0,13,"[0, 3, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,78.13257598876953,0.2199999988079071
23.0,11,[3],"[0, 0, 0, 1, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,94.83257293701172,0.23000000417232513
23.0,3,"[0, 1, 2]","[0, 0, 0, 1, 1]",4,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,94.83257293701172,0.23000000417232513
23.0,9,"[0, 2, 3, 4]","[0, 0, 1, 0, 0]",2,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,94.83257293701172,0.23000000417232513
23.0,10,"[2, 4]","[0, 0, 0, 0, 0]",4,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,94.83257293701172,0.23000000417232513
23.0,7,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",2,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,94.83257293701172,0.23000000417232513
23.0,12,"[1, 3, 4]","[0, 0, 0, 0, 0]",1,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,94.83257293701172,0.23000000417232513
23.0,13,"[0, 3, 4]","[0, 0, 0, 0, 0]",4,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,94.83257293701172,0.23000000417232513
23.0,14,"[2, 4]","[0, 0, 0, 0, 0]",2,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,94.83257293701172,0.23000000417232513
24.0,11,[3],"[0, 0, 0, 1, 0]",3,4.0,9.0,0.0,14.0,9.0,5.0,0.6000000238418579,0.0,128.71644592285156,0.23999999463558197
24.0,10,"[2, 4]","[0, 0, 0, 0, 0]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.800000011920929,0.0,128.71644592285156,0.23999999463558197
24.0,7,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",3,4.0,9.0,0.0,14.0,9.0,5.0,0.800000011920929,0.0,128.71644592285156,0.23999999463558197
24.0,12,"[1, 3, 4]","[0, 0, 0, 0, 0]",3,4.0,9.0,0.0,14.0,9.0,5.0,0.800000011920929,0.0,128.71644592285156,0.23999999463558197
24.0,13,"[0, 3, 4]","[0, 0, 0, 0, 0]",3,4.0,9.0,0.0,14.0,9.0,5.0,0.800000011920929,0.0,128.71644592285156,0.23999999463558197
24.0,14,"[2, 4]","[0, 0, 0, 0, 0]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.800000011920929,0.0,128.71644592285156,0.23999999463558197
25.0,10,"[2, 4]","[0, 0, 1, 0, 1]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.4000000059604645,0.0,130.39144897460938,0.25
25.0,7,"[0, 2, 3, 4]","[0, 0, 1, 0, 1]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.4000000059604645,0.0,130.39144897460938,0.25
25.0,12,"[1, 3, 4]","[0, 1, 0, 0, 1]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.4000000059604645,0.0,130.39144897460938,0.25
25.0,13,"[0, 3, 4]","[0, 0, 0, 0, 0]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.4000000059604645,0.0,130.39144897460938,0.25
25.0,14,"[2, 4]","[0, 0, 0, 0, 0]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.4000000059604645,0.0,130.39144897460938,0.25
25.0,9,"[0, 2, 4]","[0, 0, 0, 0, 0]",2,4.0,9.0,0.0,14.0,9.0,5.0,0.4000000059604645,0.0,130.39144897460938,0.25
25.0,3,"[0, 1, 2]","[0, 0, 0, 0, 0]",2,4.0,9.0,0.0,14.0,9.0,5.0,0.4000000059604645,0.0,130.39144897460938,0.25
26.0,15,"[1, 2, 4]","[0, 1, 1, 0, 1]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.20000000298023224,0.0,138.11643981933594,0.25999999046325684
26.0,10,"[2, 4]","[0, 0, 0, 0, 1]",4,4.0,9.0,0.0,14.0,9.0,5.0,0.20000000298023224,0.0,138.11643981933594,0.25999999046325684
26.0,13,"[0, 3, 4]","[0, 0, 0, 0, 0]",4,4.0,9.0,0.0,14.0,9.0,5.0,0.4000000059604645,0.0,138.11643981933594,0.25999999046325684
26.0,14,"[2, 4]","[0, 0, 0, 0, 0]",2,4.0,9.0,0.0,14.0,9.0,5.0,0.4000000059604645,0.0,138.11643981933594,0.25999999046325684
26.0,9,"[0, 2, 4]","[0, 0, 0, 0, 0]",4,4.0,9.0,0.0,14.0,9.0,5.0,0.4000000059604645,0.0,138.11643981933594,0.25999999046325684
26.0,3,"[0, 1, 2]","[0, 0, 0, 0, 0]",2,4.0,9.0,0.0,14.0,9.0,5.0,0.4000000059604645,0.0,138.11643981933594,0.25999999046325684
26.0,11,"[1, 2, 4]","[0, 0, 0, 0, 0]",2,4.0,9.0,0.0,14.0,9.0,5.0,0.4000000059604645,0.0,138.11643981933594,0.25999999046325684
27.0,13,"[0, 3, 4]","[0, 0, 0, 1, 0]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.4000000059604645,0.0,156.80845642089844,0.27000001072883606
27.0,14,"[2, 4]","[0, 0, 0, 0, 0]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.4000000059604645,0.0,156.80845642089844,0.27000001072883606
27.0,9,"[0, 2, 4]","[0, 0, 0, 0, 0]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.4000000059604645,0.0,156.80845642089844,0.27000001072883606
27.0,3,"[0, 1, 2]","[0, 0, 0, 0, 0]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.4000000059604645,0.0,156.80845642089844,0.27000001072883606
27.0,11,"[1, 2, 4]","[0, 0, 0, 0, 0]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.4000000059604645,0.0,156.80845642089844,0.27000001072883606
27.0,7,"[1, 2, 4]","[0, 0, 0, 0, 0]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.4000000059604645,0.0,156.80845642089844,0.27000001072883606
