decision_time,job_id,allowed_machine_indices,avail_actions,action_idx,state_n_jobs_arrived,state_n_jobs_processing,state_n_jobs_waiting,state_n_ops_arrived,state_n_ops_processing,state_n_ops_waiting,state_avg_machine_util,state_avg_operator_util,state_global_avg_wait,state_episode_time_fraction
57.0,12,[3],"[0, 0, 0, 1, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,411.728271484375,0.5699999928474426
57.0,7,"[2, 4]","[0, 0, 1, 0, 1]",4,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,411.728271484375,0.5699999928474426
57.0,10,"[0, 2, 4]","[0, 0, 1, 0, 0]",4,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,411.728271484375,0.5699999928474426
57.0,20,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,411.728271484375,0.5699999928474426
57.0,23,"[0, 2]","[0, 0, 1, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,411.728271484375,0.5699999928474426
57.0,22,"[0, 2, 4]","[0, 0, 1, 0, 0]",2,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,411.728271484375,0.5699999928474426
57.0,19,"[2, 4]","[0, 0, 0, 0, 0]",2,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,411.728271484375,0.5699999928474426
58.0,1,[1],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,424.4732666015625,0.5799999833106995
58.0,11,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,424.4732666015625,0.5799999833106995
58.0,12,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,424.4732666015625,0.5799999833106995
58.0,20,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,424.4732666015625,0.5799999833106995
58.0,23,"[0, 2]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,424.4732666015625,0.5799999833106995
58.0,19,"[2, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,424.4732666015625,0.5799999833106995
59.0,21,"[0, 3, 4]","[1, 0, 0, 1, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,424.4732666015625,0.5899999737739563
59.0,1,[1],"[0, 0, 0, 0, 0]",3,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,424.4732666015625,0.5899999737739563
59.0,11,[3],"[0, 0, 0, 0, 0]",3,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,424.4732666015625,0.5899999737739563
59.0,12,[3],"[0, 0, 0, 0, 0]",3,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,424.4732666015625,0.5899999737739563
59.0,20,[3],"[0, 0, 0, 0, 0]",3,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,424.4732666015625,0.5899999737739563
59.0,23,"[0, 2]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,424.4732666015625,0.5899999737739563
59.0,19,"[2, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,424.4732666015625,0.5899999737739563
60.0,1,[1],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,434.4982604980469,0.6000000238418579
60.0,11,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,434.4982604980469,0.6000000238418579
60.0,12,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,434.4982604980469,0.6000000238418579
60.0,20,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,434.4982604980469,0.6000000238418579
60.0,23,"[0, 2]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,434.4982604980469,0.6000000238418579
60.0,19,"[2, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,434.4982604980469,0.6000000238418579
60.0,24,"[1, 2, 4]","[0, 1, 0, 0, 0]",4,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,434.4982604980469,0.6000000238418579
61.0,22,"[1, 3, 4]","[0, 1, 0, 1, 0]",1,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,434.4982604980469,0.6100000143051147
61.0,1,[1],"[0, 0, 0, 1, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,434.4982604980469,0.6100000143051147
61.0,11,[3],"[0, 0, 0, 1, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,434.4982604980469,0.6100000143051147
61.0,12,[3],"[0, 0, 0, 1, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,434.4982604980469,0.6100000143051147
61.0,20,[3],"[0, 0, 0, 1, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,434.4982604980469,0.6100000143051147
61.0,23,"[0, 2]","[1, 0, 0, 0, 0]",2,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,434.4982604980469,0.6100000143051147
61.0,19,"[2, 4]","[0, 0, 0, 0, 0]",2,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,434.4982604980469,0.6100000143051147
61.0,21,"[2, 4]","[0, 0, 0, 0, 0]",2,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,434.4982604980469,0.6100000143051147
62.0,1,[1],"[0, 0, 0, 1, 0]",3,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,454.2396545410156,0.6200000047683716
62.0,11,[3],"[0, 0, 0, 0, 0]",3,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,454.2396545410156,0.6200000047683716
62.0,12,[3],"[0, 0, 0, 0, 0]",3,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,454.2396545410156,0.6200000047683716
62.0,20,[3],"[0, 0, 0, 0, 0]",3,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,454.2396545410156,0.6200000047683716
62.0,23,"[0, 2]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,454.2396545410156,0.6200000047683716
62.0,19,"[2, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,454.2396545410156,0.6200000047683716
62.0,21,"[2, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,454.2396545410156,0.6200000047683716
62.0,25,"[0, 2]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,454.2396545410156,0.6200000047683716
63.0,12,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,502.2896423339844,0.6299999952316284
63.0,20,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,502.2896423339844,0.6299999952316284
63.0,23,"[0, 2]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,502.2896423339844,0.6299999952316284
63.0,19,"[2, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,502.2896423339844,0.6299999952316284
63.0,21,"[2, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,502.2896423339844,0.6299999952316284
63.0,25,"[0, 2]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,502.2896423339844,0.6299999952316284
64.0,12,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,541.484619140625,0.6399999856948853
64.0,20,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,541.484619140625,0.6399999856948853
64.0,23,"[0, 2]","[1, 0, 1, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,541.484619140625,0.6399999856948853
64.0,19,"[2, 4]","[0, 0, 1, 0, 1]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,541.484619140625,0.6399999856948853
64.0,21,"[2, 4]","[0, 0, 1, 0, 1]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,541.484619140625,0.6399999856948853
64.0,25,"[0, 2]","[0, 0, 1, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,541.484619140625,0.6399999856948853
64.0,1,[0],"[0, 1, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,541.484619140625,0.6399999856948853
64.0,24,"[0, 2]","[0, 0, 1, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,541.484619140625,0.6399999856948853
64.0,26,"[2, 4]","[0, 0, 1, 0, 1]",2,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,541.484619140625,0.6399999856948853
65.0,12,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,571.6917114257812,0.6499999761581421
65.0,20,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,571.6917114257812,0.6499999761581421
65.0,19,"[2, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,571.6917114257812,0.6499999761581421
65.0,21,"[2, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,571.6917114257812,0.6499999761581421
65.0,25,"[0, 2]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,571.6917114257812,0.6499999761581421
65.0,24,"[0, 2]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,571.6917114257812,0.6499999761581421
66.0,27,"[0, 2, 3, 4]","[0, 0, 0, 1, 1]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,572.9216918945312,0.6600000262260437
66.0,12,[3],"[0, 0, 0, 1, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,572.9216918945312,0.6600000262260437
66.0,20,[3],"[0, 0, 0, 1, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,572.9216918945312,0.6600000262260437
66.0,19,"[2, 4]","[0, 0, 0, 0, 1]",4,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,572.9216918945312,0.6600000262260437
66.0,21,"[2, 4]","[0, 0, 0, 0, 0]",4,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,572.9216918945312,0.6600000262260437
66.0,25,"[0, 2]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,572.9216918945312,0.6600000262260437
66.0,24,"[0, 2]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,572.9216918945312,0.6600000262260437
66.0,11,"[1, 2, 4]","[0, 0, 0, 0, 0]",4,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,572.9216918945312,0.6600000262260437
67.0,26,"[0, 2, 3, 4]","[0, 0, 1, 0, 0]",2,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,582.146728515625,0.6700000166893005
67.0,12,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,582.146728515625,0.6700000166893005
67.0,20,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,582.146728515625,0.6700000166893005
67.0,21,"[2, 4]","[0, 0, 0, 0, 0]",2,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,582.146728515625,0.6700000166893005
67.0,25,"[0, 2]","[0, 0, 0, 0, 0]",2,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,582.146728515625,0.6700000166893005
67.0,24,"[0, 2]","[0, 0, 0, 0, 0]",2,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,582.146728515625,0.6700000166893005
67.0,11,"[1, 2, 4]","[0, 0, 0, 0, 0]",1,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,582.146728515625,0.6700000166893005
68.0,28,"[1, 2, 4]","[0, 1, 0, 0, 0]",1,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,591.989990234375,0.6800000071525574
68.0,12,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.800000011920929,0.0,591.989990234375,0.6800000071525574
68.0,20,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.800000011920929,0.0,591.989990234375,0.6800000071525574
68.0,21,"[2, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.800000011920929,0.0,591.989990234375,0.6800000071525574
68.0,25,"[0, 2]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.800000011920929,0.0,591.989990234375,0.6800000071525574
68.0,24,"[0, 2]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.800000011920929,0.0,591.989990234375,0.6800000071525574
68.0,11,"[1, 2, 4]","[0, 0, 0, 0, 0]",1,4.0,10.0,0.0,14.0,10.0,4.0,0.800000011920929,0.0,591.989990234375,0.6800000071525574
69.0,12,[3],"[0, 0, 0, 1, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,601.4422607421875,0.6899999976158142
69.0,20,[3],"[0, 0, 0, 1, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,601.4422607421875,0.6899999976158142
69.0,21,"[2, 4]","[0, 0, 1, 0, 1]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,601.4422607421875,0.6899999976158142
69.0,25,"[0, 2]","[1, 0, 1, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,601.4422607421875,0.6899999976158142
69.0,24,"[0, 2]","[0, 0, 1, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,601.4422607421875,0.6899999976158142
69.0,11,"[1, 2, 4]","[0, 0, 1, 0, 1]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,601.4422607421875,0.6899999976158142
69.0,27,"[0, 3, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,601.4422607421875,0.6899999976158142
69.0,26,[3],"[0, 0, 0, 0, 0]",3,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,601.4422607421875,0.6899999976158142
69.0,19,"[0, 1]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,601.4422607421875,0.6899999976158142
70.0,12,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,623.6378173828125,0.699999988079071
70.0,20,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,623.6378173828125,0.699999988079071
70.0,21,"[2, 4]","[0, 0, 1, 0, 1]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,623.6378173828125,0.699999988079071
70.0,27,"[0, 3, 4]","[0, 0, 0, 0, 1]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,623.6378173828125,0.699999988079071
70.0,26,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,623.6378173828125,0.699999988079071
70.0,19,"[0, 1]","[0, 1, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,623.6378173828125,0.699999988079071
70.0,28,"[0, 1]","[0, 0, 0, 0, 0]",1,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,623.6378173828125,0.699999988079071
71.0,25,[3],"[0, 0, 0, 1, 0]",3,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,629.86279296875,0.7099999785423279
71.0,12,[3],"[0, 0, 0, 0, 0]",3,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,629.86279296875,0.7099999785423279
71.0,20,[3],"[0, 0, 0, 0, 0]",3,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,629.86279296875,0.7099999785423279
71.0,21,"[2, 4]","[0, 0, 0, 0, 0]",4,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,629.86279296875,0.7099999785423279
71.0,27,"[0, 3, 4]","[0, 0, 0, 0, 0]",3,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,629.86279296875,0.7099999785423279
71.0,26,[3],"[0, 0, 0, 0, 0]",3,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,629.86279296875,0.7099999785423279
71.0,28,"[0, 1]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,629.86279296875,0.7099999785423279
72.0,24,"[0, 2]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,636.2728271484375,0.7200000286102295
72.0,12,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,636.2728271484375,0.7200000286102295
72.0,20,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,636.2728271484375,0.7200000286102295
72.0,21,"[2, 4]","[0, 0, 0, 0, 0]",4,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,636.2728271484375,0.7200000286102295
72.0,27,"[0, 3, 4]","[0, 0, 0, 0, 0]",4,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,636.2728271484375,0.7200000286102295
72.0,26,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,636.2728271484375,0.7200000286102295
72.0,28,"[0, 1]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,636.2728271484375,0.7200000286102295
73.0,12,[3],"[0, 0, 0, 1, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,640.1478271484375,0.7300000190734863
73.0,20,[3],"[0, 0, 0, 1, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,640.1478271484375,0.7300000190734863
73.0,21,"[2, 4]","[0, 0, 1, 0, 1]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,640.1478271484375,0.7300000190734863
73.0,27,"[0, 3, 4]","[0, 0, 0, 1, 1]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,640.1478271484375,0.7300000190734863
73.0,26,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,640.1478271484375,0.7300000190734863
73.0,28,"[0, 1]","[0, 1, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,640.1478271484375,0.7300000190734863
73.0,11,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",2,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,640.1478271484375,0.7300000190734863
73.0,25,"[1, 3, 4]","[0, 0, 0, 0, 0]",1,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,640.1478271484375,0.7300000190734863
74.0,12,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,640.1478271484375,0.7400000095367432
74.0,20,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,640.1478271484375,0.7400000095367432
74.0,21,"[2, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,640.1478271484375,0.7400000095367432
74.0,26,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,640.1478271484375,0.7400000095367432
74.0,11,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,640.1478271484375,0.7400000095367432
74.0,25,"[1, 3, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,640.1478271484375,0.7400000095367432
75.0,12,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,643.997802734375,0.75
75.0,20,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,643.997802734375,0.75
75.0,21,"[2, 4]","[0, 0, 1, 0, 1]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,643.997802734375,0.75
75.0,26,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,643.997802734375,0.75
75.0,11,"[0, 2, 3, 4]","[0, 0, 1, 0, 1]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,643.997802734375,0.75
75.0,25,"[1, 3, 4]","[0, 1, 0, 0, 1]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,643.997802734375,0.75
75.0,19,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,643.997802734375,0.75
76.0,12,[3],"[0, 0, 0, 1, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.0,0.0,643.997802734375,0.7599999904632568
76.0,20,[3],"[0, 0, 0, 1, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.0,0.0,643.997802734375,0.7599999904632568
76.0,21,"[2, 4]","[0, 0, 0, 0, 1]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.0,0.0,643.997802734375,0.7599999904632568
76.0,26,[3],"[0, 0, 0, 1, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.0,0.0,643.997802734375,0.7599999904632568
76.0,11,"[0, 2, 3, 4]","[1, 0, 0, 1, 1]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.0,0.0,643.997802734375,0.7599999904632568
76.0,19,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,643.997802734375,0.7599999904632568
77.0,24,"[1, 3, 4]","[0, 0, 0, 0, 0]",3,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,651.4478149414062,0.7699999809265137
77.0,12,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,651.4478149414062,0.7699999809265137
77.0,20,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,651.4478149414062,0.7699999809265137
77.0,21,"[2, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,651.4478149414062,0.7699999809265137
77.0,26,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,651.4478149414062,0.7699999809265137
77.0,19,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,651.4478149414062,0.7699999809265137
78.0,24,"[1, 3, 4]","[0, 0, 0, 1, 1]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,659.4478149414062,0.7799999713897705
78.0,12,[3],"[0, 0, 0, 1, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,659.4478149414062,0.7799999713897705
78.0,20,[3],"[0, 0, 0, 1, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,659.4478149414062,0.7799999713897705
78.0,21,"[2, 4]","[0, 0, 0, 0, 1]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,659.4478149414062,0.7799999713897705
78.0,26,[3],"[0, 0, 0, 1, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,659.4478149414062,0.7799999713897705
78.0,19,[3],"[0, 0, 0, 1, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,659.4478149414062,0.7799999713897705
78.0,27,"[1, 3, 4]","[0, 0, 0, 1, 1]",3,4.0,10.0,0.0,14.0,10.0,4.0,0.20000000298023224,0.0,659.4478149414062,0.7799999713897705
79.0,24,"[1, 3, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,659.872802734375,0.7900000214576721
79.0,12,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,659.872802734375,0.7900000214576721
79.0,20,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,659.872802734375,0.7900000214576721
79.0,21,"[2, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,659.872802734375,0.7900000214576721
79.0,26,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,659.872802734375,0.7900000214576721
79.0,19,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,659.872802734375,0.7900000214576721
80.0,24,"[1, 3, 4]","[0, 1, 0, 0, 1]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,666.90283203125,0.800000011920929
80.0,12,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,666.90283203125,0.800000011920929
80.0,20,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,666.90283203125,0.800000011920929
