episode,epoch,episode_reward,episode_duration,wait_time,epsilon,original_episode
564,141,30.1153,50.0,9.8498,0.1,914
565,141,31.1343,50.0,7.3277,0.1,915
566,141,31.8488,50.0,7.6686,0.1,916
567,141,31.9378,50.0,5.8625,0.1,917
568,142,27.3305,50.0,10.1782,0.1,923
569,142,28.2307,50.0,8.9386,0.1,924
570,142,25.4055,50.0,10.5094,0.1,925
571,142,27.5599,50.0,9.0894,0.1,926
572,143,26.6201,50.0,10.6818,0.1,927
573,143,32.1571,50.0,9.2694,0.1,928
574,143,32.2822,50.0,6.1554,0.1,929
575,143,32.8245,50.0,5.8417,0.1,930
576,144,32.6961,50.0,6.4129,0.1,936
577,144,33.0822,50.0,5.8161,0.1,937
578,144,32.9344,50.0,6.5356,0.1,938
579,144,28.3075,50.0,7.6135,0.1,939
580,145,26.1187,50.0,8.833,0.1,940
581,145,31.0092,50.0,5.6912,0.1,941
582,145,32.2534,50.0,5.1842,0.1,942
583,145,33.1646,50.0,8.4106,0.1,943
584,146,34.4791,50.0,7.5402,0.1,949
585,146,31.5052,50.0,10.1957,0.1,950
586,146,33.9656,50.0,5.2674,0.1,951
587,146,32.2374,50.0,5.2044,0.1,952
588,147,31.3472,50.0,6.1864,0.1,953
589,147,31.5103,50.0,6.1047,0.1,954
590,147,28.9489,50.0,8.9621,0.1,955
591,147,32.3447,50.0,6.1062,0.1,956
592,148,25.6545,50.0,8.9321,0.1,962
593,148,32.2754,50.0,6.1554,0.1,963
594,148,30.3072,50.0,7.1209,0.1,964
595,148,35.4536,50.0,4.2198,0.1,965
596,149,34.7481,50.0,6.9237,0.1,966
597,149,29.0713,50.0,9.1384,0.1,967
598,149,28.4824,50.0,6.8732,0.1,968
599,149,26.2106,50.0,10.1425,0.1,969
600,150,28.3272,50.0,10.0778,0.1,975
601,150,31.1296,50.0,7.8936,0.1,976
602,150,30.9754,50.0,7.5116,0.1,977
603,150,32.4385,50.0,5.1444,0.1,978
604,151,27.3507,50.0,7.298,0.1,979
605,151,29.6321,50.0,7.5959,0.1,980
606,151,25.5739,50.0,8.8406,0.1,981
607,151,26.1933,50.0,10.0719,0.1,982
608,152,30.0651,50.0,8.2844,0.1,988
609,152,30.0876,50.0,9.69,0.1,989
610,152,32.0824,50.0,6.4721,0.1,990
611,152,36.779,50.0,5.8006,0.1,991
612,153,33.2568,50.0,5.0855,0.1,992
613,153,34.7871,50.0,5.4875,0.1,993
614,153,31.1035,50.0,5.967,0.1,994
615,153,23.8647,50.0,10.8904,0.1,995
616,154,23.0222,50.0,9.7012,0.1,1001
617,154,32.1434,50.0,6.4721,0.1,1002
618,154,33.6321,50.0,7.3547,0.1,1003
619,154,32.8463,50.0,4.9238,0.1,1004
620,155,32.2008,50.0,8.3953,0.1,1005
621,155,24.8108,50.0,9.518,0.1,1006
622,155,29.1214,50.0,7.742,0.1,1007
623,155,29.615,50.0,7.125,0.1,1008
624,156,32.4974,50.0,5.4225,0.1,1014
625,156,34.7783,50.0,4.215,0.1,1015
626,156,29.9941,50.0,7.4333,0.1,1016
627,156,31.7494,50.0,6.1344,0.1,1017
628,157,27.4015,50.0,9.013,0.1,1018
629,157,31.1156,50.0,5.8175,0.1,1019
630,157,32.0353,50.0,7.4356,0.1,1020
631,157,30.47,50.0,5.8161,0.1,1021
632,158,34.1542,50.0,4.5442,0.1,1027
633,158,23.4333,50.0,10.0023,0.1,1028
634,158,30.7197,50.0,5.4315,0.1,1029
635,158,29.5382,50.0,8.3682,0.1,1030
636,159,29.4133,50.0,7.988,0.1,1031
637,159,34.8857,50.0,6.5942,0.1,1032
638,159,30.797,50.0,8.7363,0.1,1033
639,159,34.126,50.0,4.5549,0.1,1034
640,160,29.118,50.0,10.7914,0.1,1040
641,160,27.47,50.0,9.3274,0.1,1041
642,160,32.217,50.0,5.5756,0.1,1042
643,160,31.3185,50.0,6.838,0.1,1043
644,161,31.5726,50.0,5.6331,0.1,1044
645,161,32.9878,50.0,4.9988,0.1,1045
646,161,26.8927,50.0,8.9796,0.1,1046
647,161,31.9863,50.0,5.4956,0.1,1047
648,162,32.2044,50.0,6.0419,0.1,1053
649,162,30.4063,50.0,7.3788,0.1,1054
650,162,29.9352,50.0,8.6314,0.1,1055
651,162,32.3133,50.0,6.1554,0.1,1056
652,163,34.221,50.0,6.0506,0.1,1057
653,163,32.7513,50.0,7.8125,0.1,1058
654,163,32.2908,50.0,6.1554,0.1,1059
655,163,29.3497,50.0,7.0284,0.1,1060
656,164,30.1909,50.0,7.5458,0.1,1066
657,164,28.5739,50.0,9.1211,0.1,1067
658,164,32.1615,50.0,6.9304,0.1,1068
659,164,36.4842,50.0,6.1984,0.1,1069
660,165,32.0713,50.0,6.3054,0.1,1070
661,165,37.1193,50.0,4.3277,0.1,1071
662,165,25.6481,50.0,9.2336,0.1,1072
663,165,26.0755,50.0,10.8194,0.1,1073
664,166,23.9615,50.0,11.3299,0.1,1079
665,166,31.3731,50.0,6.1864,0.1,1080
666,166,31.2209,50.0,6.0284,0.1,1081
667,166,29.3981,50.0,6.1217,0.1,1082
668,167,21.4544,50.0,10.1895,0.1,1083
669,167,31.1447,50.0,6.7244,0.1,1084
670,167,28.0548,50.0,11.059,0.1,1085
671,167,28.7915,50.0,7.0974,0.1,1086
672,168,27.6428,50.0,9.1404,0.1,1092
673,168,29.8574,50.0,7.7181,0.1,1093
674,168,30.2308,50.0,9.2638,0.1,1094
675,168,33.0987,50.0,7.5572,0.1,1095
676,169,29.116,50.0,7.9598,0.1,1096
677,169,29.6615,50.0,9.0872,0.1,1097
678,169,24.4568,50.0,10.6699,0.1,1098
679,169,27.669,50.0,9.2828,0.1,1099
680,170,18.3593,50.0,15.3864,0.1,1105
681,170,26.6572,50.0,11.7742,0.1,1106
682,170,30.9245,50.0,8.2,0.1,1107
683,170,27.8697,50.0,8.3737,0.1,1108
684,171,24.6638,50.0,10.8596,0.1,1109
685,171,24.8,50.0,10.2357,0.1,1110
686,171,34.9978,50.0,4.8361,0.1,1111
687,171,32.1013,50.0,6.3381,0.1,1112
688,172,29.8488,50.0,7.0192,0.1,1118
689,172,32.0178,50.0,6.4721,0.1,1119
690,172,33.3101,50.0,4.7796,0.1,1120
691,172,29.8506,50.0,7.1129,0.1,1121
692,173,27.7587,50.0,10.1754,0.1,1122
693,173,36.1914,50.0,4.8058,0.1,1123
694,173,29.1536,50.0,11.4806,0.1,1124
695,173,29.6492,50.0,10.1266,0.1,1125
696,174,28.9993,50.0,8.5709,0.1,1131
697,174,32.6146,50.0,6.8458,0.1,1132
698,174,33.6963,50.0,6.2079,0.1,1133
699,174,32.7173,50.0,5.9837,0.1,1134
700,175,32.6921,50.0,9.7682,0.1,1135
701,175,31.1696,50.0,6.7584,0.1,1136
702,175,35.1215,50.0,5.8705,0.1,1137
703,175,26.7319,50.0,8.0271,0.1,1138
704,176,22.5263,50.0,12.5388,0.1,1144
705,176,29.8789,50.0,7.2256,0.1,1145
706,176,34.6914,50.0,4.0348,0.1,1146
707,176,29.418,50.0,7.8236,0.1,1147
708,177,31.2033,50.0,6.0154,0.1,1148
709,177,32.2481,50.0,5.2804,0.1,1149
710,177,22.3576,50.0,11.6918,0.1,1150
711,177,31.3259,50.0,6.7344,0.1,1151
712,178,27.747,50.0,9.4497,0.1,1157
713,178,30.4487,50.0,9.3631,0.1,1158
714,178,31.9017,50.0,7.2798,0.1,1159
715,178,30.8547,50.0,8.5086,0.1,1160
716,179,26.3512,50.0,8.3287,0.1,1161
717,179,26.3404,50.0,10.8826,0.1,1162
718,179,33.5985,50.0,5.6034,0.1,1163
719,179,32.6831,50.0,5.5457,0.1,1164
720,180,28.9893,50.0,7.0377,0.1,1170
721,180,28.3941,50.0,9.783,0.1,1171
722,180,32.1919,50.0,9.9121,0.1,1172
723,180,32.734,50.0,5.6789,0.1,1173
724,181,28.4801,50.0,8.3073,0.1,1174
725,181,29.0991,50.0,8.9403,0.1,1175
726,181,31.5044,50.0,6.6038,0.1,1176
727,181,30.8004,50.0,9.3733,0.1,1177
728,182,23.3764,50.0,12.558,0.1,1183
729,182,34.0212,50.0,8.4271,0.1,1184
730,182,28.2727,50.0,8.3992,0.1,1185
731,182,30.8164,50.0,7.9443,0.1,1186
732,183,29.7934,50.0,9.3101,0.1,1187
733,183,31.2561,50.0,6.8005,0.1,1188
734,183,30.1243,50.0,9.9207,0.1,1189
735,183,28.0116,50.0,10.7629,0.1,1190
736,184,27.3998,50.0,8.6239,0.1,1196
737,184,28.6263,50.0,9.8698,0.1,1197
738,184,28.0847,50.0,9.2259,0.1,1198
739,184,29.5305,50.0,9.8472,0.1,1199
740,185,29.7536,50.0,10.3914,0.1,1200
741,185,30.1295,50.0,8.8682,0.1,1201
742,185,30.1591,50.0,7.3893,0.1,1202
743,185,25.9516,50.0,7.7257,0.1,1203
744,186,30.7928,50.0,8.2113,0.1,1209
745,186,25.1573,50.0,9.673,0.1,1210
746,186,24.491,50.0,11.8496,0.1,1211
747,186,30.1072,50.0,8.2259,0.1,1212
748,187,29.5516,50.0,8.6011,0.1,1213
749,187,31.4252,50.0,9.9565,0.1,1214
750,187,34.2161,50.0,4.2399,0.1,1215
751,187,33.3365,50.0,6.1894,0.1,1216
752,188,32.6994,50.0,5.5627,0.1,1222
753,188,27.9483,50.0,9.4838,0.1,1223
754,188,37.8675,50.0,5.3573,0.1,1224
755,188,29.4067,50.0,7.5163,0.1,1225
756,189,34.9616,50.0,7.9638,0.1,1226
757,189,32.5768,50.0,5.4231,0.1,1227
758,189,30.4735,50.0,5.3678,0.1,1228
759,189,32.1633,50.0,8.5077,0.1,1229
760,190,35.8182,50.0,3.6197,0.1,1235
761,190,28.0678,50.0,10.1346,0.1,1236
762,190,28.4966,50.0,7.8999,0.1,1237
763,190,33.3315,50.0,5.8124,0.1,1238
764,191,32.5728,50.0,7.0726,0.1,1239
765,191,33.7497,50.0,5.9352,0.1,1240
766,191,28.9107,50.0,8.4402,0.1,1241
767,191,23.7491,50.0,9.9845,0.1,1242
768,192,33.0974,50.0,6.805,0.1,1248
769,192,32.2337,50.0,5.6036,0.1,1249
770,192,34.2436,50.0,4.2399,0.1,1250
771,192,30.7864,50.0,6.4467,0.1,1251
772,193,28.0892,50.0,9.411,0.1,1252
773,193,31.9346,50.0,5.3242,0.1,1253
774,193,28.7922,50.0,8.37,0.1,1254
775,193,33.8124,50.0,6.5546,0.1,1255
776,194,31.8417,50.0,5.5526,0.1,1261
777,194,34.0404,50.0,7.5191,0.1,1262
778,194,32.6203,50.0,6.5454,0.1,1263
779,194,27.5297,50.0,7.3976,0.1,1264
780,195,30.255,50.0,10.3247,0.1,1265
781,195,33.9802,50.0,5.6237,0.1,1266
782,195,30.5769,50.0,6.7221,0.1,1267
783,195,31.4808,50.0,7.1072,0.1,1268
784,196,25.5055,50.0,9.336,0.1,1274
785,196,32.9207,50.0,5.688,0.1,1275
786,196,21.634,50.0,13.2149,0.1,1276
787,196,35.7226,50.0,3.6197,0.1,1277
788,197,26.3103,50.0,10.7015,0.1,1278
789,197,27.544,50.0,9.6221,0.1,1279
790,197,25.1426,50.0,10.8506,0.1,1280
791,197,26.366,50.0,7.7204,0.1,1281
792,198,35.575,50.0,4.0886,0.1,1287
793,198,29.9232,50.0,9.0322,0.1,1288
794,198,29.3424,50.0,8.8379,0.1,1289
795,198,24.3466,50.0,12.3032,0.1,1290
796,199,33.0045,50.0,6.9691,0.1,1291
797,199,26.6314,50.0,10.3484,0.1,1292
798,199,23.7852,50.0,10.4319,0.1,1293
799,199,30.5494,50.0,8.9003,0.1,1294
