episode,epoch,episode_reward,episode_duration,wait_time,epsilon
979,151,3.5564,50.00,9.8161,0.102428
980,151,2.2830,50.00,7.0136,0.100944
981,151,1.8634,50.00,11.3866,0.099459
982,151,4.6053,50.00,5.0913,0.097975
988,152,4.2030,50.00,5.3367,0.096491
989,152,3.6798,50.00,9.0632,0.095006
990,152,1.8232,50.00,10.2076,0.093522
991,152,3.3425,50.00,6.9140,0.092038
992,153,4.4484,50.00,8.1180,0.090553
993,153,3.1644,50.00,5.4075,0.089069
994,153,1.6671,50.00,10.9095,0.087584
995,153,2.4667,50.00,9.9370,0.086100
1001,154,5.5543,50.00,4.9602,0.084616
1002,154,4.0664,50.00,7.7449,0.083131
1003,154,2.4436,50.00,12.4090,0.081647
1004,154,4.1375,50.00,4.2138,0.080163
1005,155,4.7986,50.00,8.4844,0.078678
1006,155,3.4680,50.00,8.2863,0.077194
1007,155,2.6912,50.00,6.4672,0.075709
1008,155,3.3600,50.00,7.3779,0.074225
1014,156,3.2694,50.00,5.5582,0.072741
1015,156,4.7387,50.00,9.6219,0.071256
1016,156,4.1006,50.00,5.7942,0.069772
1017,156,3.4311,50.00,9.5042,0.068288
1018,157,4.3346,50.00,10.5320,0.066803
1019,157,2.8893,50.00,7.0579,0.065319
1020,157,2.8744,50.00,10.0445,0.063834
1021,157,2.2164,50.00,11.4896,0.062350
1027,158,3.4042,50.00,9.9523,0.060866
1028,158,4.8914,50.00,6.2684,0.059381
1029,158,3.4315,50.00,9.3078,0.057897
1030,158,1.7539,50.00,7.0294,0.056413
1031,159,5.5441,50.00,4.4770,0.054928
1032,159,4.6216,50.00,10.1494,0.053444
1033,159,3.5323,50.00,6.2221,0.051959
1034,159,2.7143,50.00,9.5556,0.050475
1040,160,2.4508,50.00,11.6432,0.050000
1041,160,4.1275,50.00,4.7627,0.050000
1042,160,2.1031,50.00,9.7336,0.050000
1043,160,1.4458,50.00,13.8074,0.050000
1044,161,3.7606,50.00,6.0973,0.050000
1045,161,3.3509,50.00,4.7300,0.050000
1046,161,4.5869,50.00,8.5057,0.050000
1047,161,2.8583,50.00,9.2863,0.050000
1053,162,4.0048,50.00,6.3152,0.050000
1054,162,2.0056,50.00,11.5294,0.050000
1055,162,2.7807,50.00,7.3696,0.050000
1056,162,1.8472,50.00,14.0034,0.050000
1057,163,2.3613,50.00,9.6107,0.050000
1058,163,3.2365,50.00,7.0463,0.050000
1059,163,4.1515,50.00,6.7829,0.050000
1060,163,1.5522,50.00,7.8140,0.050000
1066,164,1.7251,50.00,11.9364,0.050000
1067,164,5.7383,50.00,4.3102,0.050000
1068,164,2.7738,50.00,10.8207,0.050000
1069,164,2.9347,50.00,8.9027,0.050000
1070,165,2.5139,50.00,8.8382,0.050000
1071,165,4.5742,50.00,8.6351,0.050000
1072,165,4.0048,50.00,7.9267,0.050000
1073,165,0.9880,50.00,13.5662,0.050000
1079,166,3.2665,50.00,7.1690,0.050000
1080,166,5.6175,50.00,5.7890,0.050000
1081,166,2.6670,50.00,9.3454,0.050000
1082,166,4.6361,50.00,3.3708,0.050000
1083,167,1.7115,50.00,11.2134,0.050000
1084,167,2.3686,50.00,10.1225,0.050000
1085,167,3.5744,50.00,9.8452,0.050000
1086,167,2.3408,50.00,10.6165,0.050000
1092,168,3.3869,50.00,4.7746,0.050000
1093,168,1.2910,50.00,10.5544,0.050000
1094,168,3.8885,50.00,7.3546,0.050000
1095,168,3.1349,50.00,6.6205,0.050000
1096,169,2.2641,50.00,10.7338,0.050000
1097,169,4.7595,50.00,9.7629,0.050000
1098,169,2.6250,50.00,9.0355,0.050000
1099,169,3.6641,50.00,4.4194,0.050000
1105,170,2.8521,50.00,9.5238,0.050000
1106,170,2.5417,50.00,10.9427,0.050000
1107,170,3.7026,50.00,9.0002,0.050000
1108,170,4.9443,50.00,5.4461,0.050000
1109,171,4.0897,50.00,9.7758,0.050000
1110,171,3.4475,50.00,6.5694,0.050000
1111,171,3.5634,50.00,8.0265,0.050000
1112,171,3.8063,50.00,6.1865,0.050000
1118,172,4.8621,50.00,4.4757,0.050000
1119,172,4.0223,50.00,7.5286,0.050000
1120,172,1.4220,50.00,11.6478,0.050000
1121,172,4.1439,50.00,6.8411,0.050000
1122,173,2.2476,50.00,13.1484,0.050000
1123,173,3.3371,50.00,8.1984,0.050000
1124,173,3.9659,50.00,10.6358,0.050000
1125,173,3.1801,50.00,7.5480,0.050000
1131,174,6.5450,50.00,7.2984,0.050000
1132,174,3.1695,50.00,6.6806,0.050000
1133,174,4.0395,50.00,11.4984,0.050000
1134,174,0.8816,50.00,13.7558,0.050000
1135,175,2.3214,50.00,6.3796,0.050000
1136,175,6.0228,50.00,5.4731,0.050000
1137,175,2.4469,50.00,9.0258,0.050000
1138,175,4.3265,50.00,5.3881,0.050000
1144,176,4.0572,50.00,4.5071,0.050000
1145,176,3.7213,50.00,11.1375,0.050000
1146,176,4.7461,50.00,7.6525,0.050000
1147,176,2.0841,50.00,11.7012,0.050000
1148,177,3.1235,50.00,9.0096,0.050000
1149,177,5.9933,50.00,4.4208,0.050000
1150,177,5.5356,50.00,7.0580,0.050000
1151,177,3.1320,50.00,10.9184,0.050000
1157,178,2.9879,50.00,6.2819,0.050000
1158,178,4.6609,50.00,5.2592,0.050000
1159,178,3.9477,50.00,7.0517,0.050000
1160,178,3.2616,50.00,9.7904,0.050000
1161,179,3.3926,50.00,8.6980,0.050000
1162,179,2.2736,50.00,9.4248,0.050000
1163,179,3.5080,50.00,5.7940,0.050000
1164,179,0.9925,50.00,15.0970,0.050000
1170,180,2.6411,50.00,11.2522,0.050000
1171,180,1.3173,50.00,8.5110,0.050000
1172,180,1.7802,50.00,9.1064,0.050000
1173,180,3.8730,50.00,4.3238,0.050000
1174,181,4.7295,50.00,5.4930,0.050000
1175,181,2.1904,50.00,9.5076,0.050000
1176,181,2.0595,50.00,11.2371,0.050000
1177,181,2.9874,50.00,10.0550,0.050000
1183,182,4.7792,50.00,4.7805,0.050000
1184,182,2.5330,50.00,8.3619,0.050000
1185,182,5.7392,50.00,5.2025,0.050000
1186,182,2.1649,50.00,8.3221,0.050000
1187,183,4.0693,50.00,9.6244,0.050000
1188,183,3.7392,50.00,9.6924,0.050000
1189,183,3.5882,50.00,4.6323,0.050000
1190,183,5.5845,50.00,7.8074,0.050000
1196,184,2.9879,50.00,6.2819,0.050000
1197,184,5.5149,50.00,4.7659,0.050000
1198,184,4.1598,50.00,9.4813,0.050000
1199,184,3.3410,50.00,11.1840,0.050000
1200,185,2.9935,50.00,10.7138,0.050000
1201,185,2.5098,50.00,5.8546,0.050000
1202,185,3.1291,50.00,6.3234,0.050000
1203,185,2.5501,50.00,5.1470,0.050000
1209,186,1.4326,50.00,12.2094,0.050000
1210,186,5.6540,50.00,6.9536,0.050000
1211,186,1.6984,50.00,11.6990,0.050000
1212,186,1.2430,50.00,11.4564,0.050000
1213,187,3.5297,50.00,6.6816,0.050000
1214,187,0.8560,50.00,13.0830,0.050000
1215,187,3.2976,50.00,7.5015,0.050000
1216,187,3.8730,50.00,6.6068,0.050000
1222,188,3.2243,50.00,5.9863,0.050000
1223,188,2.9791,50.00,10.2419,0.050000
1224,188,3.3794,50.00,9.4059,0.050000
1225,188,4.2680,50.00,9.1654,0.050000
1226,189,3.2440,50.00,8.3411,0.050000
1227,189,3.1409,50.00,7.0404,0.050000
1228,189,3.7247,50.00,7.3514,0.050000
1229,189,1.3173,50.00,8.5068,0.050000
1235,190,3.8249,50.00,7.0318,0.050000
1236,190,3.8414,50.00,5.7852,0.050000
1237,190,2.6646,50.00,10.1415,0.050000
1238,190,2.7992,50.00,8.9318,0.050000
1239,191,5.0432,50.00,9.3169,0.050000
1240,191,5.7766,50.00,8.5961,0.050000
1241,191,3.5357,50.00,7.9036,0.050000
1242,191,4.4674,50.00,6.3996,0.050000
1248,192,6.1981,50.00,5.6767,0.050000
1249,192,7.0844,50.00,5.0981,0.050000
1250,192,2.8835,50.00,12.1744,0.050000
1251,192,3.8167,50.00,10.0515,0.050000
1252,193,3.9041,50.00,5.8974,0.050000
1253,193,3.6690,50.00,10.9996,0.050000
1254,193,3.8244,50.00,6.3794,0.050000
1255,193,3.2855,50.00,8.3684,0.050000
1261,194,3.2510,50.00,7.7406,0.050000
1262,194,1.6604,50.00,8.0778,0.050000
1263,194,2.9879,50.00,6.2819,0.050000
1264,194,2.1619,50.00,8.2046,0.050000
1265,195,4.0793,50.00,7.5420,0.050000
1266,195,1.5049,50.00,7.3240,0.050000
1267,195,3.1288,50.00,9.1370,0.050000
1268,195,2.3351,50.00,8.3728,0.050000
1274,196,4.7652,50.00,7.4715,0.050000
1275,196,2.9879,50.00,6.1900,0.050000
1276,196,2.3139,50.00,10.5914,0.050000
1277,196,3.2409,50.00,7.4256,0.050000
1278,197,3.1814,50.00,9.7876,0.050000
1279,197,4.0861,50.00,9.1782,0.050000
1280,197,1.8613,50.00,10.8514,0.050000
1281,197,3.6756,50.00,10.5592,0.050000
1287,198,3.2198,50.00,10.4064,0.050000
1288,198,3.8947,50.00,6.7730,0.050000
1289,198,2.9879,50.00,6.2819,0.050000
1290,198,2.9879,50.00,6.2948,0.050000
1291,199,2.0794,50.00,7.8562,0.050000
1292,199,5.8892,50.00,6.0270,0.050000
1293,199,2.9779,50.00,7.2883,0.050000
1294,199,2.9627,50.00,7.6200,0.050000
1300,200,2.7183,50.00,9.1538,0.050000
1301,200,3.7375,50.00,11.7460,0.050000
1302,200,4.3307,50.00,9.1430,0.050000
1303,200,3.2718,50.00,9.9297,0.050000
1304,201,2.7888,50.00,8.7621,0.050000
1305,201,3.4266,50.00,6.5660,0.050000
1306,201,3.4124,50.00,6.9640,0.050000
1307,201,2.5857,50.00,5.6311,0.050000
1313,202,3.0487,50.00,10.7879,0.050000
1314,202,2.8061,50.00,10.2824,0.050000
1315,202,1.4768,50.00,8.7117,0.050000
1316,202,4.1172,50.00,10.0234,0.050000
1317,203,4.9138,50.00,4.8144,0.050000
1318,203,2.6116,50.00,12.0075,0.050000
1319,203,6.8417,50.00,9.1305,0.050000
1320,203,1.4987,50.00,9.0951,0.050000
1326,204,3.6298,50.00,8.5136,0.050000
1327,204,1.6358,50.00,14.3303,0.050000
1328,204,4.9134,50.00,8.9181,0.050000
1329,204,3.2108,50.00,10.3463,0.050000
1330,205,3.8503,50.00,8.0477,0.050000
1331,205,2.4566,50.00,11.8529,0.050000
1332,205,4.3416,50.00,10.7567,0.050000
1333,205,1.5777,50.00,8.7494,0.050000
1339,206,1.2061,50.00,11.0493,0.050000
1340,206,2.7230,50.00,7.4075,0.050000
1341,206,3.2613,50.00,7.8246,0.050000
1342,206,3.6891,50.00,4.6050,0.050000
1343,207,1.9727,50.00,6.4158,0.050000
1344,207,3.7404,50.00,6.5200,0.050000
1345,207,0.7995,50.00,9.9276,0.050000
1346,207,1.1649,50.00,14.1022,0.050000
1352,208,3.4863,50.00,8.0057,0.050000
1353,208,4.3660,50.00,7.6920,0.050000
1354,208,6.3072,50.00,6.9213,0.050000
1355,208,4.0972,50.00,7.4021,0.050000
1356,209,2.5436,50.00,10.8940,0.050000
1357,209,2.9701,50.00,8.4909,0.050000
1358,209,4.1996,50.00,5.3525,0.050000
1359,209,4.7274,50.00,7.0009,0.050000
1365,210,1.5763,50.00,12.8343,0.050000
1366,210,2.9739,50.00,10.2310,0.050000
1367,210,3.3411,50.00,12.3054,0.050000
1368,210,2.2687,50.00,12.7728,0.050000
1369,211,0.9661,50.00,15.1120,0.050000
1370,211,4.0502,50.00,5.8763,0.050000
1371,211,2.1101,50.00,8.7379,0.050000
1372,211,3.8263,50.00,7.7959,0.050000
1378,212,1.9918,50.00,7.7197,0.050000
1379,212,0.7536,50.00,10.8431,0.050000
1380,212,3.4551,50.00,9.0005,0.050000
1381,212,4.3691,50.00,8.4211,0.050000
1382,213,2.0570,50.00,8.1150,0.050000
1383,213,1.9296,50.00,12.0354,0.050000
1384,213,3.1805,50.00,11.8165,0.050000
1385,213,2.3067,50.00,8.7063,0.050000
1391,214,2.5950,50.00,11.4101,0.050000
1392,214,5.7533,50.00,6.0825,0.050000
1393,214,3.1099,50.00,12.5061,0.050000
1394,214,1.7815,50.00,10.0338,0.050000
1395,215,4.1929,50.00,7.0850,0.050000
1396,215,4.1040,50.00,6.1369,0.050000
1397,215,1.8432,50.00,9.6836,0.050000
1398,215,2.6791,50.00,8.9512,0.050000
1404,216,3.8606,50.00,10.1857,0.050000
1405,216,4.2565,50.00,8.0113,0.050000
1406,216,2.7985,50.00,9.5247,0.050000
1407,216,3.2671,50.00,5.3978,0.050000
1408,217,2.8650,50.00,5.9927,0.050000
1409,217,2.3958,50.00,7.9941,0.050000
1410,217,2.9350,50.00,9.0602,0.050000
1411,217,3.4614,50.00,8.8286,0.050000
1417,218,1.5163,50.00,10.5783,0.050000
1418,218,2.7466,50.00,5.9990,0.050000
1419,218,2.4442,50.00,9.3177,0.050000
1420,218,3.2733,50.00,8.3005,0.050000
1421,219,3.1145,50.00,9.0161,0.050000
1422,219,3.0301,50.00,11.0844,0.050000
1423,219,4.0231,50.00,6.1630,0.050000
1424,219,3.7356,50.00,10.1597,0.050000
1430,220,2.5279,50.00,9.9914,0.050000
1431,220,3.4564,50.00,8.2973,0.050000
1432,220,3.5354,50.00,8.0628,0.050000
1433,220,3.1542,50.00,12.5401,0.050000
1434,221,2.7920,50.00,9.4958,0.050000
1435,221,3.2483,50.00,10.4176,0.050000
1436,221,2.6514,50.00,10.2044,0.050000
1437,221,4.6361,50.00,3.5448,0.050000
1443,222,1.6238,50.00,11.1190,0.050000
1444,222,3.5344,50.00,8.1128,0.050000
1445,222,4.6554,50.00,7.0057,0.050000
1446,222,3.3481,50.00,7.7246,0.050000
1447,223,5.0359,50.00,4.8409,0.050000
1448,223,1.6952,50.00,10.5366,0.050000
1449,223,3.1397,50.00,9.3374,0.050000
1450,223,2.6123,50.00,7.9171,0.050000
1456,224,3.7997,50.00,4.8636,0.050000
1457,224,2.7233,50.00,8.3134,0.050000
1458,224,5.1590,50.00,10.6911,0.050000
1459,224,3.8993,50.00,8.4530,0.050000
1460,225,4.3519,50.00,9.4861,0.050000
1461,225,3.0767,50.00,7.6759,0.050000
1462,225,4.5440,50.00,6.0723,0.050000
1463,225,3.0776,50.00,5.0150,0.050000
1469,226,3.3492,50.00,7.2906,0.050000
1470,226,0.7498,50.00,11.7878,0.050000
1471,226,2.3536,50.00,11.3920,0.050000
1472,226,1.4761,50.00,13.5776,0.050000
1473,227,3.6545,50.00,8.7350,0.050000
1474,227,3.4432,50.00,8.3873,0.050000
1475,227,3.0102,50.00,7.7816,0.050000
1476,227,3.0556,50.00,7.3371,0.050000
1482,228,2.7737,50.00,8.5754,0.050000
1483,228,2.1844,50.00,7.8189,0.050000
1484,228,3.2236,50.00,10.7785,0.050000
1485,228,3.0509,50.00,9.3988,0.050000
1486,229,2.0691,50.00,9.0152,0.050000
1487,229,2.8975,50.00,5.5240,0.050000
1488,229,3.1477,50.00,10.4340,0.050000
1489,229,4.2483,50.00,8.2440,0.050000
1495,230,2.9944,50.00,9.6774,0.050000
1496,230,2.5277,50.00,8.0059,0.050000
1497,230,1.2072,50.00,13.3117,0.050000
1498,230,4.0000,50.00,4.5000,0.050000
1499,231,1.6661,50.00,12.6704,0.050000
1500,231,4.3655,50.00,7.9901,0.050000
1501,231,5.1733,50.00,10.6548,0.050000
1502,231,3.1302,50.00,9.4402,0.050000
1508,232,5.4592,50.00,8.3798,0.050000
1509,232,2.6450,50.00,10.7394,0.050000
1510,232,4.6311,50.00,7.0190,0.050000
1511,232,3.7513,50.00,8.0184,0.050000
1512,233,2.2572,50.00,10.2170,0.050000
1513,233,3.3140,50.00,10.4638,0.050000
1514,233,4.5845,50.00,5.8329,0.050000
1515,233,4.3231,50.00,10.3782,0.050000
1521,234,2.8265,50.00,10.7396,0.050000
1522,234,5.7528,50.00,6.2600,0.050000
1523,234,2.9882,50.00,7.2652,0.050000
1524,234,3.0948,50.00,5.7371,0.050000
1525,235,3.5294,50.00,9.8172,0.050000
1526,235,5.7528,50.00,5.9948,0.050000
1527,235,3.3921,50.00,7.3075,0.050000
1528,235,2.6777,50.00,9.1256,0.050000
1534,236,4.6246,50.00,5.5084,0.050000
1535,236,3.6772,50.00,7.3804,0.050000
1536,236,1.2209,50.00,12.3367,0.050000
1537,236,4.2224,50.00,8.9765,0.050000
1538,237,3.3612,50.00,8.0357,0.050000
1539,237,3.4111,50.00,9.3370,0.050000
1540,237,4.3288,50.00,6.9163,0.050000
1541,237,1.9674,50.00,10.0788,0.050000
1547,238,5.7134,50.00,6.1886,0.050000
1548,238,2.9829,50.00,10.7432,0.050000
1549,238,2.5501,50.00,5.1470,0.050000
1550,238,3.1461,50.00,5.5648,0.050000
1551,239,3.4287,50.00,7.6269,0.050000
1552,239,3.6050,50.00,9.0946,0.050000
1553,239,3.4705,50.00,9.4942,0.050000
1554,239,2.1730,50.00,10.6616,0.050000
1560,240,4.6361,50.00,3.5848,0.050000
1561,240,1.7446,50.00,9.6330,0.050000
1562,240,4.7203,50.00,3.6873,0.050000
1563,240,2.2926,50.00,7.9050,0.050000
1564,241,4.1555,50.00,9.0234,0.050000
1565,241,3.2321,50.00,8.1138,0.050000
1566,241,4.9394,50.00,7.5636,0.050000
1567,241,2.3976,50.00,6.5140,0.050000
1573,242,3.3305,50.00,10.3767,0.050000
1574,242,1.2106,50.00,11.8345,0.050000
1575,242,3.9366,50.00,8.0632,0.050000
1576,242,3.6985,50.00,8.6431,0.050000
1577,243,4.6361,50.00,3.3848,0.050000
1578,243,3.1146,50.00,7.1632,0.050000
1579,243,1.5310,50.00,11.2646,0.050000
1580,243,2.9265,50.00,6.6840,0.050000
1586,244,1.8823,50.00,9.2109,0.050000
1587,244,5.2108,50.00,8.4517,0.050000
1588,244,3.2324,50.00,10.1857,0.050000
1589,244,3.5539,50.00,12.1119,0.050000
1590,245,1.5656,50.00,10.4659,0.050000
1591,245,3.1290,50.00,7.9352,0.050000
1592,245,3.4751,50.00,10.1812,0.050000
1593,245,2.2939,50.00,8.7858,0.050000
1599,246,4.5006,50.00,8.8536,0.050000
1600,246,3.1180,50.00,11.2846,0.050000
1601,246,4.6361,50.00,3.3848,0.050000
1602,246,3.5630,50.00,7.0762,0.050000
1603,247,3.4677,50.00,8.7405,0.050000
1604,247,3.1684,50.00,9.1656,0.050000
1605,247,2.9362,50.00,9.6296,0.050000
1606,247,3.8859,50.00,10.6463,0.050000
1612,248,2.0562,50.00,10.7703,0.050000
1613,248,2.3322,50.00,9.5440,0.050000
1614,248,3.3320,50.00,8.6544,0.050000
1615,248,3.6698,50.00,10.5296,0.050000
1616,249,3.9880,50.00,5.4823,0.050000
1617,249,6.2868,50.00,6.4798,0.050000
1618,249,3.5357,50.00,7.7817,0.050000
1619,249,4.6361,50.00,3.5718,0.050000
1625,250,3.4073,50.00,8.1738,0.050000
1626,250,2.6562,50.00,9.6905,0.050000
1627,250,2.9436,50.00,7.9742,0.050000
1628,250,5.4473,50.00,7.3759,0.050000
1629,251,0.5307,50.00,9.8394,0.050000
1630,251,3.3186,50.00,9.7054,0.050000
1631,251,4.6642,50.00,5.1238,0.050000
1632,251,3.4988,50.00,10.9523,0.050000
1638,252,4.3765,50.00,7.2044,0.050000
1639,252,3.3450,50.00,10.9963,0.050000
1640,252,2.2038,50.00,7.4300,0.050000
1641,252,1.6822,50.00,9.0046,0.050000
1642,253,2.0781,50.00,6.4413,0.050000
1643,253,1.4464,50.00,10.1926,0.050000
1644,253,1.8228,50.00,7.7161,0.050000
1645,253,1.7880,50.00,11.9117,0.050000
1651,254,1.6334,50.00,9.2871,0.050000
1652,254,4.6307,50.00,5.4805,0.050000
1653,254,2.7008,50.00,5.0971,0.050000
1654,254,5.4182,50.00,4.7092,0.050000
1655,255,3.5634,50.00,5.7842,0.050000
1656,255,3.2766,50.00,9.0269,0.050000
1657,255,3.8108,50.00,6.6563,0.050000
1658,255,4.7640,50.00,7.2725,0.050000
1664,256,2.6374,50.00,5.4105,0.050000
1665,256,4.5900,50.00,7.0776,0.050000
1666,256,2.7838,50.00,6.8409,0.050000
1667,256,2.9941,50.00,8.5493,0.050000
1668,257,2.6082,50.00,8.0246,0.050000
1669,257,3.5982,50.00,9.4138,0.050000
1670,257,2.7329,50.00,9.3046,0.050000
1671,257,4.6361,50.00,3.5848,0.050000
1677,258,4.4774,50.00,5.8798,0.050000
1678,258,2.4975,50.00,8.5640,0.050000
1679,258,6.2361,50.00,5.7490,0.050000
1680,258,5.3219,50.00,6.5956,0.050000
1681,259,1.3370,50.00,12.6390,0.050000
1682,259,3.4175,50.00,7.1737,0.050000
1683,259,3.1596,50.00,8.2910,0.050000
1684,259,1.5375,50.00,13.2698,0.050000
1690,260,2.0498,50.00,7.1715,0.050000
1691,260,4.1143,50.00,7.2834,0.050000
1692,260,3.3111,50.00,10.0229,0.050000
1693,260,5.0902,50.00,6.1496,0.050000
1694,261,0.2754,50.00,12.7664,0.050000
1695,261,3.5396,50.00,6.4961,0.050000
1696,261,2.0416,50.00,7.7092,0.050000
1697,261,3.3386,50.00,6.3194,0.050000
1703,262,2.2477,50.00,10.6278,0.050000
1704,262,2.0625,50.00,9.6118,0.050000
1705,262,4.1861,50.00,7.7403,0.050000
1706,262,3.2371,50.00,12.8035,0.050000
1707,263,2.8672,50.00,7.4317,0.050000
1708,263,3.4457,50.00,5.9562,0.050000
1709,263,2.4047,50.00,7.7002,0.050000
1710,263,4.3541,50.00,10.7625,0.050000
1716,264,3.8699,50.00,6.5921,0.050000
1717,264,3.5304,50.00,9.4094,0.050000
1718,264,3.7217,50.00,5.0869,0.050000
1719,264,2.9089,50.00,10.5559,0.050000
1720,265,3.2628,50.00,8.5729,0.050000
1721,265,4.8049,50.00,6.9536,0.050000
1722,265,2.7051,50.00,11.5459,0.050000
1723,265,2.3867,50.00,9.6767,0.050000
1729,266,2.4379,50.00,8.2059,0.050000
1730,266,4.6361,50.00,3.7848,0.050000
1731,266,3.3463,50.00,5.6104,0.050000
1732,266,3.3598,50.00,8.8078,0.050000
1733,267,4.8464,50.00,9.0514,0.050000
1734,267,2.7825,50.00,5.6886,0.050000
1735,267,0.9017,50.00,12.1999,0.050000
1736,267,4.6361,50.00,3.3848,0.050000
1742,268,2.0437,50.00,11.4979,0.050000
1743,268,3.4174,50.00,8.2723,0.050000
1744,268,3.1175,50.00,6.5817,0.050000
1745,268,2.9565,50.00,7.8690,0.050000
1746,269,3.3005,50.00,9.8465,0.050000
1747,269,2.8679,50.00,9.9774,0.050000
1748,269,1.4786,50.00,13.6392,0.050000
1749,269,2.2288,50.00,10.6191,0.050000
1755,270,2.2772,50.00,8.4121,0.050000
1756,270,2.2824,50.00,9.8039,0.050000
1757,270,2.0558,50.00,8.3139,0.050000
1758,270,4.6361,50.00,3.5448,0.050000
1759,271,1.7857,50.00,12.0001,0.050000
1760,271,0.9648,50.00,14.1538,0.050000
1761,271,2.6139,50.00,6.2256,0.050000
1762,271,2.8950,50.00,9.8705,0.050000
1768,272,3.7290,50.00,6.7978,0.050000
1769,272,4.6361,50.00,3.5848,0.050000
1770,272,3.3815,50.00,6.5127,0.050000
1771,272,3.0399,50.00,9.5192,0.050000
1772,273,1.7657,50.00,6.8780,0.050000
1773,273,2.1285,50.00,10.1396,0.050000
1774,273,3.2673,50.00,8.4557,0.050000
1775,273,3.1826,50.00,9.9637,0.050000
1781,274,2.8902,50.00,9.5500,0.050000
1782,274,3.3169,50.00,9.5340,0.050000
1783,274,1.5618,50.00,11.3321,0.050000
1784,274,4.7725,50.00,6.6986,0.050000
1785,275,2.7315,50.00,9.1063,0.050000
1786,275,3.3836,50.00,9.2690,0.050000
1787,275,2.0992,50.00,11.1312,0.050000
1788,275,4.4821,50.00,7.6221,0.050000
1794,276,2.4968,50.00,8.5669,0.050000
1795,276,4.6361,50.00,3.3848,0.050000
1796,276,1.2805,50.00,10.9525,0.050000
1797,276,2.5503,50.00,8.0605,0.050000
1798,277,0.9294,50.00,13.5117,0.050000
1799,277,3.3356,50.00,8.3668,0.050000
1800,277,2.3932,50.00,8.2663,0.050000
1801,277,2.5170,50.00,10.5584,0.050000
1807,278,2.0416,50.00,7.8472,0.050000
1808,278,5.3185,50.00,7.2663,0.050000
1809,278,2.2644,50.00,8.8144,0.050000
1810,278,3.1019,50.00,8.9793,0.050000
1811,279,3.0241,50.00,7.0885,0.050000
1812,279,3.0468,50.00,9.9846,0.050000
1813,279,2.1631,50.00,8.8161,0.050000
1814,279,5.5291,50.00,10.1838,0.050000
1820,280,5.4293,50.00,7.2978,0.050000
1821,280,3.9696,50.00,8.2183,0.050000
1822,280,3.4248,50.00,10.3890,0.050000
1823,280,1.9565,50.00,13.9275,0.050000
1824,281,4.8434,50.00,5.6065,0.050000
1825,281,2.8147,50.00,8.6490,0.050000
1826,281,2.7954,50.00,8.6814,0.050000
1827,281,2.5214,50.00,8.1473,0.050000
1833,282,2.2553,50.00,7.7798,0.050000
1834,282,1.5862,50.00,10.2485,0.050000
1835,282,-0.7225,50.00,13.2560,0.050000
1836,282,2.8873,50.00,10.2310,0.050000
1837,283,2.0874,50.00,8.2131,0.050000
1838,283,2.5256,50.00,8.2260,0.050000
1839,283,3.7796,50.00,9.3387,0.050000
1840,283,2.8988,50.00,5.5988,0.050000
1846,284,2.4092,50.00,12.3070,0.050000
1847,284,4.6581,50.00,8.8132,0.050000
1848,284,3.8889,50.00,7.1527,0.050000
1849,284,2.3437,50.00,7.8273,0.050000
1850,285,3.3153,50.00,7.5996,0.050000
1851,285,2.4313,50.00,8.4142,0.050000
1852,285,4.1407,50.00,7.8590,0.050000
1853,285,3.0040,50.00,8.3688,0.050000
1859,286,3.4465,50.00,5.4319,0.050000
1860,286,3.7854,50.00,9.9588,0.050000
1861,286,1.6296,50.00,11.2245,0.050000
1862,286,3.4169,50.00,6.1198,0.050000
1863,287,2.0133,50.00,9.3902,0.050000
1864,287,1.9103,50.00,9.3159,0.050000
1865,287,3.5357,50.00,7.5990,0.050000
1866,287,1.9929,50.00,13.8090,0.050000
1872,288,2.9615,50.00,9.9315,0.050000
1873,288,1.9585,50.00,5.9558,0.050000
1874,288,2.0457,50.00,11.1937,0.050000
1875,288,2.9098,50.00,6.3844,0.050000
1876,289,2.3086,50.00,11.4030,0.050000
1877,289,3.2040,50.00,10.1083,0.050000
1878,289,3.1880,50.00,11.4990,0.050000
1879,289,1.4968,50.00,11.3441,0.050000
1885,290,5.7473,50.00,5.8248,0.050000
1886,290,4.1063,50.00,7.4773,0.050000
1887,290,3.7136,50.00,9.7844,0.050000
1888,290,5.5251,50.00,10.1028,0.050000
1889,291,2.4944,50.00,8.8131,0.050000
1890,291,2.5203,50.00,6.6755,0.050000
1891,291,4.6361,50.00,3.5448,0.050000
1892,291,1.9143,50.00,12.2693,0.050000
1898,292,3.6946,50.00,5.7609,0.050000
1899,292,1.7069,50.00,7.5085,0.050000
1900,292,3.5263,50.00,9.9790,0.050000
1901,292,2.3531,50.00,9.4064,0.050000
1902,293,2.5294,50.00,7.6547,0.050000
1903,293,1.5439,50.00,12.7044,0.050000
1904,293,4.6361,50.00,3.3848,0.050000
1905,293,4.8859,50.00,9.0565,0.050000
1911,294,3.4819,50.00,7.0387,0.050000
1912,294,2.4449,50.00,11.3477,0.050000
1913,294,5.5341,50.00,10.1916,0.050000
1914,294,2.4583,50.00,11.8034,0.050000
1915,295,3.1202,50.00,8.4819,0.050000
1916,295,4.4560,50.00,6.6038,0.050000
1917,295,4.1521,50.00,9.4084,0.050000
1918,295,3.1314,50.00,10.9038,0.050000
1924,296,2.5845,50.00,8.1682,0.050000
1925,296,3.6555,50.00,11.9113,0.050000
