episode,reward,time
3,63.554602510460256,239
4,62.04794520547945,292
0,62.259523809523806,252
1,64.90706214689266,236
2,63.03127853881278,292
3,55.79794520547945,292
4,64.3795988934993,241
0,61.26368821292776,263
1,53.033333333333324,300
2,58.51688963210702,299
3,66.97312925170068,245
4,57.534746760895175,283
0,62.64354838709677,248
1,57.16666666666667,288
2,65.09016393442623,244
3,58.75231316725979,281
4,62.93979591836735,245
0,61.03972431077695,266
1,62.62676056338028,284
2,64.14150943396226,265
3,61.006390977443615,266
4,59.753603603603594,296
0,57.63805970149254,268
1,61.705555555555556,270
2,55.25555555555555,270
3,57.1478102189781,274
4,65.1248427672956,265
0,64.30952380952381,252
1,56.83273381294964,278
2,57.20198019801981,303
3,58.31754966887418,302
4,63.38771580345285,251
0,62.47183908045977,261
1,61.33333333333333,288
2,60.17298850574712,290
3,60.83805970149253,268
4,64.14150943396226,265
0,60.908163265306115,294
1,54.76855670103092,291
2,64.78816604708798,269
3,61.35076335877863,262
4,62.64022140221401,271
0,58.416023166023166,259
1,65.5,250
2,62.64354838709677,248
3,56.74149659863945,294
4,63.858163265306125,294
0,64.21541501976284,253
1,64.40438247011951,251
2,62.82372881355932,236
3,56.67857142857143,280
4,61.17727272727273,264
0,61.26368821292776,263
1,63.71578947368421,228
2,59.78805970149254,268
3,56.538059701492536,268
4,60.429718875502004,249
0,62.50460251046026,239
1,61.091509433962266,265
2,63.48695652173913,230
3,56.15592334494774,287
4,57.03333333333333,250
0,63.0563909774436,266
1,60.68474676089517,283
2,60.83805970149255,268
3,62.82372881355933,236
4,60.60828025477708,314
0,62.16541501976285,253
1,62.560256410256414,260
2,58.01855670103093,291
3,63.400763358778626,262
4,60.56602316602317,259
0,56.04781021897811,274
1,54.61606714628297,278
2,62.35088300220751,302
3,66.43850574712644,261
4,62.920833333333334,256
0,61.045307917888564,341
1,57.670270270270265,296
2,56.20882352941176,272
3,59.378021978021984,273
4,59.458823529411774,272
0,54.54260450160771,311
1,55.20125786163523,318
2,58.6875,256
3,53.79457900807381,289
4,63.22727272727273,264
0,52.72585139318885,323
1,60.72357723577236,246
2,55.96818181818182,275
3,53.51114903299204,293
4,59.72659574468085,282
0,56.20882352941176,272
1,58.80524344569288,267
2,59.5891472868217,258
3,50.78481262327416,338
4,63.6768817204301,248
0,65.5,240
1,57.497619047619054,315
2,61.79630350194553,257
3,55.502313167259786,281
4,58.379020979020986,286
0,53.25828025477707,314
1,61.77659574468085,282
2,55.4520202020202,297
3,62.558823529411754,272
4,53.52531041069723,349
0,60.535964912280704,285
1,61.70141342756184,283
2,63.48850574712644,261
3,63.031278538812785,292
4,64.78816604708798,269
0,60.98870967741935,279
1,60.42802197802198,273
2,66.09150943396226,265
3,64.22727272727272,264
4,65.1248427672956,265
0,65.92191011235956,267
1,58.90537634408602,279
2,52.94911504424779,339
3,57.16666666666666,288
4,56.535353535353536,297
0,65.18913043478261,276
1,60.1078431372549,306
2,62.64022140221401,271
3,56.468018018018014,333
4,57.80816326530613,294
0,69.41602316602317,259
1,59.83564650059312,281
2,56.333333333333336,300
3,66.17727272727274,264
4,66.10538057742782,254
0,66.29338842975207,242
1,66.10538057742782,254
2,67.63816604708798,269
3,59.95639097744362,266
4,66.57971887550201,249
0,61.30151515151515,275
1,61.623554735547344,271
2,58.3921568627451,272
3,63.66602316602316,259
4,62.47802197802197,273
0,61.87139303482588,268
1,66.81645569620252,237
2,64.89024390243902,246
3,57.1478102189781,274
4,67.2767217630854,242
0,56.63181818181819,330
1,56.30263157894737,285
2,64.69354838709677,248
3,65.69354838709677,248
4,63.80483271375465,269
0,66.48333333333332,250
1,60.672222222222224,270
2,58.601413427561845,283
3,57.316023166023164,259
4,67.16541501976285,253
0,60.92941176470589,255
1,58.150763358778626,262
2,57.466889632107026,299
3,58.92781569965871,293
4,68.79024390243903,246
0,59.651413427561835,283
1,58.238505747126425,261
2,62.45,250
3,59.21124567474048,289
4,59.75360360360361,296
0,55.588983050847446,295
1,51.13076923076922,312
2,63.57971887550201,249
3,58.63979591836734,245
4,61.0063909774436,266
0,54.98684210526316,304
1,53.00147928994083,338
2,64.79978902953587,237
3,61.928571428571416,280
4,53.59862385321101,327
0,57.385964912280706,285
1,61.705813953488374,258
2,57.312354312354316,286
3,52.733333333333334,288
4,60.59022140221403,271
0,61.69149797570851,247
1,56.46801801801802,333
2,69.71645569620253,237
3,58.47355473554735,271
4,56.67857142857143,280
0,55.20263157894737,285
1,60.476923076923086,260
2,67.55555555555556,270
3,55.65537634408602,279
4,58.15151515151514,275
0,70.64978902953587,237
1,56.91064981949458,277
2,67.25952380952381,252
3,55.320675105485236,316
4,61.71410256410256,312
0,61.35125786163522,318
1,59.87857142857143,280
2,62.640221402214024,271
3,58.96385281385281,308
4,53.79457900807381,289
0,52.87902097902098,286
1,61.79630350194553,257
2,64.48850574712644,261
3,65.7914979757085,247
4,60.5,300
0,62.92083333333333,256
1,67.47692307692307,260
2,65.47183908045977,261
3,60.59022140221403,271
4,63.47802197802198,273
0,57.2019801980198,303
1,59.060649819494586,277
2,59.32183908045977,261
3,62.64935649935649,259
4,63.64022140221401,271
0,62.920833333333334,256
1,57.61932907348243,313
2,57.1478102189781,274
3,57.738983050847466,295
4,61.35076335877863,262
0,61.091509433962266,265
1,63.766455696202534,237
2,60.672222222222224,270
3,59.87857142857143,280
4,54.216889632107026,299
0,59.4993564993565,259
1,59.4993564993565,259
2,59.4993564993565,259
3,59.4993564993565,259
4,59.4993564993565,259
5,59.4993564993565,259
6,59.4993564993565,259
7,59.4993564993565,259
8,59.4993564993565,259
9,59.4993564993565,259
10,59.4993564993565,259
11,59.4993564993565,259
12,59.4993564993565,259
13,59.4993564993565,259
14,59.4993564993565,259
15,59.4993564993565,259
16,59.4993564993565,259
17,59.4993564993565,259
18,59.4993564993565,259
19,59.4993564993565,259
0,60.74630350194553,257
1,56.37676056338028,284
2,59.50263157894737,285
3,58.9748427672956,265
4,58.161245674740485,289
0,60.26818181818183,275
1,65.39626556016597,241
2,57.466889632107026,299
3,57.47222222222222,270
4,58.05438247011952,251
0,56.67857142857143,280
1,63.2391304347826,276
2,59.06855670103093,291
3,58.30592334494774,287
4,63.22727272727273,264
0,65.09016393442623,244
1,59.09117647058824,306
2,61.336956521739125,230
3,58.526760563380286,284
4,64.2767217630854,242
0,67.47692307692309,260
1,60.535964912280704,285
2,56.943973941368085,307
3,62.00537634408602,279
4,65.47183908045977,261
0,58.151515151515156,275
1,58.78898305084746,295
2,66.97312925170068,245
3,66.58695652173913,230
4,57.76190476190477,280
0,63.400763358778626,262
1,65.71008403361344,238
2,57.68564650059312,281
3,55.658163265306115,294
4,62.61008403361345,238
0,57.46009389671362,284
1,68.67963683527886,257
2,61.006390977443615,266
3,63.10189003436426,291
4,61.43850574712644,261
0,59.147021546261094,263
1,55.38422818791946,298
2,61.63422818791946,298
3,57.46009389671361,284
4,58.67659574468085,282
0,58.9748427672956,265
1,53.56747572815534,309
2,62.29702154626109,263
3,57.46009389671362,284
4,56.83273381294964,278
0,58.55555555555556,270
1,56.40022296544036,299
2,70.64978902953587,237
3,59.57676056338028,284
4,57.00784313725491,306
0,60.38925667828107,287
1,63.72222222222222,270
2,62.85231316725979,281
3,57.83870967741936,279
4,65.34781021897811,274
0,56.22902097902098,286
1,63.23913043478261,276
2,59.35592334494774,287
3,59.78805970149254,268
4,59.95537634408602,279
0,59.355923344947726,287
1,57.87781569965871,293
2,66.09016393442624,244
3,57.239256678281066,287
4,57.385964912280706,285
0,61.5421568627451,272
1,58.47355473554735,271
2,56.881278538812786,292
3,57.534746760895175,283
4,58.23850574712644,261
0,57.76190476190476,280
1,67.12727272727274,264
2,54.480769230769226,312
3,56.22902097902098,286
4,58.072463768115945,276
0,51.84211076280042,319
1,60.18913043478261,276
2,71.92293577981653,218
3,56.96368821292776,263
4,52.96688815060908,301
0,57.89150943396226,265
1,55.12902097902098,286
2,61.8875,256
3,57.60992907801419,282
4,65.81645569620252,237
0,61.006390977443615,266
1,61.97941176470589,255
2,62.77659574468085,282
3,59.65141342756184,283
4,57.91606714628298,278
0,60.18913043478261,276
1,60.17298850574713,290
2,59.86274509803922,255
3,55.58898305084746,295
4,58.59630350194553,257
0,58.67659574468085,282
1,62.3978102189781,274
2,59.87191011235956,267
3,61.87139303482587,268
4,57.55483271375465,269
0,63.483333333333334,250
1,66.09150943396227,265
2,64.2767217630854,242
3,58.7523131672598,281
4,64.70555555555555,270
0,57.460093896713616,284
1,56.79150943396226,265
2,56.60231316725979,281
3,62.31818181818181,275
4,61.26368821292776,263
0,62.74149797570851,247
1,56.290221402214016,271
2,63.483333333333334,250
3,66.92372881355932,236
4,59.72659574468085,282
0,63.640221402214024,271
1,56.20882352941176,272
2,57.91606714628298,278
3,65.92372881355932,236
4,59.704832713754655,269
0,56.95189003436427,291
1,60.04150943396227,265
2,63.24338842975207,242
3,63.47802197802197,273
4,59.87857142857143,280
0,54.911245674740485,289
1,58.965415019762844,253
2,61.11541501976285,253
3,60.213688212927764,263
4,59.955380577427825,254
0,62.21060606060606,264
1,59.70483271375464,269
2,60.82312925170068,245
3,60.388505747126445,261
4,64.66602316602317,259
0,61.85231316725979,281
1,58.06368821292776,263
2,64.2767217630854,242
3,54.83965517241379,290
4,56.569329073482436,313
0,59.21818181818182,275
1,57.93051948051948,308
2,55.868556701030926,291
3,57.742604501607715,311
4,60.42802197802198,273
0,57.460093896713616,284
1,61.47902097902098,286
2,61.43850574712644,261
3,60.347810218978104,274
4,59.139130434782615,276
0,63.387715803452856,251
1,63.57971887550201,249
2,63.387715803452856,251
3,61.26368821292776,263
4,66.26368821292776,263
0,60.032733812949644,278
1,60.526881720430104,248
2,61.52692307692308,260
3,61.640221402214024,271
4,62.64354838709678,248
0,66.03191489361703,235
1,66.36206896551724,232
2,58.25198019801981,303
3,60.388505747126445,261
4,64.75581395348837,258
0,59.4993564993565,259
1,59.06060606060606,264
2,57.63805970149254,268
3,60.83805970149254,268
4,70.72272727272727,220
0,59.139130434782615,276
1,63.292857142857144,252
2,58.9748427672956,265
3,67.2767217630854,242
4,58.452631578947376,285
0,68.30438247011952,251
1,63.67688172043011,248
2,65.29702154626108,263
3,59.42902097902098,286
4,65.5,250
0,58.99794520547945,292
1,60.032733812949644,278
2,65.34540229885057,232
3,62.61008403361345,238
4,61.06606714628297,278
0,60.92349726775957,244
1,62.92857142857143,280
2,58.47355473554735,271
3,65.5,240
4,60.23771580345286,251
0,67.48333333333333,240
1,60.75483271375464,269
2,65.6493564993565,259
3,65.02941176470588,255
4,61.35076335877863,262
0,59.378021978021984,273
1,59.550222965440355,299
2,64.48850574712642,261
3,59.80231316725979,281
4,59.822316384180795,295
0,59.155464480874315,305
1,63.971910112359545,267
2,58.311355311355314,273
3,64.57692307692308,260
4,63.93749999999999,256
0,59.96114903299204,293
1,57.68564650059312,281
2,63.9375,256
3,61.55263157894737,285
4,62.93979591836735,245
0,63.87357723577236,246
1,60.333333333333336,250
2,63.292857142857144,252
3,63.67688172043011,248
4,61.1267217630854,242
0,61.97941176470589,255
1,61.97941176470589,255
2,62.55882352941177,272
3,63.75581395348837,258
4,60.92941176470589,255
0,62.61008403361345,238
1,60.23771580345286,251
2,61.955243445692886,267
3,65.30952380952381,252
4,64.79978902953587,237
0,58.072463768115945,276
1,60.38925667828107,287
2,61.001072961373396,233
3,58.072463768115945,276
4,58.072463768115945,276
0,56.6036036036036,296
1,63.666023166023166,259
2,62.09135802469136,243
3,57.89150943396226,265
4,58.45706214689265,236
0,60.82312925170068,245
1,62.47902097902098,286
2,59.770833333333336,256
3,56.266888150609084,301
4,66.29338842975207,242
0,67.07349726775956,244
1,67.7008733624454,229
2,63.873728813559325,236
3,65.34540229885057,232
4,63.48333333333334,250
0,67.04867256637168,226
1,67.04867256637168,226
2,67.04867256637168,226
3,67.04867256637168,226
4,67.04867256637168,226
5,67.04867256637168,226
6,67.04867256637168,226
7,67.04867256637168,226
8,67.04867256637168,226
9,67.04867256637168,226
10,67.04867256637168,226
11,67.04867256637168,226
12,67.04867256637168,226
13,67.04867256637168,226
14,67.04867256637168,226
15,67.04867256637168,226
16,67.04867256637168,226
17,67.04867256637168,226
18,67.04867256637168,226
19,67.04867256637168,226
0,67.2767217630854,242
1,67.14102564102564,234
2,62.03972431077695,266
3,69.65087336244542,229
4,65.8472602739726,219
0,62.93979591836735,245
1,63.313688212927765,263
2,59.86274509803921,255
3,61.990163934426235,244
4,63.143983152827914,277
0,67.88972431077696,266
1,69.4,240
2,60.68474676089517,283
3,65.82963683527886,257
4,59.458823529411774,272
0,60.10189003436426,291
1,61.887499999999996,256
2,64.59638554216868,249
3,60.300763358778624,262
4,58.90537634408602,279
0,59.29781021897811,274
1,64.12204724409449,254
2,61.333333333333336,240
3,59.891496598639456,294
4,64.89024390243902,246
0,65.09016393442622,244
1,63.19874835309618,253
2,60.300763358778624,262
3,62.72222222222222,270
4,61.8875,256
0,63.84630350194553,257
1,66.38771580345286,251
2,62.38409669211196,262
3,65.30952380952381,252
4,66.19135802469135,243
0,62.31818181818181,275
1,62.16064981949458,277
2,56.92519379844961,344
3,68.1470215462611,263
4,61.64978902953587,237
0,64.78816604708798,269
1,56.60231316725978,281
2,61.006390977443615,266
3,65.83805970149254,268
4,59.21124567474048,289
0,60.98870967741935,279
1,63.14150943396226,265
2,60.56688963210702,299
3,59.42902097902098,286
4,64.21124567474048,289
0,61.705813953488374,258
1,68.04016393442623,244
2,61.705813953488374,258
3,59.95537634408602,279
4,61.35076335877863,262
0,63.31666666666666,288
1,64.38114355231144,274
2,64.21541501976284,253
3,64.38114355231144,274
4,64.70555555555555,270
0,65.29702154626109,263
1,58.88972431077694,266
2,65.29702154626109,263
3,63.10189003436426,291
4,64.40438247011951,251
0,59.679636835278856,257
1,59.060649819494586,277
2,61.35125786163522,318
3,63.00537634408602,279
4,63.01274509803921,255
0,64.53695652173913,230
1,69.62483130904184,247
2,62.920833333333334,256
3,64.95524344569289,267
4,64.12204724409449,254
0,66.47402597402598,231
1,58.01855670103093,291
2,62.82963683527885,257
3,59.458823529411774,272
4,63.12204724409448,254
0,64.98979591836735,245
1,60.04874835309619,253
2,60.14285714285714,252
3,66.97941176470589,255
4,61.85231316725978,281
0,65.29338842975206,242
1,60.74630350194553,257
2,65.5,240
3,64.40438247011951,251
4,63.29285714285714,252
0,61.118556701030926,291
1,65.02941176470588,255
