0,232
1,240
2,309
3,269
4,241
5,243
6,319
7,278
8,287
9,254
10,273
11,264
12,263
13,245
14,238
15,256
16,255
17,256
18,253
19,232
20,238
21,260
22,257
23,220
24,250
25,241
26,254
27,261
28,277
29,270
30,288
31,233
32,263
33,230
34,273
35,285
36,290
37,275
38,327
39,248
40,227
41,223
42,244
43,301
44,259
45,285
46,313
47,231
48,269
49,237
50,240
51,243
52,252
53,287
54,285
55,287
56,267
57,241
58,280
59,302
60,292
61,261
62,259
63,245
64,270
65,257
66,291
67,305
68,219
69,269
70,256
71,308
72,250
73,260
74,264
75,275
76,276
77,250
78,256
79,250
80,241
81,241
82,241
83,241
84,241
85,287
86,227
87,256
88,262
89,252
90,245
91,249
92,307
93,243
94,274
95,275
96,266
97,304
98,244
99,268
100,243
101,253
102,253
103,291
104,234
105,228
106,241
107,241
108,250
109,285
110,260
111,279
112,235
113,287
114,308
115,263
116,238
117,251
118,236
119,253
120,270
121,355
122,256
123,270
124,352
125,254
126,262
127,258
128,270
129,266
130,230
131,250
132,269
133,264
134,236
135,242
136,272
137,260
138,334
139,280
140,247
141,264
142,273
143,236
144,299
145,235
146,267
147,270
148,247
149,240
150,260
151,306
152,238
153,318
154,247
155,282
156,286
157,267
158,233
159,237
160,237
161,279
162,291
163,267
164,245
165,284
166,284
167,284
168,284
169,284
170,283
171,227
172,237
173,281
174,237
175,239
176,284
177,253
178,241
179,245
180,276
181,279
182,232
183,234
184,290
185,284
186,257
187,250
188,247
189,221
190,227
191,266
192,280
193,282
194,241
195,270
196,256
197,245
198,289
199,256
200,268
201,232
202,245
203,259
204,259
205,208
206,256
207,216
208,222
209,247
210,274
211,296
212,236
213,237
214,265
215,274
216,236
217,267
218,264
219,296
220,236
221,236
222,280
223,239
224,227
225,278
226,230
227,223
228,287
229,260
230,278
231,237
232,240
233,237
234,241
235,246
236,300
237,240
238,291
239,228
240,248
241,229
242,239
243,254
244,241
245,233
246,250
247,202
248,244
249,237
250,241
251,241
252,241
253,241
254,241
255,240
256,281
257,240
258,268
259,256
260,285
261,229
262,269
263,259
264,224
265,241
266,258
267,227
268,227
269,308
270,254
271,262
272,246
273,246
274,248
275,270
276,252
277,272
278,205
279,214
280,274
281,292
282,264
283,268
284,233
285,253
286,246
287,271
288,266
289,275
290,280
291,241
292,214
293,251
294,251
295,259
296,244
297,227
298,213
299,292
300,294
301,245
302,245
303,230
304,274
305,248
306,262
307,249
308,210
309,260
310,273
311,215
312,222
313,237
314,247
315,239
316,279
317,228
318,260
319,220
320,217
321,248
322,307
323,228
324,231
325,275
326,282
327,236
328,244
329,248
330,235
331,282
332,263
333,243
334,275
335,225
336,225
337,225
338,225
339,225
340,246
341,228
342,233
343,275
344,237
345,286
346,237
347,240
348,248
349,256
350,263
351,225
352,272
353,285
354,240
355,256
356,269
357,220
358,256
359,255
360,247
361,256
362,256
363,243
364,222
365,256
366,256
367,235
368,240
369,256
370,231
371,247
372,241
373,220
374,261
375,256
376,215
377,256
378,251
379,260
380,217
381,256
382,256
383,238
384,261
385,256
386,247
387,245
388,255
389,213
390,245
391,256
392,233
393,248
394,255
395,246
396,223
397,244
398,253
399,246
400,288
401,233
402,227
403,241
404,251
405,247
406,245
407,255
408,238
409,238
410,270
411,245
412,228
413,244
414,259
415,237
416,234
417,240
418,229
419,246
420,237
421,237
422,237
423,237
424,237
425,222
426,248
427,249
428,254
429,244
430,258
431,249
432,248
433,283
434,275
435,264
436,251
437,258
438,231
439,236
440,240
441,246
442,247
443,244
444,240
445,282
446,246
447,257
448,272
449,243
450,239
451,231
452,296
453,274
454,242
455,237
456,224
457,219
458,247
459,280
460,220
461,219
462,246
463,260
464,241
465,240
466,281
467,246
468,228
469,257
470,216
471,221
472,233
473,265
474,223
475,285
476,270
477,275
478,269
479,237
480,274
481,253
482,263
483,239
484,261
485,286
486,257
487,263
488,260
489,234
490,272
491,240
492,228
493,253
494,267
495,255
496,253
497,256
498,259
499,240
500,212
501,272
502,237
503,271
504,253
505,280
506,280
507,280
508,280
509,280
510,277
511,263
512,245
513,270
514,268
515,274
516,242
517,242
518,274
519,248
520,221
521,257
522,273
523,215
524,237
525,242
526,255
527,276
528,281
529,275
530,241
531,237
532,243
533,229
534,290
535,257
536,251
537,307
538,255
539,273
540,300
541,239
542,236
543,229
544,235
545,235
546,282
547,259
548,235
549,335
550,311
551,234
552,272
553,313
554,263
555,261
556,262
557,275
558,224
559,282
560,237
561,313
562,249
563,231
564,279
565,236
566,331
567,226
568,246
569,236
570,204
571,253
572,212
573,269
574,240
575,240
576,254
577,249
578,271
579,267
580,237
581,243
582,235
583,247
584,243
585,229
586,276
587,252
588,248
589,267
590,249
591,249
592,249
593,249
594,249
595,266
596,249
597,232
598,258
599,260
600,286
601,273
602,255
603,264
604,230
605,263
606,235
607,242
608,250
609,260
610,244
611,281
612,257
613,255
614,272
615,240
616,262
617,260
618,297
619,259
620,230
621,226
622,240
623,243
624,240
625,252
626,267
627,242
628,214
629,241
630,239
631,260
632,230
633,212
634,246
635,212
636,275
637,221
638,244
639,288
640,280
641,260
642,229
643,222
644,222
645,229
646,222
647,233
648,282
649,245
650,230
651,243
652,233
653,233
654,243
655,223
656,236
657,260
658,261
659,237
660,256
661,240
662,251
663,212
664,249
665,266
666,262
667,254
668,263
669,234
670,278
671,261
672,240
673,228
674,240
675,274
676,274
677,274
678,274
679,274
680,248
681,251
682,264
683,208
684,250
685,274
686,272
687,264
688,267
689,270
690,279
691,239
692,259
693,248
694,259
695,251
696,270
697,223
698,234
699,232
700,242
701,226
702,246
703,256
704,258
705,259
706,220
707,224
708,219
709,274
710,261
711,249
712,264
713,235
714,263
715,245
716,258
717,247
718,275
719,228
720,259
721,247
