epoch,machine,capability,raw_util,adjusted_util
136,4,6,0.45685,0.35025166666666663
137,0,5,0.28245,0.259854
137,1,3,0.2877,0.44114000000000003
137,2,5,0.52355,0.4816659999999999
137,3,4,0.5751,0.6613649999999999
137,4,6,0.5085999999999999,0.38992666666666664
138,0,5,0.34485,0.31726199999999993
138,1,3,0.2888,0.4428266666666667
138,2,5,0.53045,0.48801399999999995
138,3,4,0.5378499999999999,0.6185274999999999
138,4,6,0.5286500000000001,0.40529833333333337
139,0,5,0.30810000000000004,0.283452
139,1,3,0.25015,0.38356333333333337
139,2,5,0.5556,0.5111519999999998
139,3,4,0.57395,0.6600424999999999
139,4,6,0.5278,0.4046466666666667
140,0,5,0.40800000000000003,0.37535999999999997
140,1,3,0.2721,0.41722000000000004
140,2,5,0.55375,0.50945
140,3,4,0.52055,0.5986324999999999
140,4,6,0.5014000000000001,0.3844066666666667
141,0,5,0.302,0.27784
141,1,3,0.3375,0.5175000000000001
141,2,5,0.5299,0.48750799999999994
141,3,4,0.6152,0.7074799999999999
141,4,6,0.4657,0.35703666666666667
142,0,5,0.38825000000000004,0.35718999999999995
142,1,3,0.26665000000000005,0.40886333333333336
142,2,5,0.5492,0.5052639999999999
142,3,4,0.5550999999999999,0.6383649999999998
142,4,6,0.47695,0.36566166666666666
143,0,5,0.35620000000000007,0.327704
143,1,3,0.21695000000000003,0.3326566666666667
143,2,5,0.56655,0.5212259999999999
143,3,4,0.5518,0.6345699999999999
143,4,6,0.5032,0.38578666666666667
144,0,5,0.27390000000000003,0.251988
144,1,3,0.25015000000000004,0.38356333333333337
144,2,5,0.54395,0.5004339999999999
144,3,4,0.587,0.6750499999999999
144,4,6,0.5005000000000001,0.3837166666666667
145,0,5,0.3245,0.29853999999999997
145,1,3,0.22200000000000003,0.34040000000000004
145,2,5,0.60985,0.561062
145,3,4,0.5582999999999999,0.6420449999999999
145,4,6,0.49455,0.37915499999999996
146,0,5,0.30970000000000003,0.284924
146,1,3,0.2685,0.4117
146,2,5,0.57945,0.533094
146,3,4,0.5831999999999999,0.6706799999999999
146,4,6,0.4769,0.36562333333333336
147,0,5,0.33175,0.30521
147,1,3,0.31145,0.47755666666666674
147,2,5,0.5277000000000001,0.4854839999999999
147,3,4,0.5618,0.6460699999999999
147,4,6,0.4867,0.37313666666666667
148,0,5,0.3237,0.29780399999999996
148,1,3,0.2554,0.39161333333333337
148,2,5,0.5696,0.5240319999999999
148,3,4,0.6205999999999999,0.7136899999999999
148,4,6,0.4831,0.3703766666666667
149,0,5,0.31660000000000005,0.291272
149,1,3,0.1137,0.17434
149,2,5,0.6558,0.6033359999999999
149,3,4,0.58885,0.6771775
149,4,6,0.52595,0.4032283333333334
150,0,5,0.3098,0.285016
150,1,3,0.24115000000000003,0.36976333333333333
150,2,5,0.56735,0.5219619999999999
150,3,4,0.6407999999999999,0.7369199999999998
150,4,6,0.45675000000000004,0.350175
151,0,5,0.2641,0.242972
151,1,3,0.2247,0.34454000000000007
151,2,5,0.58895,0.5418339999999999
151,3,4,0.6021,0.6924149999999999
151,4,6,0.55755,0.42745500000000003
152,0,5,0.3387,0.311604
152,1,3,0.2702,0.4143066666666667
152,2,5,0.49355,0.4540659999999999
152,3,4,0.59905,0.6889074999999999
152,4,6,0.519,0.39790000000000003
153,0,5,0.28965,0.266478
153,1,3,0.26575,0.4074833333333333
153,2,5,0.54835,0.504482
153,3,4,0.57285,0.6587774999999999
153,4,6,0.55505,0.42553833333333335
154,0,5,0.37535,0.345322
154,1,3,0.2553,0.39146000000000003
154,2,5,0.54215,0.49877799999999994
154,3,4,0.52965,0.6090974999999998
154,4,6,0.5198499999999999,0.39855166666666664
155,0,5,0.2642,0.24306399999999997
155,1,3,0.26495,0.4062566666666667
155,2,5,0.62535,0.5753219999999999
155,3,4,0.5443499999999999,0.6260024999999999
155,4,6,0.5259,0.40319000000000005
156,0,5,0.30175,0.27760999999999997
156,1,3,0.25630000000000003,0.39299333333333336
156,2,5,0.5979,0.5500679999999999
156,3,4,0.58745,0.6755674999999999
156,4,6,0.49885,0.3824516666666667
157,0,5,0.30794999999999995,0.28331399999999995
157,1,3,0.23435000000000003,0.3593366666666667
157,2,5,0.53975,0.4965699999999999
157,3,4,0.5864499999999999,0.6744174999999999
157,4,6,0.5251000000000001,0.40257666666666675
158,0,5,0.3458,0.318136
158,1,3,0.30350000000000005,0.4653666666666667
158,2,5,0.55125,0.50715
158,3,4,0.5493999999999999,0.6318099999999999
158,4,6,0.48829999999999996,0.3743633333333333
159,0,5,0.34315,0.3156979999999999
159,1,3,0.25185,0.38617
159,2,5,0.54515,0.5015379999999999
159,3,4,0.5761,0.6625149999999999
159,4,6,0.5679000000000001,0.43539000000000005
160,0,5,0.35075,0.32269
160,1,3,0.27825,0.42665
160,2,5,0.62935,0.5790019999999999
160,3,4,0.5564,0.63986
160,4,6,0.5112500000000001,0.39195833333333335
161,0,5,0.34395,0.316434
161,1,3,0.25880000000000003,0.39682666666666666
161,2,5,0.5621,0.5171319999999999
161,3,4,0.56085,0.6449774999999999
161,4,6,0.5155000000000001,0.3952166666666667
162,0,5,0.392,0.36063999999999996
162,1,3,0.2371,0.36355333333333334
162,2,5,0.5427500000000001,0.49932999999999994
162,3,4,0.5521499999999999,0.6349724999999999
162,4,6,0.45940000000000003,0.3522066666666667
163,0,5,0.35195,0.32379399999999997
163,1,3,0.21865,0.33526333333333336
163,2,5,0.5631999999999999,0.5181439999999999
163,3,4,0.57395,0.6600424999999999
163,4,6,0.50665,0.38843166666666673
164,0,5,0.4024,0.370208
164,1,3,0.35415,0.54303
164,2,5,0.47944999999999993,0.4410939999999999
164,3,4,0.54155,0.6227824999999998
164,4,6,0.5348999999999999,0.41008999999999995
165,0,5,0.3491,0.32117199999999996
165,1,3,0.24925000000000003,0.3821833333333333
165,2,5,0.55295,0.508714
165,3,4,0.5227999999999999,0.6012199999999999
165,4,6,0.5619500000000001,0.43082833333333337
166,0,5,0.3124,0.287408
166,1,3,0.24050000000000002,0.3687666666666667
166,2,5,0.58045,0.5340139999999999
166,3,4,0.5987,0.6885049999999999
166,4,6,0.491,0.37643333333333334
167,0,5,0.30460000000000004,0.280232
167,1,3,0.29745,0.45609
167,2,5,0.6072,0.5586239999999999
167,3,4,0.5504,0.63296
167,4,6,0.4324,0.33150666666666667
168,0,5,0.3167,0.29136399999999996
168,1,3,0.20650000000000002,0.3166333333333333
168,2,5,0.5804,0.5339679999999999
168,3,4,0.6023499999999999,0.6927024999999999
168,4,6,0.5801000000000001,0.4447433333333333
169,0,5,0.37710000000000005,0.34693199999999996
169,1,3,0.2099,0.32184666666666667
169,2,5,0.57445,0.5284939999999999
169,3,4,0.5568,0.64032
169,4,6,0.46570000000000006,0.35703666666666667
170,0,5,0.31665,0.29131799999999997
170,1,3,0.18545,0.2843566666666667
170,2,5,0.6297,0.579324
170,3,4,0.5889,0.6772349999999999
170,4,6,0.5347500000000001,0.40997500000000003
171,0,5,0.3045,0.28014
171,1,3,0.2897,0.4442066666666667
171,2,5,0.55705,0.512486
171,3,4,0.62445,0.7181175
171,4,6,0.5251000000000001,0.4025766666666667
172,0,5,0.32020000000000004,0.29458399999999996
172,1,3,0.22925,0.3515166666666667
172,2,5,0.57505,0.5290459999999999
172,3,4,0.5473,0.6293949999999999
172,4,6,0.52075,0.39924166666666666
173,0,5,0.3195,0.29394
173,1,3,0.15305000000000002,0.2346766666666667
173,2,5,0.5707000000000001,0.525044
173,3,4,0.6045499999999999,0.6952324999999999
173,4,6,0.49640000000000006,0.3805733333333334
174,0,5,0.32205000000000006,0.296286
174,1,3,0.24855,0.38111
174,2,5,0.55445,0.5100939999999999
174,3,4,0.5644,0.64906
174,4,6,0.46305,0.355005
175,0,5,0.2693,0.24775599999999998
175,1,3,0.3175,0.48683333333333334
175,2,5,0.6053,0.5568759999999999
175,3,4,0.58495,0.6726924999999999
175,4,6,0.44989999999999997,0.3449233333333333
176,0,5,0.3798,0.34941599999999995
176,1,3,0.24140000000000003,0.37014666666666673
176,2,5,0.5567,0.512164
176,3,4,0.56355,0.6480824999999999
176,4,6,0.4621,0.3542766666666667
177,0,5,0.3752,0.34518399999999994
177,1,3,0.17670000000000002,0.27094
177,2,5,0.61755,0.5681459999999999
177,3,4,0.5669,0.6519349999999999
177,4,6,0.4953,0.37973
178,0,5,0.3025,0.2783
178,1,3,0.1662,0.25483999999999996
178,2,5,0.64785,0.5960219999999999
178,3,4,0.63805,0.7337574999999998
178,4,6,0.46395,0.355695
179,0,5,0.31345000000000006,0.288374
179,1,3,0.23465000000000003,0.3597966666666667
179,2,5,0.5845499999999999,0.5377859999999999
179,3,4,0.6246,0.7182899999999999
179,4,6,0.49700000000000005,0.3810333333333334
180,0,5,0.22295,0.205114
180,1,3,0.1811,0.2776866666666667
180,2,5,0.66655,0.6132259999999999
180,3,4,0.6316,0.72634
180,4,6,0.47345000000000004,0.3629783333333334
181,0,5,0.36474999999999996,0.3355699999999999
181,1,3,0.2363,0.3623266666666667
181,2,5,0.5428000000000001,0.49937599999999993
181,3,4,0.50225,0.5775874999999999
181,4,6,0.5303500000000001,0.40660166666666675
182,0,5,0.2442,0.22466399999999997
182,1,3,0.19235000000000002,0.2949366666666667
182,2,5,0.62595,0.5758739999999999
182,3,4,0.6239,0.7174849999999999
182,4,6,0.45785,0.3510183333333333
183,0,5,0.39035000000000003,0.35912199999999994
183,1,3,0.18635000000000002,0.2857366666666667
183,2,5,0.60305,0.5548059999999999
183,3,4,0.5247999999999999,0.60352
183,4,6,0.4890500000000001,0.3749383333333334
184,0,5,0.35965,0.33087799999999995
184,1,3,0.18545,0.2843566666666667
184,2,5,0.64765,0.5958379999999999
184,3,4,0.58105,0.6682074999999998
184,4,6,0.38935000000000003,0.29850166666666667
185,0,5,0.26415,0.24301799999999996
185,1,3,0.23185,0.35550333333333334
185,2,5,0.5848,0.5380159999999998
185,3,4,0.6434,0.7399099999999998
185,4,6,0.45430000000000004,0.3482966666666667
186,0,5,0.28015,0.25773799999999997
186,1,3,0.2117,0.3246066666666667
186,2,5,0.5986,0.5507119999999999
186,3,4,0.55315,0.6361224999999999
186,4,6,0.5366500000000001,0.41143166666666664
187,0,5,0.36060000000000003,0.33175199999999994
187,1,3,0.26245,0.40242333333333336
187,2,5,0.60565,0.557198
187,3,4,0.59335,0.6823524999999999
187,4,6,0.40245000000000003,0.308545
188,0,5,0.37785,0.347622
188,1,3,0.1907,0.2924066666666667
188,2,5,0.6677,0.6142839999999998
188,3,4,0.5626,0.64699
188,4,6,0.448,0.3434666666666667
189,0,5,0.31120000000000003,0.286304
189,1,3,0.22040000000000004,0.3379466666666667
189,2,5,0.6779,0.6236679999999999
189,3,4,0.53725,0.6178374999999999
189,4,6,0.42525,0.326025
190,0,5,0.30095000000000005,0.27687399999999995
190,1,3,0.18895,0.28972333333333333
190,2,5,0.64285,0.5914219999999999
190,3,4,0.584,0.6716
190,4,6,0.5225000000000001,0.40058333333333335
191,0,5,0.2808,0.25833599999999995
191,1,3,0.26685000000000003,0.40917000000000003
191,2,5,0.63675,0.5858099999999999
191,3,4,0.56565,0.6504975
191,4,6,0.4892500000000001,0.3750916666666667
192,0,5,0.357,0.32843999999999995
192,1,3,0.2528,0.3876266666666667
192,2,5,0.58065,0.534198
192,3,4,0.6092,0.70058
192,4,6,0.4385,0.3361833333333333
193,0,5,0.3506,0.32255199999999995
193,1,3,0.2503,0.3837933333333334
193,2,5,0.67835,0.6240819999999999
193,3,4,0.5671999999999999,0.65228
193,4,6,0.43684999999999996,0.3349183333333333
194,0,5,0.2992,0.27526399999999995
194,1,3,0.16965000000000002,0.26013000000000003
194,2,5,0.6253,0.5752759999999999
194,3,4,0.61895,0.7117924999999998
194,4,6,0.4298,0.3295133333333333
195,0,5,0.3536,0.325312
195,1,3,0.2441,0.37428666666666666
195,2,5,0.61485,0.5656619999999999
195,3,4,0.5519999999999999,0.6347999999999999
195,4,6,0.42014999999999997,0.322115
196,0,5,0.36215,0.333178
196,1,3,0.25015,0.38356333333333337
196,2,5,0.6303000000000001,0.579876
196,3,4,0.5428999999999999,0.6243349999999999
196,4,6,0.385,0.2951666666666667
197,0,5,0.33505,0.30824599999999996
197,1,3,0.2878,0.44129333333333337
197,2,5,0.63885,0.5877419999999999
197,3,4,0.5702,0.6557299999999999
197,4,6,0.4446,0.34086
198,0,5,0.2615,0.24058
198,1,3,0.25970000000000004,0.3982066666666667
198,2,5,0.65405,0.601726
198,3,4,0.57545,0.6617674999999998
198,4,6,0.41480000000000006,0.31801333333333337
199,0,5,0.33466666666666667,0.3078933333333333
199,1,3,0.26593333333333335,0.40776444444444454
199,2,5,0.6301333333333333,0.5797226666666666
199,3,4,0.5458666666666666,0.6277466666666666
199,4,6,0.42473333333333335,0.3256288888888889
