epoch,machine,capability,raw_util,adjusted_util
83,1,3,0.31215000000000004,0.47863000000000006
83,2,5,0.4683,0.43083599999999994
83,3,4,0.322,0.37029999999999996
83,4,6,0.6933,0.53153
84,0,5,0.39815,0.36629799999999996
84,1,3,0.2431,0.3727533333333333
84,2,5,0.45325000000000004,0.41698999999999997
84,3,4,0.27240000000000003,0.31326
84,4,6,0.7449,0.57109
85,0,5,0.36929999999999996,0.33975599999999995
85,1,3,0.35855000000000004,0.5497766666666668
85,2,5,0.42785000000000006,0.39362199999999997
85,3,4,0.27595,0.31734249999999997
85,4,6,0.7169,0.5496233333333334
86,0,5,0.4156,0.3823519999999999
86,1,3,0.35505,0.54441
86,2,5,0.5098,0.469016
86,3,4,0.2122,0.24403
86,4,6,0.7212,0.55292
87,0,5,0.40260000000000007,0.370392
87,1,3,0.30865000000000004,0.47326333333333337
87,2,5,0.41835,0.38488199999999995
87,3,4,0.23975,0.27571249999999997
87,4,6,0.7799499999999999,0.5979616666666665
88,0,5,0.41295000000000004,0.379914
88,1,3,0.30775,0.4718833333333334
88,2,5,0.5034000000000001,0.463128
88,3,4,0.27825,0.3199875
88,4,6,0.6993,0.53613
89,0,5,0.35865,0.329958
89,1,3,0.2929,0.4491133333333333
89,2,5,0.5218,0.4800559999999999
89,3,4,0.3012,0.34637999999999997
89,4,6,0.7571999999999999,0.5805199999999999
90,0,5,0.40790000000000004,0.375268
90,1,3,0.3017,0.46260666666666667
90,2,5,0.5024000000000001,0.46220799999999995
90,3,4,0.27125,0.3119375
90,4,6,0.688,0.5274666666666665
91,0,5,0.41285000000000005,0.379822
91,1,3,0.28600000000000003,0.43853333333333333
91,2,5,0.53,0.4875999999999999
91,3,4,0.32855,0.3778325
91,4,6,0.6854499999999999,0.5255116666666666
92,0,5,0.40595000000000003,0.373474
92,1,3,0.34540000000000004,0.5296133333333333
92,2,5,0.5476000000000001,0.503792
92,3,4,0.24105,0.2772075
92,4,6,0.69425,0.5322583333333333
93,0,5,0.35705000000000003,0.32848599999999994
93,1,3,0.37425,0.5738500000000001
93,2,5,0.55835,0.5136819999999999
93,3,4,0.25905,0.2979075
93,4,6,0.72915,0.5590149999999999
94,0,5,0.42350000000000004,0.38961999999999997
94,1,3,0.30260000000000004,0.4639866666666667
94,2,5,0.49965000000000004,0.4596779999999999
94,3,4,0.2886,0.33189
94,4,6,0.7352,0.5636533333333333
95,0,5,0.41895000000000004,0.38543399999999994
95,1,3,0.24130000000000001,0.36999333333333334
95,2,5,0.47280000000000005,0.434976
95,3,4,0.20920000000000002,0.24058
95,4,6,0.7300500000000001,0.559705
96,0,5,0.42784999999999995,0.3936219999999999
96,1,3,0.26234999999999997,0.40226999999999996
96,2,5,0.48715,0.44817799999999997
96,3,4,0.19745000000000001,0.22706749999999998
96,4,6,0.76855,0.5892216666666666
97,0,5,0.46365,0.426558
97,1,3,0.21855,0.33511
97,2,5,0.35925,0.33050999999999997
97,3,4,0.30135,0.3465525
97,4,6,0.7876,0.6038266666666666
98,0,5,0.34815,0.32029799999999997
98,1,3,0.21425000000000002,0.3285166666666667
98,2,5,0.3562,0.32770399999999994
98,3,4,0.22915,0.2635225
98,4,6,0.7886,0.6045933333333333
99,0,5,0.3955,0.36385999999999996
99,1,3,0.22130000000000002,0.33932666666666667
99,2,5,0.42319999999999997,0.3893439999999999
99,3,4,0.2994,0.34430999999999995
99,4,6,0.76345,0.5853116666666667
100,0,5,0.4162,0.38290399999999997
100,1,3,0.21325,0.32698333333333335
100,2,5,0.36715000000000003,0.33777799999999997
100,3,4,0.29825,0.34298749999999995
100,4,6,0.76235,0.5844683333333334
101,0,5,0.39720000000000005,0.36542399999999997
101,1,3,0.2762,0.4235066666666667
101,2,5,0.47745000000000004,0.439254
101,3,4,0.2797,0.32165499999999997
101,4,6,0.7839999999999999,0.6010666666666666
102,0,5,0.30785,0.283222
102,1,3,0.2833,0.4343933333333333
102,2,5,0.41295000000000004,0.379914
102,3,4,0.3397,0.390655
102,4,6,0.77565,0.594665
103,0,5,0.33,0.3036
103,1,3,0.2117,0.32460666666666665
103,2,5,0.4198,0.38621599999999995
103,3,4,0.4299,0.49438499999999996
103,4,6,0.7308,0.56028
104,0,5,0.32,0.2944
104,1,3,0.3183,0.48806000000000005
104,2,5,0.45555,0.4191059999999999
104,3,4,0.44699999999999995,0.5140499999999999
104,4,6,0.64255,0.4926216666666666
105,0,5,0.37675000000000003,0.34661
105,1,3,0.19140000000000001,0.29348
105,2,5,0.3984,0.36652799999999996
105,3,4,0.5644999999999999,0.6491749999999998
105,4,6,0.61355,0.47038833333333335
106,0,5,0.3448,0.31721599999999994
106,1,3,0.17065000000000002,0.26166333333333336
106,2,5,0.5327500000000001,0.49012999999999995
106,3,4,0.51895,0.5967925
106,4,6,0.60825,0.466325
107,0,5,0.36415,0.335018
107,1,3,0.2861,0.43868666666666667
107,2,5,0.56705,0.521686
107,3,4,0.5508,0.6334199999999999
107,4,6,0.512,0.3925333333333334
108,0,5,0.38825000000000004,0.35718999999999995
108,1,3,0.29555000000000003,0.4531766666666667
108,2,5,0.5438500000000001,0.500342
108,3,4,0.5156999999999999,0.5930549999999999
108,4,6,0.51465,0.394565
109,0,5,0.34395,0.316434
109,1,3,0.23345000000000002,0.3579566666666667
109,2,5,0.6013999999999999,0.5532879999999999
109,3,4,0.6415,0.737725
109,4,6,0.40795000000000003,0.3127616666666667
110,0,5,0.39475000000000005,0.36317
110,1,3,0.321,0.4922
110,2,5,0.5145,0.4733399999999999
110,3,4,0.56905,0.6544074999999998
110,4,6,0.456,0.3496
111,0,5,0.31865,0.293158
111,1,3,0.26130000000000003,0.40066
111,2,5,0.5473,0.503516
111,3,4,0.5801,0.6671149999999999
111,4,6,0.43060000000000004,0.3301266666666667
112,0,5,0.34045000000000003,0.313214
112,1,3,0.24220000000000003,0.37137333333333333
112,2,5,0.58835,0.5412819999999999
112,3,4,0.6032500000000001,0.6937374999999999
112,4,6,0.4428000000000001,0.33948
113,0,5,0.34735000000000005,0.319562
113,1,3,0.34104999999999996,0.5229433333333333
113,2,5,0.435,0.40019999999999994
113,3,4,0.60765,0.6987975
113,4,6,0.5032000000000001,0.38578666666666667
114,0,5,0.3966,0.364872
114,1,3,0.28155,0.43171000000000004
114,2,5,0.47695,0.43879399999999996
114,3,4,0.54135,0.6225525
114,4,6,0.5057,0.3877033333333334
115,0,5,0.34390000000000004,0.31638799999999995
115,1,3,0.2913,0.44666000000000006
115,2,5,0.5717,0.5259639999999999
115,3,4,0.5384,0.6191599999999998
115,4,6,0.5495000000000001,0.4212833333333334
116,0,5,0.3553,0.32687599999999994
116,1,3,0.34275000000000005,0.5255500000000001
116,2,5,0.43920000000000003,0.404064
116,3,4,0.54955,0.6319824999999999
116,4,6,0.49025,0.37585833333333335
117,0,5,0.27325,0.25139
117,1,3,0.36730000000000007,0.5631933333333334
117,2,5,0.4886,0.4495119999999999
117,3,4,0.57755,0.6641824999999999
117,4,6,0.5287,0.4053366666666667
118,0,5,0.3774,0.34720799999999996
118,1,3,0.28065,0.43033000000000005
118,2,5,0.47350000000000003,0.4356199999999999
118,3,4,0.55535,0.6386525
118,4,6,0.48915000000000003,0.37501500000000004
119,0,5,0.35795000000000005,0.329314
119,1,3,0.2902,0.4449733333333334
119,2,5,0.5582,0.513544
119,3,4,0.55825,0.6419874999999999
119,4,6,0.46125000000000005,0.353625
120,0,5,0.3431,0.31565199999999993
120,1,3,0.39380000000000004,0.6038266666666667
120,2,5,0.48935,0.45020199999999994
120,3,4,0.49844999999999995,0.5732174999999999
120,4,6,0.48675,0.37317500000000003
121,0,5,0.35710000000000003,0.32853199999999994
121,1,3,0.35855000000000004,0.5497766666666667
121,2,5,0.48965000000000003,0.45047800000000005
121,3,4,0.5120499999999999,0.5888574999999998
121,4,6,0.4927500000000001,0.3777750000000001
122,0,5,0.36485,0.33566199999999996
122,1,3,0.32685000000000003,0.50117
122,2,5,0.5196000000000001,0.4780319999999999
122,3,4,0.59725,0.6868374999999999
122,4,6,0.41045,0.3146783333333333
123,0,5,0.33425000000000005,0.30750999999999995
123,1,3,0.23255000000000003,0.3565766666666667
123,2,5,0.62515,0.5751379999999999
123,3,4,0.61735,0.7099524999999999
123,4,6,0.4332,0.33211999999999997
124,0,5,0.3755,0.34545999999999993
124,1,3,0.27190000000000003,0.41691333333333336
124,2,5,0.504,0.4636799999999999
124,3,4,0.5911,0.679765
124,4,6,0.44900000000000007,0.34423333333333334
125,0,5,0.34040000000000004,0.313168
125,1,3,0.33410000000000006,0.5122866666666668
125,2,5,0.54585,0.5021819999999999
125,3,4,0.55605,0.6394575
125,4,6,0.55225,0.4233916666666667
126,0,5,0.39530000000000004,0.363676
126,1,3,0.23870000000000002,0.36600666666666665
126,2,5,0.6284,0.5781279999999999
126,3,4,0.5642499999999999,0.6488875
126,4,6,0.4586,0.3515933333333333
127,0,5,0.30875,0.28404999999999997
127,1,3,0.26315,0.4034966666666666
127,2,5,0.5753,0.529276
127,3,4,0.5362499999999999,0.6166874999999998
127,4,6,0.47350000000000003,0.3630166666666667
128,0,5,0.2704,0.248768
128,1,3,0.3567,0.54694
128,2,5,0.5594,0.5146479999999999
128,3,4,0.5320999999999999,0.6119149999999999
128,4,6,0.45855,0.35155500000000006
129,0,5,0.35885,0.33014199999999994
129,1,3,0.29815,0.45716333333333337
129,2,5,0.54145,0.4981339999999999
129,3,4,0.5985499999999999,0.6883324999999999
129,4,6,0.49970000000000003,0.38310333333333335
130,0,5,0.35975,0.33097
130,1,3,0.3043,0.4665933333333334
130,2,5,0.55915,0.5144179999999999
130,3,4,0.57175,0.6575124999999999
130,4,6,0.42885,0.328785
131,0,5,0.31320000000000003,0.28814399999999996
131,1,3,0.27805,0.4263433333333333
131,2,5,0.5186999999999999,0.47720399999999996
131,3,4,0.5573999999999999,0.6410099999999999
131,4,6,0.47180000000000005,0.36171333333333333
132,0,5,0.30965000000000004,0.28487799999999996
132,1,3,0.3007,0.46107333333333334
132,2,5,0.5891000000000001,0.5419719999999999
132,3,4,0.5684,0.6536599999999999
132,4,6,0.4682,0.35895333333333335
133,0,5,0.30805000000000005,0.283406
133,1,3,0.22900000000000004,0.3511333333333334
133,2,5,0.6254,0.5753679999999999
133,3,4,0.5539,0.6369849999999999
133,4,6,0.47255,0.3622883333333333
134,0,5,0.2283,0.21003599999999997
134,1,3,0.2605,0.39943333333333336
134,2,5,0.5599000000000001,0.5151079999999999
134,3,4,0.55735,0.6409524999999999
134,4,6,0.5182,0.3972866666666667
135,0,5,0.34655,0.318826
135,1,3,0.19935000000000003,0.30567
135,2,5,0.55815,0.5134979999999999
135,3,4,0.57845,0.6652174999999999
135,4,6,0.5663,0.4341633333333334
136,0,5,0.36160000000000003,0.33267199999999997
136,1,3,0.32455,0.4976433333333333
136,2,5,0.5269,0.48474799999999996
136,3,4,0.54555,0.6273824999999998
