# Reward Formula: R_total = R_global / reward_scale
# R_global = w1*CompletedNorm - w2*AvgWaitNorm - w3*WIPNorm + w4*ThroughputDelta + w5*LoadBalance
# Coefficients: w1=1.0, w2=0.0, w3=0.0, w4=0.0, w5=0.0
# reward_scale=2.0
# LoadBalance: lambda_m=0.8, lambda_o=0.2
# CompletedNorm: fraction of jobs completed [0,1]
# AvgWaitNorm: normalized average wait time [0,1]
# WIPNorm: work-in-progress ratio [0,1]
# ThroughputDelta: change in completed jobs (normalized) - immediate feedback!
# LoadBalance: entropy-based load distribution [0,1] - higher is better
#
step,sim_time,CompletedNorm,AvgWaitNorm,WIPNorm,ThroughputDelta,LoadBalance,R_global,R_total
118535,59.00,0.655172,0.083077,0.344828,0.034483,0.969542,0.655172,0.327586
118536,60.00,0.689655,0.084696,0.310345,0.034483,0.979501,0.689655,0.344828
118537,61.00,0.689655,0.085666,0.310345,0.000000,0.980435,0.689655,0.344828
118538,62.00,0.700000,0.082810,0.300000,0.033333,0.980435,0.700000,0.350000
118539,63.00,0.700000,0.083477,0.300000,0.000000,0.980435,0.700000,0.350000
118540,64.00,0.677419,0.083215,0.322581,0.000000,0.979275,0.677419,0.338710
118541,65.00,0.656250,0.082121,0.312500,0.000000,0.978168,0.656250,0.328125
118542,66.00,0.666667,0.080436,0.303030,0.030303,0.985878,0.666667,0.333333
118543,67.00,0.676471,0.080716,0.294118,0.029412,0.991436,0.676471,0.338235
118544,68.00,0.676471,0.082420,0.294118,0.000000,0.989560,0.676471,0.338235
118545,69.00,0.638889,0.077911,0.277778,0.000000,0.987315,0.638889,0.319444
118546,70.00,0.631579,0.074863,0.263158,0.026316,0.987315,0.631579,0.315789
118547,71.00,0.641026,0.075080,0.256410,0.025641,0.986300,0.641026,0.320513
118548,72.00,0.641026,0.075592,0.256410,0.000000,0.986300,0.641026,0.320513
118549,73.00,0.625000,0.075492,0.250000,0.000000,0.986300,0.625000,0.312500
118550,74.00,0.625000,0.076223,0.250000,0.000000,0.986300,0.625000,0.312500
118551,75.00,0.650000,0.078079,0.250000,0.025000,0.989672,0.650000,0.325000
118552,76.00,0.700000,0.078079,0.250000,0.050000,0.988767,0.700000,0.350000
118553,77.00,0.682927,0.078177,0.243902,0.000000,0.988948,0.682927,0.341463
118554,78.00,0.682927,0.080643,0.243902,0.000000,0.987535,0.682927,0.341463
118555,79.00,0.682927,0.082660,0.243902,0.000000,0.992785,0.682927,0.341463
118556,80.00,0.666667,0.081799,0.238095,0.000000,0.988948,0.666667,0.333333
118557,81.00,0.666667,0.082019,0.238095,0.000000,0.984825,0.666667,0.333333
118558,82.00,0.666667,0.082162,0.238095,0.000000,0.961820,0.666667,0.333333
118559,83.00,0.690476,0.082298,0.238095,0.023810,0.965226,0.690476,0.345238
118560,84.00,0.714286,0.083012,0.238095,0.023810,0.965226,0.714286,0.357143
118561,85.00,0.714286,0.086902,0.238095,0.000000,0.939462,0.714286,0.357143
118562,86.00,0.697674,0.092855,0.232558,0.000000,0.936784,0.697674,0.348837
118563,87.00,0.681818,0.091199,0.227273,0.000000,0.925183,0.681818,0.340909
118564,88.00,0.666667,0.089577,0.222222,0.000000,0.925183,0.666667,0.333333
118565,89.00,0.666667,0.090102,0.222222,0.000000,0.932531,0.666667,0.333333
118566,90.00,0.666667,0.090957,0.222222,0.000000,0.928107,0.666667,0.333333
118567,91.00,0.666667,0.111068,0.222222,0.000000,0.942576,0.666667,0.333333
118568,92.00,0.688889,0.111068,0.222222,0.022222,0.917832,0.688889,0.344444
118569,93.00,0.711111,0.130729,0.222222,0.022222,0.910228,0.711111,0.355556
118570,94.00,0.711111,0.135045,0.222222,0.000000,0.916407,0.711111,0.355556
118571,95.00,0.711111,0.135712,0.222222,0.000000,0.919036,0.711111,0.355556
118572,96.00,0.711111,0.139782,0.222222,0.000000,0.919036,0.711111,0.355556
118573,97.00,0.711111,0.141164,0.222222,0.000000,0.924715,0.711111,0.355556
118574,98.00,0.695652,0.138095,0.217391,0.000000,0.904824,0.695652,0.347826
118575,99.00,0.680851,0.135853,0.212766,0.000000,0.905938,0.680851,0.340426
118576,100.00,0.687500,0.133856,0.208333,0.020833,0.913120,0.687500,0.343750
118577,1.00,0.000000,0.000000,0.500000,0.000000,0.913120,0.000000,0.000000
118578,2.00,0.000000,0.004000,0.500000,0.000000,0.949530,0.000000,0.000000
118579,3.00,0.000000,0.005375,0.600000,0.000000,0.945354,0.000000,0.000000
118580,4.00,0.000000,0.005042,0.700000,0.000000,0.945354,0.000000,0.000000
118581,5.00,0.100000,0.010970,0.600000,0.100000,0.945354,0.100000,0.050000
118582,6.00,0.100000,0.012399,0.600000,0.000000,0.946147,0.100000,0.050000
118583,7.00,0.100000,0.015849,0.700000,0.000000,0.962161,0.100000,0.050000
118584,8.00,0.100000,0.018467,0.800000,0.000000,0.974158,0.100000,0.050000
118585,9.00,0.100000,0.020693,0.800000,0.000000,0.969904,0.100000,0.050000
118586,10.00,0.200000,0.020049,0.800000,0.100000,0.975251,0.200000,0.100000
118587,11.00,0.200000,0.020649,0.800000,0.000000,0.983999,0.200000,0.100000
118588,12.00,0.200000,0.023233,0.800000,0.000000,0.978793,0.200000,0.100000
118589,13.00,0.200000,0.028317,0.800000,0.000000,0.978978,0.200000,0.100000
118590,14.00,0.400000,0.030792,0.600000,0.200000,0.982167,0.400000,0.200000
118591,15.00,0.400000,0.036042,0.600000,0.000000,0.984068,0.400000,0.200000
118592,16.00,0.363636,0.033379,0.636364,0.000000,0.985381,0.363636,0.181818
118593,17.00,0.416667,0.032603,0.583333,0.083333,0.986627,0.416667,0.208333
118594,18.00,0.416667,0.033044,0.583333,0.000000,0.976465,0.416667,0.208333
118595,19.00,0.384615,0.031099,0.615385,0.000000,0.981134,0.384615,0.192308
118596,20.00,0.428571,0.029020,0.571429,0.071429,0.976928,0.428571,0.214286
118597,21.00,0.500000,0.031636,0.500000,0.071429,0.979599,0.500000,0.250000
118598,22.00,0.571429,0.033661,0.428571,0.071429,0.980594,0.571429,0.285714
118599,23.00,0.533333,0.032100,0.466667,0.000000,0.980131,0.533333,0.266667
118600,24.00,0.533333,0.035218,0.466667,0.000000,0.980131,0.533333,0.266667
118601,25.00,0.533333,0.035218,0.466667,0.000000,0.980131,0.533333,0.266667
118602,26.00,0.562500,0.034317,0.437500,0.062500,0.977452,0.562500,0.281250
118603,27.00,0.562500,0.036833,0.437500,0.000000,0.975358,0.562500,0.281250
118604,28.00,0.529412,0.047460,0.470588,0.000000,0.971484,0.529412,0.264706
118605,29.00,0.500000,0.046751,0.500000,0.000000,0.958621,0.500000,0.250000
118606,30.00,0.500000,0.046987,0.500000,0.000000,0.957606,0.500000,0.250000
118607,31.00,0.611111,0.050848,0.388889,0.111111,0.958987,0.611111,0.305556
118608,32.00,0.722222,0.053306,0.277778,0.111111,0.976753,0.722222,0.361111
118609,33.00,0.736842,0.053714,0.263158,0.052632,0.976753,0.736842,0.368421
118610,34.00,0.736842,0.054264,0.263158,0.000000,0.966440,0.736842,0.368421
118611,35.00,0.700000,0.054412,0.300000,0.000000,0.958596,0.700000,0.350000
118612,36.00,0.666667,0.052544,0.333333,0.000000,0.958596,0.666667,0.333333
118613,37.00,0.666667,0.052806,0.333333,0.000000,0.958026,0.666667,0.333333
118614,38.00,0.608696,0.049058,0.391304,0.000000,0.960521,0.608696,0.304348
118615,39.00,0.652174,0.049493,0.347826,0.043478,0.960521,0.652174,0.326087
118616,40.00,0.652174,0.050710,0.347826,0.000000,0.964039,0.652174,0.326087
118617,41.00,0.708333,0.050299,0.291667,0.083333,0.965034,0.708333,0.354167
118618,42.00,0.708333,0.050890,0.291667,0.000000,0.963369,0.708333,0.354167
118619,43.00,0.720000,0.051693,0.280000,0.040000,0.971214,0.720000,0.360000
118620,44.00,0.720000,0.051693,0.280000,0.000000,0.971214,0.720000,0.360000
118621,45.00,0.720000,0.053573,0.280000,0.000000,0.966455,0.720000,0.360000
118622,46.00,0.720000,0.054740,0.280000,0.000000,0.972751,0.720000,0.360000
118623,47.00,0.730769,0.052932,0.269231,0.038462,0.971959,0.730769,0.365385
118624,48.00,0.730769,0.053777,0.269231,0.000000,0.971959,0.730769,0.365385
118625,49.00,0.730769,0.058661,0.269231,0.000000,0.981534,0.730769,0.365385
118626,50.00,0.730769,0.060611,0.269231,0.000000,0.981534,0.730769,0.365385
118627,51.00,0.769231,0.062025,0.230769,0.038462,0.981349,0.769231,0.384615
118628,52.00,0.807692,0.062025,0.192308,0.038462,0.981349,0.807692,0.403846
118629,53.00,0.807692,0.062890,0.192308,0.000000,0.977384,0.807692,0.403846
118630,54.00,0.807692,0.065748,0.192308,0.000000,0.979181,0.807692,0.403846
118631,55.00,0.807692,0.066113,0.192308,0.000000,0.977845,0.807692,0.403846
118632,56.00,0.846154,0.066183,0.153846,0.038462,0.980687,0.846154,0.423077
118633,57.00,0.846154,0.066346,0.153846,0.000000,0.975817,0.846154,0.423077
118634,58.00,0.851852,0.063889,0.148148,0.037037,0.975817,0.851852,0.425926
118635,59.00,0.793103,0.059832,0.206897,0.000000,0.974710,0.793103,0.396552
118636,60.00,0.827586,0.060201,0.172414,0.034483,0.984893,0.827586,0.413793
118637,61.00,0.827586,0.060201,0.172414,0.000000,0.984893,0.827586,0.413793
118638,62.00,0.800000,0.058494,0.200000,0.000000,0.969219,0.800000,0.400000
118639,63.00,0.800000,0.059103,0.200000,0.000000,0.969219,0.800000,0.400000
118640,64.00,0.774194,0.058809,0.225806,0.000000,0.966866,0.774194,0.387097
118641,65.00,0.781250,0.058123,0.218750,0.031250,0.971157,0.781250,0.390625
118642,66.00,0.757576,0.056361,0.242424,0.000000,0.971157,0.757576,0.378788
118643,67.00,0.794118,0.055314,0.205882,0.058824,0.972582,0.794118,0.397059
118644,68.00,0.794118,0.056741,0.205882,0.000000,0.963092,0.794118,0.397059
118645,69.00,0.750000,0.054216,0.250000,0.000000,0.972962,0.750000,0.375000
118646,70.00,0.710526,0.051378,0.263158,0.000000,0.968188,0.710526,0.355263
118647,71.00,0.692308,0.051093,0.256410,0.000000,0.969201,0.692308,0.346154
118648,72.00,0.692308,0.051926,0.256410,0.000000,0.951077,0.692308,0.346154
118649,73.00,0.675000,0.053691,0.250000,0.000000,0.962080,0.675000,0.337500
118650,74.00,0.675000,0.054391,0.250000,0.000000,0.959760,0.675000,0.337500
118651,75.00,0.700000,0.054891,0.250000,0.025000,0.959760,0.700000,0.350000
118652,76.00,0.750000,0.055585,0.250000,0.050000,0.959331,0.750000,0.375000
118653,77.00,0.756098,0.057340,0.243902,0.024390,0.952454,0.756098,0.378049
118654,78.00,0.756098,0.078265,0.243902,0.000000,0.973541,0.756098,0.378049
118655,79.00,0.756098,0.080124,0.243902,0.000000,0.968939,0.756098,0.378049
118656,80.00,0.738095,0.079747,0.238095,0.000000,0.976223,0.738095,0.369048
118657,81.00,0.761905,0.081937,0.238095,0.023810,0.974529,0.761905,0.380952
118658,82.00,0.785714,0.082407,0.214286,0.023810,0.969161,0.785714,0.392857
118659,83.00,0.785714,0.084768,0.214286,0.000000,0.970896,0.785714,0.392857
118660,84.00,0.785714,0.084994,0.214286,0.000000,0.988444,0.785714,0.392857
118661,85.00,0.785714,0.087338,0.214286,0.000000,0.988444,0.785714,0.392857
118662,86.00,0.767442,0.086138,0.232558,0.000000,0.989349,0.767442,0.383721
118663,87.00,0.750000,0.086032,0.227273,0.000000,0.975028,0.750000,0.375000
118664,88.00,0.755556,0.085282,0.222222,0.022222,0.978385,0.755556,0.377778
118665,89.00,0.755556,0.085726,0.222222,0.000000,0.978385,0.755556,0.377778
118666,90.00,0.755556,0.091154,0.222222,0.000000,0.973599,0.755556,0.377778
118667,91.00,0.755556,0.097200,0.222222,0.000000,0.968446,0.755556,0.377778
118668,92.00,0.755556,0.098754,0.222222,0.000000,0.988594,0.755556,0.377778
118669,93.00,0.755556,0.098776,0.222222,0.000000,0.983991,0.755556,0.377778
118670,94.00,0.800000,0.100859,0.200000,0.044444,0.977771,0.800000,0.400000
118671,95.00,0.800000,0.102505,0.200000,0.000000,0.980781,0.800000,0.400000
118672,96.00,0.800000,0.104687,0.200000,0.000000,0.976414,0.800000,0.400000
118673,97.00,0.800000,0.106384,0.200000,0.000000,0.976677,0.800000,0.400000
118674,98.00,0.782609,0.104397,0.217391,0.000000,0.983433,0.782609,0.391304
118675,99.00,0.787234,0.105071,0.212766,0.021277,0.986795,0.787234,0.393617
118676,100.00,0.791667,0.103299,0.208333,0.020833,0.988049,0.791667,0.395833
118677,1.00,0.000000,0.000000,0.500000,0.000000,0.988049,0.000000,0.000000
118678,2.00,0.000000,0.002000,0.500000,0.000000,0.986148,0.000000,0.000000
118679,3.00,0.000000,0.011508,0.600000,0.000000,0.984554,0.000000,0.000000
118680,4.00,0.000000,0.009864,0.700000,0.000000,0.988616,0.000000,0.000000
118681,5.00,0.100000,0.012114,0.600000,0.100000,0.988616,0.100000,0.050000
118682,6.00,0.100000,0.015007,0.600000,0.000000,0.989740,0.100000,0.050000
118683,7.00,0.100000,0.018058,0.700000,0.000000,0.981637,0.100000,0.050000
118684,8.00,0.100000,0.028612,0.800000,0.000000,0.982850,0.100000,0.050000
118685,9.00,0.100000,0.033245,0.800000,0.000000,0.981780,0.100000,0.050000
118686,10.00,0.100000,0.033491,0.900000,0.000000,0.984124,0.100000,0.050000
118687,11.00,0.100000,0.034491,0.900000,0.000000,0.992522,0.100000,0.050000
118688,12.00,0.100000,0.040046,0.900000,0.000000,0.994422,0.100000,0.050000
118689,13.00,0.200000,0.045046,0.800000,0.100000,0.994422,0.200000,0.100000
118690,14.00,0.300000,0.045046,0.700000,0.100000,0.994422,0.300000,0.150000
118691,15.00,0.300000,0.050046,0.700000,0.000000,0.994422,0.300000,0.150000
118692,16.00,0.272727,0.060212,0.727273,0.000000,0.992688,0.272727,0.136364
118693,17.00,0.333333,0.065618,0.666667,0.083333,0.990335,0.333333,0.166667
118694,18.00,0.333333,0.066582,0.666667,0.000000,0.995418,0.333333,0.166667
118695,19.00,0.307692,0.062845,0.692308,0.000000,0.990585,0.307692,0.153846
118696,20.00,0.285714,0.060020,0.714286,0.000000,0.987237,0.285714,0.142857
118697,21.00,0.285714,0.061288,0.714286,0.000000,0.994645,0.285714,0.142857
118698,22.00,0.357143,0.062002,0.642857,0.071429,0.994645,0.357143,0.178571
118699,23.00,0.400000,0.062727,0.600000,0.066667,0.994645,0.400000,0.200000
118700,24.00,0.400000,0.071300,0.600000,0.000000,0.990169,0.400000,0.200000
118701,25.00,0.466667,0.074100,0.533333,0.066667,0.988684,0.466667,0.233333
118702,26.00,0.437500,0.071767,0.562500,0.000000,0.984847,0.437500,0.218750
118703,27.00,0.437500,0.071767,0.562500,0.000000,0.988181,0.437500,0.218750
118704,28.00,0.470588,0.068972,0.529412,0.058824,0.990967,0.470588,0.235294
118705,29.00,0.444444,0.069220,0.555556,0.000000,0.993919,0.444444,0.222222
118706,30.00,0.444444,0.075190,0.555556,0.000000,0.988639,0.444444,0.222222
118707,31.00,0.444444,0.075290,0.555556,0.000000,0.980853,0.444444,0.222222
118708,32.00,0.500000,0.076318,0.500000,0.055556,0.984630,0.500000,0.250000
118709,33.00,0.526316,0.073543,0.473684,0.052632,0.980491,0.526316,0.263158
118710,34.00,0.526316,0.078095,0.473684,0.000000,0.971464,0.526316,0.263158
118711,35.00,0.500000,0.074190,0.500000,0.000000,0.970739,0.500000,0.250000
118712,36.00,0.523810,0.072857,0.476190,0.047619,0.971464,0.523810,0.261905
118713,37.00,0.523810,0.073333,0.476190,0.000000,0.969990,0.523810,0.261905
118714,38.00,0.521739,0.073000,0.434783,0.043478,0.964907,0.521739,0.260870
118715,39.00,0.521739,0.073705,0.434783,0.000000,0.953463,0.521739,0.260870
118716,40.00,0.521739,0.079562,0.434783,0.000000,0.953463,0.521739,0.260870
118717,41.00,0.500000,0.077258,0.416667,0.000000,0.951833,0.500000,0.250000
118718,42.00,0.500000,0.081327,0.416667,0.000000,0.963536,0.500000,0.250000
118719,43.00,0.480000,0.081266,0.400000,0.000000,0.962105,0.480000,0.240000
118720,44.00,0.520000,0.081766,0.400000,0.040000,0.963740,0.520000,0.260000
118721,45.00,0.560000,0.085339,0.400000,0.040000,0.961478,0.560000,0.280000
118722,46.00,0.560000,0.087799,0.400000,0.000000,0.962320,0.560000,0.280000
118723,47.00,0.576923,0.087865,0.384615,0.038462,0.962320,0.576923,0.288462
118724,48.00,0.615385,0.089047,0.384615,0.038462,0.960685,0.615385,0.307692
118725,49.00,0.653846,0.089817,0.346154,0.038462,0.958854,0.653846,0.326923
118726,50.00,0.692308,0.096352,0.307692,0.038462,0.958854,0.692308,0.346154
118727,51.00,0.692308,0.096352,0.307692,0.000000,0.946540,0.692308,0.346154
118728,52.00,0.692308,0.101186,0.307692,0.000000,0.930829,0.692308,0.346154
118729,53.00,0.730769,0.104436,0.269231,0.038462,0.930829,0.730769,0.365385
118730,54.00,0.730769,0.106819,0.269231,0.000000,0.930658,0.730769,0.365385
118731,55.00,0.730769,0.107473,0.269231,0.000000,0.925338,0.730769,0.365385
118732,56.00,0.730769,0.107838,0.269231,0.000000,0.927597,0.730769,0.365385
118733,57.00,0.730769,0.108817,0.269231,0.000000,0.941289,0.730769,0.365385
118734,58.00,0.703704,0.104787,0.296296,0.000000,0.943765,0.703704,0.351852
118735,59.00,0.655172,0.098125,0.344828,0.000000,0.938682,0.655172,0.327586
118736,60.00,0.689655,0.099039,0.310345,0.034483,0.943933,0.689655,0.344828
118737,61.00,0.724138,0.100073,0.275862,0.034483,0.943933,0.724138,0.362069
118738,62.00,0.700000,0.097610,0.300000,0.000000,0.943779,0.700000,0.350000
118739,63.00,0.700000,0.098910,0.300000,0.000000,0.941049,0.700000,0.350000
118740,64.00,0.677419,0.098028,0.322581,0.000000,0.955196,0.677419,0.338710
118741,65.00,0.687500,0.095277,0.312500,0.031250,0.956442,0.687500,0.343750
118742,66.00,0.666667,0.094251,0.303030,0.000000,0.973263,0.666667,0.333333
118743,67.00,0.705882,0.092603,0.294118,0.058824,0.982385,0.705882,0.352941
118744,68.00,0.705882,0.092972,0.294118,0.000000,0.976706,0.705882,0.352941
118745,69.00,0.666667,0.089036,0.277778,0.000000,0.971171,0.666667,0.333333
118746,70.00,0.631579,0.088286,0.263158,0.000000,0.968636,0.631579,0.315789
118747,71.00,0.641026,0.086022,0.256410,0.025641,0.975080,0.641026,0.320513
118748,72.00,0.641026,0.087135,0.256410,0.000000,0.969402,0.641026,0.320513
118749,73.00,0.625000,0.086705,0.250000,0.000000,0.957828,0.625000,0.312500
118750,74.00,0.650000,0.086892,0.250000,0.025000,0.962588,0.650000,0.325000
118751,75.00,0.650000,0.087892,0.250000,0.000000,0.962588,0.650000,0.325000
118752,76.00,0.675000,0.091405,0.250000,0.025000,0.968598,0.675000,0.337500
118753,77.00,0.682927,0.091192,0.243902,0.024390,0.953747,0.682927,0.341463
118754,78.00,0.682927,0.091686,0.243902,0.000000,0.941890,0.682927,0.341463
118755,79.00,0.682927,0.096514,0.243902,0.000000,0.938299,0.682927,0.341463
118756,80.00,0.666667,0.098061,0.238095,0.000000,0.925920,0.666667,0.333333
118757,81.00,0.690476,0.098359,0.238095,0.023810,0.937777,0.690476,0.345238
118758,82.00,0.690476,0.099234,0.238095,0.000000,0.941366,0.690476,0.345238
118759,83.00,0.690476,0.102590,0.238095,0.000000,0.939200,0.690476,0.345238
118760,84.00,0.690476,0.102804,0.238095,0.000000,0.908222,0.690476,0.345238
118761,85.00,0.714286,0.104408,0.238095,0.023810,0.930557,0.714286,0.357143
118762,86.00,0.697674,0.107200,0.232558,0.000000,0.932139,0.697674,0.348837
118763,87.00,0.681818,0.104781,0.227273,0.000000,0.911433,0.681818,0.340909
118764,88.00,0.688889,0.102937,0.222222,0.022222,0.917182,0.688889,0.344444
118765,89.00,0.711111,0.107300,0.222222,0.022222,0.892408,0.711111,0.355556
118766,90.00,0.711111,0.113138,0.222222,0.000000,0.914983,0.711111,0.355556
118767,91.00,0.711111,0.113360,0.222222,0.000000,0.914983,0.711111,0.355556
118768,92.00,0.711111,0.114099,0.222222,0.000000,0.926967,0.711111,0.355556
118769,93.00,0.711111,0.117028,0.222222,0.000000,0.935588,0.711111,0.355556
118770,94.00,0.711111,0.118471,0.222222,0.000000,0.937286,0.711111,0.355556
118771,95.00,0.733333,0.118956,0.222222,0.022222,0.931933,0.733333,0.366667
118772,96.00,0.755556,0.122648,0.222222,0.022222,0.949737,0.755556,0.377778
118773,97.00,0.755556,0.123409,0.222222,0.000000,0.946647,0.755556,0.377778
118774,98.00,0.739130,0.122895,0.217391,0.000000,0.952312,0.739130,0.369565
118775,99.00,0.744681,0.121328,0.212766,0.021277,0.963334,0.744681,0.372340
118776,100.00,0.750000,0.122163,0.208333,0.020833,0.962624,0.750000,0.375000
118777,1.00,0.000000,0.000000,0.500000,0.000000,0.962624,0.000000,0.000000
118778,3.00,0.000000,0.002042,0.600000,0.000000,0.961909,0.000000,0.000000
118779,4.00,0.100000,0.002185,0.600000,0.100000,0.959238,0.100000,0.050000
118780,5.00,0.100000,0.003530,0.600000,0.000000,0.956149,0.100000,0.050000
118781,6.00,0.100000,0.003987,0.600000,0.000000,0.958551,0.100000,0.050000
118782,7.00,0.100000,0.003488,0.700000,0.000000,0.958551,0.100000,0.050000
118783,8.00,0.100000,0.004962,0.800000,0.000000,0.970608,0.100000,0.050000
118784,9.00,0.200000,0.007160,0.700000,0.100000,0.970608,0.200000,0.100000
118785,10.00,0.200000,0.007694,0.800000,0.000000,0.968388,0.200000,0.100000
118786,11.00,0.200000,0.011437,0.800000,0.000000,0.972225,0.200000,0.100000
118787,12.00,0.300000,0.012487,0.700000,0.100000,0.972225,0.300000,0.150000
118788,13.00,0.300000,0.012912,0.700000,0.000000,0.972997,0.300000,0.150000
118789,14.00,0.300000,0.014062,0.700000,0.000000,0.965843,0.300000,0.150000
118790,15.00,0.300000,0.014062,0.700000,0.000000,0.965843,0.300000,0.150000
118791,16.00,0.454545,0.015897,0.545455,0.181818,0.965843,0.454545,0.227273
118792,17.00,0.416667,0.014703,0.583333,0.000000,0.970617,0.416667,0.208333
118793,18.00,0.416667,0.014790,0.583333,0.000000,0.968815,0.416667,0.208333
118794,19.00,0.384615,0.013653,0.615385,0.000000,0.968815,0.384615,0.192308
118795,20.00,0.357143,0.015113,0.642857,0.000000,0.975374,0.357143,0.178571
118796,21.00,0.357143,0.015631,0.642857,0.000000,0.972025,0.357143,0.178571
118797,22.00,0.357143,0.015988,0.642857,0.000000,0.978846,0.357143,0.178571
118798,23.00,0.333333,0.014939,0.666667,0.000000,0.978846,0.333333,0.166667
118799,24.00,0.333333,0.016839,0.666667,0.000000,0.973430,0.333333,0.166667
118800,25.00,0.333333,0.017439,0.666667,0.000000,0.983080,0.333333,0.166667
118801,26.00,0.312500,0.018553,0.625000,0.000000,0.983080,0.312500,0.156250
118802,27.00,0.375000,0.021041,0.625000,0.062500,0.979243,0.375000,0.187500
118803,28.00,0.411765,0.022215,0.588235,0.058824,0.987334,0.411765,0.205882
118804,29.00,0.388889,0.026081,0.555556,0.000000,0.985805,0.388889,0.194444
118805,30.00,0.388889,0.029175,0.555556,0.000000,0.980982,0.388889,0.194444
118806,31.00,0.388889,0.031619,0.555556,0.000000,0.983369,0.388889,0.194444
118807,32.00,0.388889,0.032175,0.555556,0.000000,0.973453,0.388889,0.194444
118808,33.00,0.421053,0.033300,0.526316,0.052632,0.975729,0.421053,0.210526
118809,34.00,0.421053,0.035931,0.526316,0.000000,0.975729,0.421053,0.210526
118810,35.00,0.550000,0.037009,0.450000,0.150000,0.975729,0.550000,0.275000
118811,36.00,0.523810,0.038601,0.476190,0.000000,0.972760,0.523810,0.261905
118812,37.00,0.523810,0.040098,0.476190,0.000000,0.955062,0.523810,0.261905
118813,38.00,0.478261,0.053231,0.434783,0.000000,0.965993,0.478261,0.239130
118814,39.00,0.478261,0.056894,0.434783,0.000000,0.969631,0.478261,0.239130
118815,40.00,0.521739,0.058318,0.434783,0.043478,0.969631,0.521739,0.260870
118816,41.00,0.500000,0.058230,0.416667,0.000000,0.969631,0.500000,0.250000
118817,42.00,0.500000,0.060657,0.416667,0.000000,0.963823,0.500000,0.250000
118818,43.00,0.480000,0.060581,0.400000,0.000000,0.975972,0.480000,0.240000
118819,44.00,0.560000,0.061901,0.400000,0.080000,0.973385,0.560000,0.280000
118820,45.00,0.560000,0.064734,0.400000,0.000000,0.969132,0.560000,0.280000
118821,46.00,0.560000,0.067234,0.400000,0.000000,0.966061,0.560000,0.280000
118822,47.00,0.538462,0.064725,0.384615,0.000000,0.947605,0.538462,0.269231
118823,48.00,0.576923,0.068131,0.384615,0.038462,0.947605,0.576923,0.288462
118824,49.00,0.576923,0.070118,0.384615,0.000000,0.949607,0.576923,0.288462
118825,50.00,0.576923,0.073214,0.384615,0.000000,0.949240,0.576923,0.288462
118826,51.00,0.615385,0.075416,0.384615,0.038462,0.899613,0.615385,0.307692
118827,52.00,0.615385,0.087594,0.384615,0.000000,0.925037,0.615385,0.307692
118828,53.00,0.653846,0.096059,0.346154,0.038462,0.923994,0.653846,0.326923
118829,54.00,0.653846,0.098692,0.346154,0.000000,0.925171,0.653846,0.326923
118830,55.00,0.653846,0.098692,0.346154,0.000000,0.924129,0.653846,0.326923
118831,56.00,0.692308,0.099663,0.307692,0.038462,0.930173,0.692308,0.346154
118832,57.00,0.730769,0.100980,0.269231,0.038462,0.936802,0.730769,0.365385
118833,58.00,0.703704,0.101017,0.296296,0.000000,0.938746,0.703704,0.351852
118834,59.00,0.689655,0.113054,0.310345,0.034483,0.930574,0.689655,0.344828
118835,60.00,0.689655,0.114399,0.310345,0.000000,0.944373,0.689655,0.344828
118836,61.00,0.689655,0.114399,0.310345,0.000000,0.944373,0.689655,0.344828
118837,62.00,0.666667,0.111712,0.333333,0.000000,0.939293,0.666667,0.333333
118838,63.00,0.666667,0.113678,0.333333,0.000000,0.934884,0.666667,0.333333
118839,64.00,0.645161,0.111823,0.322581,0.000000,0.940356,0.645161,0.322581
118840,65.00,0.656250,0.108859,0.312500,0.031250,0.943704,0.656250,0.328125
118841,66.00,0.696970,0.107416,0.303030,0.060606,0.934331,0.696970,0.348485
118842,67.00,0.676471,0.105516,0.294118,0.000000,0.916767,0.676471,0.338235
118843,68.00,0.735294,0.106126,0.264706,0.058824,0.918744,0.735294,0.367647
118844,69.00,0.694444,0.100836,0.277778,0.000000,0.939223,0.694444,0.347222
118845,70.00,0.684211,0.098553,0.263158,0.026316,0.940747,0.684211,0.342105
118846,71.00,0.666667,0.098361,0.256410,0.000000,0.957988,0.666667,0.333333
118847,72.00,0.692308,0.098983,0.256410,0.025641,0.958540,0.692308,0.346154
118848,73.00,0.675000,0.097071,0.250000,0.000000,0.964454,0.675000,0.337500
118849,74.00,0.675000,0.099750,0.250000,0.000000,0.951489,0.675000,0.337500
118850,75.00,0.675000,0.099863,0.250000,0.000000,0.965452,0.675000,0.337500
118851,76.00,0.725000,0.100863,0.250000,0.050000,0.965452,0.725000,0.362500
118852,77.00,0.731707,0.099905,0.243902,0.024390,0.953734,0.731707,0.365854
118853,78.00,0.731707,0.102423,0.243902,0.000000,0.957325,0.731707,0.365854
118854,79.00,0.731707,0.108996,0.243902,0.000000,0.940458,0.731707,0.365854
118855,80.00,0.738095,0.108573,0.238095,0.023810,0.940760,0.738095,0.369048
118856,81.00,0.761905,0.109686,0.238095,0.023810,0.946172,0.761905,0.380952
118857,82.00,0.761905,0.111892,0.238095,0.000000,0.959210,0.761905,0.380952
118858,83.00,0.761905,0.112470,0.238095,0.000000,0.974607,0.761905,0.380952
