# Reward Formula: R_total = R_global / reward_scale
# R_global = w1*CompletedNorm - w2*AvgWaitNorm - w3*WIPNorm + w4*ThroughputDelta + w5*LoadBalance
# Coefficients: w1=1.0, w2=0.0, w3=0.0, w4=0.0, w5=0.0
# reward_scale=2.0
# LoadBalance: lambda_m=0.8, lambda_o=0.2
# CompletedNorm: fraction of jobs completed [0,1]
# AvgWaitNorm: normalized average wait time [0,1]
# WIPNorm: work-in-progress ratio [0,1]
# ThroughputDelta: change in completed jobs (normalized) - immediate feedback!
# LoadBalance: entropy-based load distribution [0,1] - higher is better
#
step,sim_time,CompletedNorm,AvgWaitNorm,WIPNorm,ThroughputDelta,LoadBalance,R_global,R_total
26027,28.00,0.411765,0.058409,0.588235,0.000000,0.974757,0.411765,0.205882
26028,29.00,0.444444,0.059346,0.555556,0.055556,0.980203,0.444444,0.222222
26029,30.00,0.444444,0.061982,0.555556,0.000000,0.986044,0.444444,0.222222
26030,31.00,0.500000,0.062862,0.500000,0.055556,0.986625,0.500000,0.250000
26031,32.00,0.500000,0.065597,0.500000,0.000000,0.986061,0.500000,0.250000
26032,33.00,0.578947,0.062145,0.421053,0.105263,0.991179,0.578947,0.289474
26033,34.00,0.631579,0.065566,0.368421,0.052632,0.993717,0.631579,0.315789
26034,35.00,0.600000,0.064310,0.400000,0.000000,0.995618,0.600000,0.300000
26035,36.00,0.619048,0.065047,0.380952,0.047619,0.995618,0.619048,0.309524
26036,37.00,0.619048,0.066071,0.380952,0.000000,0.996632,0.619048,0.309524
26037,38.00,0.608696,0.060822,0.391304,0.043478,0.994732,0.608696,0.304348
26038,39.00,0.608696,0.061276,0.391304,0.000000,0.992936,0.608696,0.304348
26039,40.00,0.652174,0.063513,0.347826,0.043478,0.992936,0.652174,0.326087
26040,41.00,0.625000,0.062366,0.375000,0.000000,0.993728,0.625000,0.312500
26041,42.00,0.625000,0.065037,0.375000,0.000000,0.993427,0.625000,0.312500
26042,43.00,0.640000,0.064225,0.360000,0.040000,0.994619,0.640000,0.320000
26043,44.00,0.640000,0.066855,0.360000,0.000000,0.993197,0.640000,0.320000
26044,45.00,0.720000,0.067655,0.280000,0.080000,0.993197,0.720000,0.360000
26045,46.00,0.720000,0.068485,0.280000,0.000000,0.993197,0.720000,0.360000
26046,47.00,0.692308,0.069884,0.307692,0.000000,0.992090,0.692308,0.346154
26047,48.00,0.692308,0.085059,0.307692,0.000000,0.982108,0.692308,0.346154
26048,49.00,0.692308,0.085521,0.307692,0.000000,0.979471,0.692308,0.346154
26049,50.00,0.692308,0.085915,0.307692,0.000000,0.979471,0.692308,0.346154
26050,51.00,0.769231,0.090800,0.230769,0.076923,0.988616,0.769231,0.384615
26051,53.00,0.769231,0.092798,0.230769,0.000000,0.989521,0.769231,0.384615
26052,54.00,0.807692,0.093163,0.192308,0.038462,0.981135,0.807692,0.403846
26053,55.00,0.807692,0.094863,0.192308,0.000000,0.976954,0.807692,0.403846
26054,56.00,0.807692,0.094933,0.192308,0.000000,0.974843,0.807692,0.403846
26055,57.00,0.807692,0.095683,0.192308,0.000000,0.974843,0.807692,0.403846
26056,58.00,0.777778,0.094824,0.222222,0.000000,0.981493,0.777778,0.388889
26057,59.00,0.758621,0.088651,0.241379,0.034483,0.959039,0.758621,0.379310
26058,60.00,0.793103,0.088864,0.206897,0.034483,0.958700,0.793103,0.396552
26059,61.00,0.793103,0.089579,0.206897,0.000000,0.958700,0.793103,0.396552
26060,62.00,0.800000,0.087544,0.200000,0.033333,0.952022,0.800000,0.400000
26061,63.00,0.800000,0.088901,0.200000,0.000000,0.960006,0.800000,0.400000
26062,64.00,0.806452,0.086170,0.193548,0.032258,0.955703,0.806452,0.403226
26063,65.00,0.812500,0.084415,0.187500,0.031250,0.955703,0.812500,0.406250
26064,66.00,0.787879,0.083324,0.212121,0.000000,0.963206,0.787879,0.393939
26065,67.00,0.794118,0.081703,0.205882,0.029412,0.955863,0.794118,0.397059
26066,68.00,0.823529,0.081756,0.176471,0.029412,0.955034,0.823529,0.411765
26067,69.00,0.777778,0.078346,0.222222,0.000000,0.955017,0.777778,0.388889
26068,70.00,0.736842,0.075096,0.263158,0.000000,0.947084,0.736842,0.368421
26069,71.00,0.717949,0.073170,0.256410,0.000000,0.947084,0.717949,0.358974
26070,72.00,0.717949,0.074260,0.256410,0.000000,0.966853,0.717949,0.358974
26071,73.00,0.700000,0.074883,0.250000,0.000000,0.973855,0.700000,0.350000
26072,74.00,0.700000,0.076279,0.250000,0.000000,0.974098,0.700000,0.350000
26073,75.00,0.725000,0.077074,0.250000,0.025000,0.972363,0.725000,0.362500
26074,76.00,0.750000,0.078654,0.250000,0.025000,0.965657,0.750000,0.375000
26075,77.00,0.731707,0.078406,0.243902,0.000000,0.950911,0.731707,0.365854
26076,78.00,0.731707,0.080857,0.243902,0.000000,0.950911,0.731707,0.365854
26077,79.00,0.756098,0.081266,0.243902,0.024390,0.956831,0.756098,0.378049
26078,80.00,0.738095,0.083491,0.238095,0.000000,0.970737,0.738095,0.369048
26079,81.00,0.738095,0.083729,0.238095,0.000000,0.962663,0.738095,0.369048
26080,82.00,0.738095,0.085199,0.238095,0.000000,0.954611,0.738095,0.369048
26081,83.00,0.738095,0.086889,0.238095,0.000000,0.952140,0.738095,0.369048
26082,84.00,0.738095,0.090260,0.238095,0.000000,0.939818,0.738095,0.369048
26083,85.00,0.761905,0.093861,0.238095,0.023810,0.957927,0.761905,0.380952
26084,86.00,0.744186,0.091969,0.232558,0.000000,0.950997,0.744186,0.372093
26085,87.00,0.727273,0.091339,0.227273,0.000000,0.950384,0.727273,0.363636
26086,88.00,0.711111,0.091409,0.222222,0.000000,0.960317,0.711111,0.355556
26087,89.00,0.733333,0.091793,0.222222,0.022222,0.925456,0.733333,0.366667
26088,90.00,0.733333,0.094379,0.222222,0.000000,0.927824,0.733333,0.366667
26089,91.00,0.733333,0.097416,0.222222,0.000000,0.933457,0.733333,0.366667
26090,92.00,0.733333,0.099961,0.222222,0.000000,0.946161,0.733333,0.366667
26091,93.00,0.733333,0.101472,0.222222,0.000000,0.956474,0.733333,0.366667
26092,94.00,0.755556,0.101695,0.222222,0.022222,0.958190,0.755556,0.377778
26093,95.00,0.755556,0.106267,0.222222,0.000000,0.960899,0.755556,0.377778
26094,96.00,0.777778,0.106890,0.222222,0.022222,0.960029,0.777778,0.388889
26095,97.00,0.777778,0.106967,0.222222,0.000000,0.965408,0.777778,0.388889
26096,98.00,0.760870,0.106141,0.217391,0.000000,0.965408,0.760870,0.380435
26097,99.00,0.744681,0.106191,0.212766,0.000000,0.956790,0.744681,0.372340
26098,100.00,0.729167,0.104604,0.208333,0.000000,0.956790,0.729167,0.364583
26099,1.00,0.000000,0.000000,0.500000,0.000000,0.956790,0.000000,0.000000
26100,3.00,0.000000,0.003708,0.600000,0.000000,0.958893,0.000000,0.000000
26101,4.00,0.100000,0.007607,0.600000,0.100000,0.958893,0.100000,0.050000
26102,5.00,0.100000,0.010500,0.600000,0.000000,0.956540,0.100000,0.050000
26103,6.00,0.100000,0.022071,0.600000,0.000000,0.966973,0.100000,0.050000
26104,7.00,0.100000,0.024146,0.700000,0.000000,0.967843,0.100000,0.050000
26105,8.00,0.100000,0.021546,0.800000,0.000000,0.966319,0.100000,0.050000
26106,9.00,0.100000,0.028379,0.800000,0.000000,0.966319,0.100000,0.050000
26107,10.00,0.100000,0.026541,0.900000,0.000000,0.966319,0.100000,0.050000
26108,11.00,0.100000,0.032500,0.900000,0.000000,0.954648,0.100000,0.050000
26109,12.00,0.200000,0.042830,0.800000,0.100000,0.962396,0.200000,0.100000
26110,13.00,0.200000,0.055408,0.800000,0.000000,0.963942,0.200000,0.100000
26111,14.00,0.200000,0.055833,0.800000,0.000000,0.965067,0.200000,0.100000
26112,15.00,0.200000,0.057508,0.800000,0.000000,0.957223,0.200000,0.100000
26113,16.00,0.181818,0.057924,0.818182,0.000000,0.966279,0.181818,0.090909
26114,17.00,0.166667,0.055097,0.833333,0.000000,0.985621,0.166667,0.083333
26115,18.00,0.250000,0.057410,0.750000,0.083333,0.973021,0.250000,0.125000
26116,19.00,0.230769,0.053763,0.769231,0.000000,0.968646,0.230769,0.115385
26117,20.00,0.285714,0.054731,0.714286,0.071429,0.971995,0.285714,0.142857
26118,21.00,0.285714,0.055686,0.714286,0.000000,0.968646,0.285714,0.142857
26119,22.00,0.357143,0.056472,0.642857,0.071429,0.968646,0.357143,0.178571
26120,23.00,0.400000,0.053507,0.600000,0.066667,0.975206,0.400000,0.200000
26121,24.00,0.400000,0.058277,0.600000,0.000000,0.977872,0.400000,0.200000
26122,25.00,0.400000,0.063730,0.600000,0.000000,0.968803,0.400000,0.200000
26123,26.00,0.437500,0.059747,0.562500,0.062500,0.965025,0.437500,0.218750
26124,27.00,0.437500,0.060447,0.562500,0.000000,0.979257,0.437500,0.218750
26125,28.00,0.411765,0.058185,0.588235,0.000000,0.975726,0.411765,0.205882
26126,29.00,0.388889,0.064216,0.555556,0.000000,0.971319,0.388889,0.194444
26127,30.00,0.444444,0.067105,0.555556,0.055556,0.975291,0.444444,0.222222
26128,31.00,0.500000,0.067661,0.500000,0.055556,0.968017,0.500000,0.250000
26129,32.00,0.555556,0.070732,0.444444,0.055556,0.966805,0.555556,0.277778
26130,33.00,0.526316,0.068588,0.473684,0.000000,0.967670,0.526316,0.263158
26131,34.00,0.526316,0.074129,0.473684,0.000000,0.967670,0.526316,0.263158
26132,35.00,0.500000,0.072660,0.500000,0.000000,0.967670,0.500000,0.250000
26133,36.00,0.571429,0.073095,0.428571,0.095238,0.958649,0.571429,0.285714
26134,37.00,0.571429,0.076797,0.428571,0.000000,0.931204,0.571429,0.285714
26135,38.00,0.521739,0.071747,0.434783,0.000000,0.924766,0.521739,0.260870
26136,39.00,0.565217,0.086982,0.434783,0.043478,0.918075,0.565217,0.282609
26137,40.00,0.565217,0.089264,0.434783,0.000000,0.911093,0.565217,0.282609
26138,41.00,0.583333,0.087783,0.416667,0.041667,0.939576,0.583333,0.291667
26139,42.00,0.583333,0.088949,0.416667,0.000000,0.949634,0.583333,0.291667
26140,43.00,0.560000,0.087825,0.400000,0.000000,0.935887,0.560000,0.280000
26141,44.00,0.560000,0.089295,0.400000,0.000000,0.932978,0.560000,0.280000
26142,45.00,0.560000,0.095405,0.400000,0.000000,0.929732,0.560000,0.280000
26143,46.00,0.560000,0.096115,0.400000,0.000000,0.902307,0.560000,0.280000
26144,47.00,0.538462,0.093784,0.384615,0.000000,0.908590,0.538462,0.269231
26145,48.00,0.538462,0.094553,0.384615,0.000000,0.908590,0.538462,0.269231
26146,49.00,0.576923,0.100299,0.384615,0.038462,0.925034,0.576923,0.288462
26147,50.00,0.576923,0.103128,0.384615,0.000000,0.925034,0.576923,0.288462
26148,51.00,0.615385,0.103513,0.384615,0.038462,0.934539,0.615385,0.307692
26149,52.00,0.653846,0.104744,0.346154,0.038462,0.923118,0.653846,0.326923
26150,53.00,0.692308,0.110048,0.307692,0.038462,0.926785,0.692308,0.346154
26151,54.00,0.692308,0.110048,0.307692,0.000000,0.935935,0.692308,0.346154
26152,55.00,0.730769,0.118034,0.269231,0.038462,0.917089,0.730769,0.365385
26153,56.00,0.769231,0.118419,0.230769,0.038462,0.917089,0.769231,0.384615
26154,57.00,0.769231,0.119852,0.230769,0.000000,0.927250,0.769231,0.384615
26155,58.00,0.777778,0.116180,0.222222,0.037037,0.927250,0.777778,0.388889
26156,59.00,0.724138,0.109913,0.275862,0.000000,0.941832,0.724138,0.362069
26157,60.00,0.724138,0.110069,0.275862,0.000000,0.954768,0.724138,0.362069
26158,61.00,0.724138,0.110624,0.275862,0.000000,0.951431,0.724138,0.362069
26159,62.00,0.700000,0.108201,0.300000,0.000000,0.952134,0.700000,0.350000
26160,63.00,0.733333,0.108284,0.266667,0.033333,0.958061,0.733333,0.366667
26161,64.00,0.709677,0.105557,0.290323,0.000000,0.957338,0.709677,0.354839
26162,65.00,0.718750,0.103462,0.281250,0.031250,0.940603,0.718750,0.359375
26163,66.00,0.727273,0.100530,0.272727,0.030303,0.961339,0.727273,0.363636
26164,67.00,0.705882,0.097810,0.294118,0.000000,0.950839,0.705882,0.352941
26165,68.00,0.735294,0.098921,0.264706,0.029412,0.950839,0.735294,0.367647
26166,69.00,0.694444,0.094258,0.277778,0.000000,0.950839,0.694444,0.347222
26167,70.00,0.657895,0.092946,0.263158,0.000000,0.937691,0.657895,0.328947
26168,71.00,0.666667,0.091885,0.256410,0.025641,0.943080,0.666667,0.333333
26169,72.00,0.666667,0.092250,0.256410,0.000000,0.943247,0.666667,0.333333
26170,73.00,0.675000,0.090444,0.250000,0.025000,0.930311,0.675000,0.337500
26171,74.00,0.675000,0.092520,0.250000,0.000000,0.943247,0.675000,0.337500
26172,75.00,0.675000,0.094233,0.250000,0.000000,0.948092,0.675000,0.337500
26173,76.00,0.675000,0.096020,0.250000,0.000000,0.934980,0.675000,0.337500
26174,77.00,0.682927,0.094026,0.243902,0.024390,0.938758,0.682927,0.341463
26175,78.00,0.682927,0.097071,0.243902,0.000000,0.944618,0.682927,0.341463
26176,79.00,0.707317,0.099973,0.243902,0.024390,0.938597,0.707317,0.353659
26177,80.00,0.690476,0.097819,0.238095,0.000000,0.924876,0.690476,0.345238
26178,81.00,0.690476,0.099236,0.238095,0.000000,0.930419,0.690476,0.345238
26179,82.00,0.714286,0.102627,0.238095,0.023810,0.917557,0.714286,0.357143
26180,83.00,0.714286,0.103038,0.238095,0.000000,0.895287,0.714286,0.357143
26181,84.00,0.714286,0.106885,0.238095,0.000000,0.895287,0.714286,0.357143
26182,85.00,0.714286,0.107785,0.238095,0.000000,0.932458,0.714286,0.357143
26183,86.00,0.697674,0.105511,0.232558,0.000000,0.923702,0.697674,0.348837
26184,87.00,0.704545,0.103479,0.227273,0.022727,0.926792,0.704545,0.352273
26185,88.00,0.688889,0.107437,0.222222,0.000000,0.929909,0.688889,0.344444
26186,89.00,0.688889,0.111866,0.222222,0.000000,0.946155,0.688889,0.344444
26187,90.00,0.688889,0.112088,0.222222,0.000000,0.946155,0.688889,0.344444
26188,91.00,0.688889,0.112788,0.222222,0.000000,0.955349,0.688889,0.344444
26189,92.00,0.688889,0.113757,0.222222,0.000000,0.943063,0.688889,0.344444
26190,93.00,0.733333,0.115029,0.222222,0.044444,0.941139,0.733333,0.366667
26191,94.00,0.755556,0.117060,0.222222,0.022222,0.951322,0.755556,0.377778
26192,95.00,0.755556,0.120931,0.222222,0.000000,0.947824,0.755556,0.377778
26193,96.00,0.755556,0.121820,0.222222,0.000000,0.966704,0.755556,0.377778
26194,97.00,0.755556,0.125934,0.222222,0.000000,0.961025,0.755556,0.377778
26195,98.00,0.739130,0.123414,0.217391,0.000000,0.951464,0.739130,0.369565
26196,99.00,0.765957,0.122011,0.212766,0.042553,0.951464,0.765957,0.382979
26197,100.00,0.750000,0.122671,0.208333,0.000000,0.955238,0.750000,0.375000
26198,1.00,0.000000,0.000000,0.500000,0.000000,0.955238,0.000000,0.000000
26199,3.00,0.000000,0.003708,0.600000,0.000000,0.965710,0.000000,0.000000
26200,4.00,0.100000,0.004220,0.600000,0.100000,0.975359,0.100000,0.050000
26201,5.00,0.100000,0.005256,0.600000,0.000000,0.968914,0.100000,0.050000
26202,6.00,0.100000,0.007899,0.600000,0.000000,0.968145,0.100000,0.050000
26203,7.00,0.200000,0.010588,0.600000,0.100000,0.973824,0.200000,0.100000
26204,8.00,0.200000,0.010079,0.700000,0.000000,0.974795,0.200000,0.100000
26205,9.00,0.300000,0.013814,0.600000,0.100000,0.979619,0.300000,0.150000
26206,10.00,0.400000,0.012433,0.600000,0.100000,0.979619,0.400000,0.200000
26207,11.00,0.400000,0.012683,0.600000,0.000000,0.973269,0.400000,0.200000
26208,12.00,0.400000,0.013892,0.600000,0.000000,0.978139,0.400000,0.200000
26209,13.00,0.400000,0.014317,0.600000,0.000000,0.978139,0.400000,0.200000
26210,14.00,0.400000,0.015742,0.600000,0.000000,0.980288,0.400000,0.200000
26211,15.00,0.500000,0.018967,0.500000,0.100000,0.981305,0.500000,0.250000
26212,16.00,0.454545,0.017242,0.545455,0.000000,0.981305,0.454545,0.227273
26213,17.00,0.500000,0.016728,0.500000,0.083333,0.972975,0.500000,0.250000
26214,18.00,0.500000,0.016728,0.500000,0.000000,0.972975,0.500000,0.250000
26215,19.00,0.461538,0.016806,0.538462,0.000000,0.979619,0.461538,0.230769
26216,20.00,0.428571,0.018760,0.571429,0.000000,0.982641,0.428571,0.214286
26217,21.00,0.428571,0.019063,0.571429,0.000000,0.985733,0.428571,0.214286
26218,22.00,0.428571,0.019777,0.571429,0.000000,0.985733,0.428571,0.214286
26219,23.00,0.466667,0.018726,0.533333,0.066667,0.987532,0.466667,0.233333
26220,24.00,0.466667,0.020344,0.533333,0.000000,0.989266,0.466667,0.233333
26221,25.00,0.466667,0.020344,0.533333,0.000000,0.989266,0.466667,0.233333
26222,26.00,0.500000,0.021072,0.500000,0.062500,0.989458,0.500000,0.250000
26223,27.00,0.500000,0.026739,0.500000,0.000000,0.989229,0.500000,0.250000
26224,28.00,0.529412,0.026093,0.470588,0.058824,0.988240,0.529412,0.264706
26225,29.00,0.500000,0.026612,0.500000,0.000000,0.988240,0.500000,0.250000
26226,30.00,0.500000,0.028000,0.500000,0.000000,0.982873,0.500000,0.250000
26227,31.00,0.555556,0.029514,0.444444,0.055556,0.977334,0.555556,0.277778
26228,32.00,0.555556,0.035500,0.444444,0.000000,0.980102,0.555556,0.277778
26229,33.00,0.631579,0.036800,0.368421,0.105263,0.973308,0.631579,0.315789
26230,34.00,0.631579,0.038263,0.368421,0.000000,0.974852,0.631579,0.315789
26231,35.00,0.600000,0.036872,0.400000,0.000000,0.974852,0.600000,0.300000
26232,36.00,0.571429,0.035490,0.428571,0.000000,0.974852,0.571429,0.285714
26233,37.00,0.619048,0.036514,0.380952,0.047619,0.975899,0.619048,0.309524
26234,38.00,0.652174,0.033813,0.347826,0.086957,0.972722,0.652174,0.326087
26235,39.00,0.652174,0.034268,0.347826,0.000000,0.969769,0.652174,0.326087
26236,40.00,0.695652,0.036428,0.304348,0.043478,0.969769,0.695652,0.347826
26237,41.00,0.666667,0.036066,0.333333,0.000000,0.969340,0.666667,0.333333
26238,42.00,0.666667,0.038620,0.333333,0.000000,0.977324,0.666667,0.333333
26239,43.00,0.680000,0.037075,0.320000,0.040000,0.976569,0.680000,0.340000
26240,45.00,0.720000,0.038440,0.280000,0.040000,0.980286,0.720000,0.360000
26241,47.00,0.730769,0.038752,0.269231,0.038462,0.981393,0.730769,0.365385
26242,48.00,0.769231,0.040059,0.230769,0.038462,0.981393,0.769231,0.384615
26243,49.00,0.769231,0.041607,0.230769,0.000000,0.983601,0.769231,0.384615
26244,50.00,0.769231,0.057771,0.230769,0.000000,0.982167,0.769231,0.384615
26245,51.00,0.769231,0.059413,0.230769,0.000000,0.982670,0.769231,0.384615
26246,52.00,0.769231,0.059759,0.230769,0.000000,0.983173,0.769231,0.384615
26247,53.00,0.769231,0.060125,0.230769,0.000000,0.978030,0.769231,0.384615
26248,54.00,0.769231,0.060875,0.230769,0.000000,0.978030,0.769231,0.384615
26249,55.00,0.807692,0.062048,0.192308,0.038462,0.979764,0.807692,0.403846
26250,56.00,0.846154,0.063259,0.153846,0.038462,0.978170,0.846154,0.423077
26251,57.00,0.846154,0.063259,0.153846,0.000000,0.978170,0.846154,0.423077
26252,58.00,0.814815,0.061354,0.185185,0.000000,0.978170,0.814815,0.407407
26253,59.00,0.758621,0.059153,0.241379,0.000000,0.980236,0.758621,0.379310
26254,61.00,0.827586,0.059800,0.172414,0.068966,0.987007,0.827586,0.413793
26255,62.00,0.800000,0.059121,0.200000,0.000000,0.988879,0.800000,0.400000
26256,63.00,0.800000,0.059121,0.200000,0.000000,0.988879,0.800000,0.400000
26257,64.00,0.806452,0.057730,0.193548,0.032258,0.984779,0.806452,0.403226
26258,65.00,0.781250,0.057056,0.218750,0.000000,0.985684,0.781250,0.390625
26259,66.00,0.757576,0.055833,0.242424,0.000000,0.983184,0.757576,0.378788
26260,67.00,0.764706,0.054748,0.235294,0.029412,0.983805,0.764706,0.382353
26261,68.00,0.764706,0.055390,0.235294,0.000000,0.983805,0.764706,0.382353
26262,69.00,0.722222,0.053474,0.277778,0.000000,0.985400,0.722222,0.361111
26263,70.00,0.710526,0.050923,0.263158,0.026316,0.980579,0.710526,0.355263
26264,71.00,0.692308,0.051133,0.256410,0.000000,0.985662,0.692308,0.346154
26265,72.00,0.692308,0.052107,0.256410,0.000000,0.975345,0.692308,0.346154
26266,73.00,0.700000,0.051123,0.250000,0.025000,0.974348,0.700000,0.350000
26267,74.00,0.725000,0.052913,0.250000,0.025000,0.978555,0.725000,0.362500
26268,75.00,0.725000,0.074782,0.250000,0.000000,0.969027,0.725000,0.362500
26269,76.00,0.750000,0.076729,0.250000,0.025000,0.971157,0.750000,0.375000
26270,77.00,0.731707,0.075589,0.243902,0.000000,0.966662,0.731707,0.365854
26271,78.00,0.731707,0.077477,0.243902,0.000000,0.963890,0.731707,0.365854
26272,79.00,0.731707,0.079746,0.243902,0.000000,0.964531,0.731707,0.365854
26273,80.00,0.714286,0.079899,0.238095,0.000000,0.965417,0.714286,0.357143
26274,81.00,0.714286,0.081253,0.238095,0.000000,0.960940,0.714286,0.357143
26275,82.00,0.738095,0.083085,0.238095,0.023810,0.966961,0.738095,0.369048
26276,83.00,0.761905,0.083085,0.238095,0.023810,0.966961,0.761905,0.380952
26277,84.00,0.761905,0.084728,0.238095,0.000000,0.964885,0.761905,0.380952
26278,85.00,0.761905,0.086820,0.238095,0.000000,0.969357,0.761905,0.380952
26279,86.00,0.744186,0.085051,0.232558,0.000000,0.968958,0.744186,0.372093
26280,87.00,0.727273,0.083857,0.227273,0.000000,0.972703,0.727273,0.363636
26281,88.00,0.733333,0.084328,0.222222,0.022222,0.967260,0.733333,0.366667
26282,89.00,0.733333,0.085089,0.222222,0.000000,0.976903,0.733333,0.366667
26283,90.00,0.755556,0.091381,0.222222,0.022222,0.957201,0.755556,0.377778
26284,91.00,0.755556,0.092275,0.222222,0.000000,0.958882,0.755556,0.377778
26285,92.00,0.755556,0.093387,0.222222,0.000000,0.968202,0.755556,0.377778
26286,93.00,0.755556,0.097108,0.222222,0.000000,0.980687,0.755556,0.377778
26287,94.00,0.777778,0.097319,0.222222,0.022222,0.973848,0.777778,0.388889
26288,95.00,0.777778,0.099738,0.222222,0.000000,0.974955,0.777778,0.388889
26289,96.00,0.777778,0.100277,0.222222,0.000000,0.966718,0.777778,0.388889
26290,97.00,0.777778,0.100816,0.222222,0.000000,0.943389,0.777778,0.388889
26291,98.00,0.782609,0.099456,0.217391,0.021739,0.942265,0.782609,0.391304
26292,99.00,0.765957,0.098116,0.212766,0.000000,0.942265,0.765957,0.382979
26293,100.00,0.750000,0.096489,0.208333,0.000000,0.953757,0.750000,0.375000
26294,1.00,0.000000,0.000000,0.500000,0.000000,0.953757,0.000000,0.000000
26295,2.00,0.000000,0.004000,0.500000,0.000000,0.953597,0.000000,0.000000
26296,3.00,0.000000,0.007800,0.600000,0.000000,0.953597,0.000000,0.000000
26297,4.00,0.000000,0.009006,0.700000,0.000000,0.947089,0.000000,0.000000
26298,5.00,0.000000,0.015835,0.700000,0.000000,0.949085,0.000000,0.000000
26299,6.00,0.000000,0.017870,0.700000,0.000000,0.958426,0.000000,0.000000
26300,7.00,0.000000,0.022720,0.800000,0.000000,0.951159,0.000000,0.000000
26301,8.00,0.000000,0.028806,0.900000,0.000000,0.951950,0.000000,0.000000
26302,9.00,0.100000,0.028806,0.800000,0.100000,0.951158,0.100000,0.050000
26303,10.00,0.100000,0.027926,0.900000,0.000000,0.951158,0.100000,0.050000
26304,11.00,0.200000,0.038088,0.800000,0.100000,0.933746,0.200000,0.100000
26305,13.00,0.300000,0.041813,0.700000,0.100000,0.944318,0.300000,0.150000
26306,14.00,0.400000,0.045022,0.600000,0.100000,0.950518,0.400000,0.200000
26307,15.00,0.400000,0.048322,0.600000,0.000000,0.958891,0.400000,0.200000
26308,16.00,0.363636,0.045360,0.636364,0.000000,0.962894,0.363636,0.181818
26309,17.00,0.333333,0.041789,0.666667,0.000000,0.978340,0.333333,0.166667
26310,18.00,0.333333,0.043232,0.666667,0.000000,0.978340,0.333333,0.166667
26311,19.00,0.384615,0.043291,0.615385,0.076923,0.969225,0.384615,0.192308
26312,20.00,0.357143,0.042113,0.642857,0.000000,0.967630,0.357143,0.178571
26313,21.00,0.357143,0.045506,0.642857,0.000000,0.967806,0.357143,0.178571
26314,22.00,0.357143,0.046934,0.642857,0.000000,0.963204,0.357143,0.178571
26315,23.00,0.400000,0.045580,0.600000,0.066667,0.963204,0.400000,0.200000
26316,24.00,0.533333,0.046914,0.466667,0.133333,0.963204,0.533333,0.266667
26317,25.00,0.533333,0.052037,0.466667,0.000000,0.963712,0.533333,0.266667
26318,26.00,0.500000,0.049410,0.500000,0.000000,0.963712,0.500000,0.250000
26319,27.00,0.500000,0.052797,0.500000,0.000000,0.984231,0.500000,0.250000
26320,28.00,0.470588,0.050220,0.529412,0.000000,0.979987,0.470588,0.235294
26321,29.00,0.444444,0.051320,0.555556,0.000000,0.979987,0.444444,0.222222
26322,30.00,0.444444,0.054333,0.555556,0.000000,0.973473,0.444444,0.222222
26323,31.00,0.500000,0.054333,0.500000,0.055556,0.972703,0.500000,0.250000
26324,32.00,0.555556,0.055419,0.444444,0.055556,0.971951,0.555556,0.277778
26325,33.00,0.526316,0.055134,0.473684,0.000000,0.969875,0.526316,0.263158
26326,34.00,0.526316,0.060621,0.473684,0.000000,0.973996,0.526316,0.263158
26327,35.00,0.500000,0.062180,0.500000,0.000000,0.976458,0.500000,0.250000
26328,36.00,0.523810,0.059695,0.476190,0.047619,0.976458,0.523810,0.261905
26329,37.00,0.571429,0.062310,0.428571,0.047619,0.977707,0.571429,0.285714
26330,38.00,0.608696,0.058769,0.391304,0.086957,0.975465,0.608696,0.304348
26331,39.00,0.608696,0.060936,0.391304,0.000000,0.973946,0.608696,0.304348
26332,40.00,0.608696,0.061641,0.391304,0.000000,0.972668,0.608696,0.304348
26333,41.00,0.583333,0.059918,0.416667,0.000000,0.976017,0.583333,0.291667
26334,42.00,0.583333,0.060314,0.416667,0.000000,0.980378,0.583333,0.291667
26335,43.00,0.600000,0.061909,0.400000,0.040000,0.980378,0.600000,0.300000
26336,44.00,0.600000,0.063289,0.400000,0.000000,0.979043,0.600000,0.300000
26337,45.00,0.600000,0.066919,0.400000,0.000000,0.974496,0.600000,0.300000
26338,46.00,0.640000,0.069177,0.360000,0.040000,0.960555,0.640000,0.320000
26339,47.00,0.653846,0.069273,0.346154,0.038462,0.965450,0.653846,0.326923
26340,48.00,0.692308,0.073080,0.307692,0.038462,0.967269,0.692308,0.346154
26341,49.00,0.692308,0.073244,0.307692,0.000000,0.967269,0.692308,0.346154
26342,50.00,0.692308,0.074013,0.307692,0.000000,0.967269,0.692308,0.346154
26343,51.00,0.692308,0.076609,0.307692,0.000000,0.973328,0.692308,0.346154
26344,52.00,0.730769,0.076994,0.269231,0.038462,0.973328,0.730769,0.365385
26345,53.00,0.769231,0.076994,0.230769,0.038462,0.973328,0.769231,0.384615
26346,54.00,0.769231,0.078109,0.230769,0.000000,0.970422,0.769231,0.384615
26347,55.00,0.769231,0.078975,0.230769,0.000000,0.970216,0.769231,0.384615
26348,57.00,0.807692,0.082233,0.192308,0.038462,0.970216,0.807692,0.403846
26349,58.00,0.777778,0.079446,0.222222,0.000000,0.978271,0.777778,0.388889
26350,59.00,0.758621,0.074187,0.241379,0.034483,0.972422,0.758621,0.379310
