epoch,std,cv,range,mean
69,0.1571234018216255,0.3429443902165739,0.46774999999999994,0.45816
70,0.15388775259909412,0.3396630746459501,0.42079999999999995,0.45305999999999996
71,0.13310338463014373,0.29434627295476273,0.3834999999999999,0.45220000000000005
72,0.15731831934012008,0.3624679031844617,0.43410000000000004,0.43402
73,0.11958543138693778,0.2608245139194699,0.32870000000000005,0.45849
74,0.15558899896843606,0.3563079647524127,0.42579999999999996,0.43667
75,0.13376595007699077,0.3004356079350255,0.38624999999999987,0.4452400000000001
76,0.13978759959309692,0.32512524617536204,0.4074499999999999,0.42995
77,0.17602175604168932,0.4032848902368761,0.49549999999999994,0.43647
78,0.13723252311314546,0.31784445783107623,0.41335000000000005,0.43176
79,0.18902313085969136,0.4268333089300923,0.5106,0.44284999999999997
80,0.16079285618459552,0.3899710326556934,0.4124000000000001,0.4123200000000001
81,0.18017739702859512,0.4278833432961959,0.47739999999999994,0.42108999999999996
82,0.19975101251307842,0.4867820458464199,0.5639500000000001,0.41035000000000005
83,0.13802362986097708,0.31029794712568753,0.38115000000000004,0.44481000000000004
84,0.1789941434796122,0.4237952066474387,0.5018,0.42236
85,0.15154986440112708,0.35267939866683834,0.44095,0.4297099999999999
86,0.16947673468650495,0.38276471912393556,0.5089999999999999,0.44277
87,0.18669347712226048,0.43431228102698666,0.5401999999999999,0.42985999999999996
88,0.1520791458418938,0.3453753908248218,0.42105000000000004,0.44033
89,0.17585627085776606,0.39398738850177234,0.4642999999999999,0.44634999999999997
90,0.15090812436711284,0.3475143911735471,0.41674999999999995,0.43425
91,0.14481208720269173,0.32283052188664363,0.3994499999999999,0.44856999999999997
92,0.15854076762776195,0.35479639169242905,0.45320000000000005,0.4468500000000001
93,0.16754043571627714,0.3677600274738836,0.47009999999999996,0.45557
94,0.16265490585899953,0.3615276518837091,0.44659999999999994,0.4499099999999999
95,0.1871559868131394,0.45156586115219655,0.52085,0.41446000000000005
96,0.20003201143816957,0.4666340341945309,0.5710999999999999,0.42867
97,0.19758579807263477,0.4637293420780952,0.56905,0.42607999999999996
98,0.20904513531771074,0.5397917094474417,0.5743499999999999,0.38727
99,0.18579172102114774,0.44176170678162435,0.5421499999999999,0.42057
100,0.1882622330686641,0.4575691062333855,0.5490999999999999,0.41144
101,0.1865768109921487,0.42125219794574226,0.5077999999999999,0.44291
102,0.1812035137628407,0.4274776799708432,0.49234999999999995,0.42388999999999993
103,0.17209591046855238,0.40546581488208555,0.5191,0.42444
104,0.11872075050301861,0.27187127989149634,0.3242499999999999,0.43667999999999996
105,0.150026066401809,0.3497763368502495,0.42215,0.4289199999999999
106,0.15788296804912175,0.3628826148044538,0.4376,0.43507999999999997
107,0.11113736815311041,0.24371160947570375,0.28095000000000003,0.45602
108,0.09482510216182213,0.2099758683831314,0.24830000000000008,0.4516
109,0.15453692439025696,0.34676747310727474,0.40804999999999997,0.44564999999999994
110,0.08724344903773576,0.19341872264828577,0.24804999999999994,0.4510599999999999
111,0.12419269865817394,0.290448089661063,0.3188,0.42759
112,0.13974478666483414,0.31515930327424757,0.3610500000000001,0.4434100000000001
113,0.10026592142896812,0.22438384565059438,0.2666000000000001,0.4468500000000001
114,0.09267432546288103,0.2104178313531799,0.2598,0.44043
115,0.11710439103637404,0.25515162767207167,0.2804,0.4589600000000001
116,0.07880763541688077,0.1809963836771796,0.20679999999999998,0.43540999999999996
117,0.11134619257073858,0.24905205460038154,0.3043,0.44708
118,0.09595838368793004,0.22048754322724673,0.2747,0.43521
119,0.10718625191693197,0.24077599999310814,0.26805,0.44517000000000007
120,0.06250634687773712,0.14132435026280749,0.15534999999999988,0.44229
121,0.06917369153081249,0.15649448335100785,0.15494999999999992,0.44201999999999997
122,0.10031467489854114,0.2260357703887813,0.2704,0.4438
123,0.15468490553379796,0.3448938807888472,0.39259999999999995,0.44849999999999995
124,0.10900607322530245,0.24870196948506149,0.3192,0.4383
125,0.10497303749058613,0.22539462240050276,0.22195000000000004,0.4657299999999999
126,0.1359005886668634,0.2973429354925356,0.38969999999999994,0.45705
127,0.1239550136138107,0.28733863467815823,0.31215000000000004,0.43139000000000005
128,0.10833420327855833,0.24879820701044558,0.28900000000000003,0.43543000000000004
129,0.1129874878028536,0.24597789829506161,0.3003999999999999,0.45933999999999997
130,0.10622652399471612,0.23884010251532536,0.26744999999999997,0.44476000000000004
131,0.11185096155152172,0.26143786445906486,0.2793499999999999,0.42783
132,0.12300268452355015,0.275044575308133,0.28840000000000005,0.44721
133,0.14853486661386947,0.33929112022904084,0.3964,0.43777999999999995
134,0.14842627799685607,0.349361605265049,0.33160000000000006,0.42485
135,0.15182131075708707,0.33756072295688155,0.3791,0.44976000000000005
136,0.08764001026928282,0.19779279665368849,0.22099999999999997,0.44308999999999993
137,0.12478278166477937,0.2865407864075948,0.29264999999999997,0.4354799999999999
138,0.10709093145546918,0.24004960874981884,0.24904999999999994,0.44611999999999996
139,0.13594613859907903,0.30679305515228167,0.3238,0.44311999999999996
140,0.10177328431371367,0.22558135542537833,0.28164999999999996,0.45115999999999995
141,0.11703142483965577,0.26003516162212986,0.3132,0.45006
142,0.1086322907794915,0.24290027676920492,0.28844999999999993,0.44722999999999996
143,0.13362373067685243,0.3044236813160168,0.3496,0.43894
144,0.14093334239987357,0.3269156631869023,0.33685,0.4311
145,0.1460595337525079,0.33057109757493197,0.38785000000000003,0.4418399999999999
146,0.1323944711836563,0.2984882678021786,0.3146999999999999,0.44355
147,0.10283512337718081,0.2316732526294963,0.25034999999999996,0.44387999999999994
148,0.14023111494957172,0.31129265438992126,0.3651999999999999,0.45047999999999994
149,0.19890321917957993,0.4518679158062155,0.5421,0.44017999999999996
150,0.15050737058363617,0.33961543106175096,0.39964999999999995,0.44317
151,0.16691055269215302,0.3730011457319948,0.37739999999999996,0.44748
152,0.12117358210435143,0.2728520200503297,0.32885,0.4441
153,0.13812544153775583,0.30946931987040044,0.3071,0.44633
154,0.1122871515356944,0.2526372486516096,0.28685,0.44445999999999997
155,0.1510284642045995,0.33942794517271485,0.36114999999999997,0.44495000000000007
156,0.14327524210414022,0.3194898920819272,0.3416,0.44844999999999996
157,0.14025734062786163,0.31969671003797784,0.3520999999999999,0.43872
158,0.10381819686355565,0.23191823268972556,0.24775000000000003,0.44765
159,0.13364298934100508,0.2925442491539633,0.3242499999999999,0.45683000000000007
160,0.1307152401214181,0.28098718856710686,0.35109999999999997,0.4652
161,0.12404268378263993,0.2767327409036229,0.30330000000000007,0.44824
162,0.11569688241262163,0.26494660257539077,0.31504999999999994,0.43667999999999996
163,0.13731002731046263,0.31003889837080617,0.35529999999999995,0.44288
164,0.07366097609996759,0.15927041903601719,0.18739999999999996,0.46249
165,0.12559760905367587,0.28084704960460605,0.3127000000000001,0.44721
166,0.14386705112707357,0.323580331362483,0.3582,0.44461000000000006
167,0.12557291268422502,0.28642803011843937,0.30974999999999997,0.43841
168,0.1636715686978041,0.3579789783639992,0.3958499999999999,0.45721000000000006
169,0.13358924507609135,0.30584318568669466,0.36455000000000004,0.43678999999999996
170,0.1711904477475306,0.379503974256868,0.44425000000000003,0.45109000000000005
171,0.13702753518909988,0.29778236958688253,0.33474999999999994,0.46016
172,0.137861420999495,0.31438603680530663,0.34579999999999994,0.43850999999999996
173,0.16945676557753603,0.3951514914129653,0.4514999999999999,0.42884
174,0.12587257048300873,0.29238692330547905,0.31585,0.4305
175,0.13596476161123514,0.3052712490429402,0.33599999999999997,0.44539
176,0.12036227149734255,0.2731099169461609,0.32215,0.44071
177,0.1574873252042843,0.3528495176310898,0.4408500000000001,0.44632999999999995
178,0.18804408897915406,0.4237995289246446,0.48165,0.44371
179,0.1521944644197022,0.3375722843954801,0.38995,0.45085
180,0.2015815929096702,0.4632675129493949,0.48544999999999994,0.43513
181,0.11802657073727088,0.27114468684617354,0.30650000000000005,0.43529
182,0.18317302476074365,0.42712609248162214,0.4336,0.42885
183,0.14351132220142074,0.3271136994014878,0.41669999999999996,0.43872
184,0.16526299525302085,0.38199615203065174,0.46219999999999994,0.43262999999999996
185,0.165348289982086,0.3795003212808951,0.41154999999999997,0.43570000000000003
186,0.15804619894195496,0.36244971664248354,0.3869,0.43605
187,0.134219566382849,0.3016847974440301,0.3432,0.44489999999999996
188,0.16279814372406093,0.3622808459044015,0.477,0.44937000000000005
189,0.1618198597206165,0.3725134892279386,0.4574999999999999,0.43439999999999995
190,0.173633674729299,0.3877049787413174,0.4539,0.44785
191,0.14962667676587624,0.3340925216940031,0.36990000000000006,0.44786000000000004
192,0.13420511763714524,0.29981260781704805,0.35639999999999994,0.44763000000000003
193,0.1520468066090176,0.332954072195983,0.42805,0.45665999999999995
194,0.17817121709187483,0.41572452539053345,0.45565,0.42858
195,0.13364542416409175,0.3058667646910142,0.37075,0.43694
196,0.13546740936476198,0.31206498356314666,0.3801500000000001,0.43410000000000004
197,0.13380838165077702,0.29389058126680656,0.35105000000000003,0.4553
198,0.16058109166399387,0.37077139613020976,0.39435000000000003,0.43310000000000004
199,0.13340574700264354,0.3030112363779003,0.3642,0.4402666666666666
