Episode,Decision_Point_Index,Timestamp,Num_Agents,Job_Names
23,7,34.83,1,Job_6
23,8,45.59,1,Job_7
23,9,47.57,1,Job_7
24,0,0.0,4,"Job_0, Job_1, Job_2, Job_3"
24,1,1.6,1,Job_0
24,2,2.58,1,Job_1
24,3,4.15,1,Job_0
24,5,5.2,1,Job_1
24,4,5.32,1,Job_4
24,6,7.22,1,Job_4
24,7,9.44,1,Job_4
24,8,11.18,1,Job_4
24,9,15.9,1,Job_5
24,10,18.36,1,Job_5
24,11,19.9,1,Job_6
24,12,20.35,1,Job_5
24,13,21.66,1,Job_6
24,14,22.93,1,Job_5
24,15,24.46,1,Job_6
24,16,26.86,1,Job_0
24,17,27.4,1,Job_6
24,18,28.1,1,Job_1
24,19,29.41,1,Job_6
24,20,30.9,1,Job_0
24,21,31.95,1,Job_1
24,22,32.75,1,Job_0
24,23,34.9,1,Job_1
24,24,39.89,1,Job_7
24,25,40.65,1,Job_8
24,26,41.79,1,Job_7
24,27,42.79,1,Job_8
24,28,44.55,1,Job_7
24,29,45.67,1,Job_8
24,30,46.61,1,Job_9
24,31,47.17,1,Job_7
24,32,48.24,1,Job_9
25,0,0.0,4,"Job_0, Job_1, Job_2, Job_3"
25,1,1.54,1,Job_0
25,2,2.58,1,Job_1
25,3,4.85,1,Job_0
25,4,6.07,1,Job_1
25,5,9.31,1,Job_1
25,6,12.9,1,Job_1
25,7,16.64,1,Job_4
25,8,18.73,1,Job_5
25,9,19.11,1,Job_4
25,10,21.37,1,Job_4
25,11,23.19,1,Job_4
26,0,0.0,4,"Job_0, Job_1, Job_2, Job_3"
26,1,1.17,2,"Job_0, Job_3"
26,3,2.58,1,Job_2
26,2,2.69,1,Job_4
26,4,5.72,1,Job_0
26,5,15.1,1,Job_5
26,6,17.67,1,Job_5
26,7,19.29,1,Job_5
26,8,21.9,1,Job_5
26,9,23.24,1,Job_5
26,10,28.59,2,"Job_6, Job_7"
26,11,31.91,2,"Job_6, Job_8"
26,12,33.88,1,Job_9
26,13,34.72,1,Job_8
26,14,35.45,1,Job_9
26,15,36.68,1,Job_10
26,16,37.16,2,"Job_8, Job_9"
26,17,39.89,2,"Job_10, Job_9"
26,18,40.3,1,Job_11
26,19,41.49,2,"Job_10, Job_12"
26,20,43.92,2,"Job_10, Job_12"
26,21,44.75,1,Job_11
26,22,44.92,1,Job_13
26,23,45.73,1,Job_12
26,24,47.31,2,"Job_11, Job_12"
27,0,0.0,4,"Job_0, Job_1, Job_2, Job_3"
27,1,1.92,1,Job_1
27,2,3.83,1,Job_4
27,3,4.39,1,Job_1
27,4,5.39,1,Job_4
27,5,7.46,1,Job_4
27,6,10.76,1,Job_4
27,7,18.68,1,Job_5
27,8,20.83,1,Job_5
27,9,22.86,1,Job_5
27,10,40.69,1,Job_6
27,11,42.4,1,Job_6
27,12,44.29,2,"Job_6, Job_7"
27,13,46.61,1,Job_6
28,0,0.0,4,"Job_0, Job_1, Job_2, Job_3"
28,1,1.6,2,"Job_0, Job_1"
28,2,2.75,1,Job_2
28,3,11.18,1,Job_4
28,4,13.9,1,Job_4
28,5,16.71,1,Job_4
28,6,17.05,1,Job_5
28,7,19.61,1,Job_5
28,8,22.23,1,Job_5
28,9,24.64,1,Job_5
28,10,25.43,1,Job_6
28,11,27.94,3,"Job_5, Job_6, Job_7"
28,12,29.26,2,"Job_6, Job_7"
28,13,31.56,1,Job_8
28,14,33.1,1,Job_6
28,15,36.85,1,Job_6
28,16,37.34,1,Job_9
29,0,0.0,4,"Job_0, Job_1, Job_2, Job_3"
29,1,1.74,3,"Job_0, Job_1, Job_3"
29,2,2.58,1,Job_2
29,3,3.32,1,Job_0
29,5,4.22,1,Job_1
29,4,4.97,1,Job_3
29,6,7.71,1,Job_2
29,7,9.45,1,Job_2
29,8,29.89,1,Job_4
29,9,48.66,1,Job_5
30,0,0.0,4,"Job_0, Job_1, Job_2, Job_3"
30,1,1.81,2,"Job_0, Job_2"
30,2,10.55,1,Job_4
30,3,12.71,1,Job_4
30,4,14.44,1,Job_4
30,5,16.61,1,Job_4
30,6,24.54,1,Job_5
30,7,26.38,1,Job_5
30,8,28.8,1,Job_6
30,9,29.27,1,Job_5
30,10,29.75,1,Job_7
30,11,30.74,1,Job_6
30,12,32.8,2,"Job_5, Job_6"
30,14,34.27,1,Job_7
30,13,34.35,2,"Job_0, Job_6"
30,15,35.85,1,Job_5
30,16,36.12,1,Job_7
30,18,37.58,1,Job_8
30,17,37.67,1,Job_6
30,19,38.92,1,Job_0
30,20,40.84,2,"Job_7, Job_8"
30,21,41.26,2,"Job_0, Job_3"
30,22,42.88,1,Job_8
30,23,43.94,1,Job_3
30,24,44.95,1,Job_8
31,0,0.0,4,"Job_0, Job_1, Job_2, Job_3"
31,1,1.56,2,"Job_0, Job_1"
31,2,2.05,1,Job_3
31,3,3.91,1,Job_1
31,4,5.55,3,"Job_1, Job_2, Job_4"
31,5,8.79,1,Job_5
31,6,9.43,1,Job_0
31,7,11.67,1,Job_5
31,8,12.11,1,Job_0
31,9,13.71,1,Job_5
31,10,16.93,1,Job_5
31,11,21.48,1,Job_6
31,12,32.96,1,Job_7
31,13,35.79,1,Job_7
31,14,38.86,1,Job_7
31,15,40.96,1,Job_7
31,16,47.86,1,Job_8
