DP_Index,Episode,Timestamp,Agent_Count,Type
1848,490,24.84,3,conflict
1849,491,0.00,4,simultaneous
1850,491,5.75,3,conflict
1851,491,33.58,2,conflict
1852,491,35.58,2,conflict
1853,491,41.62,2,conflict
1854,492,0.00,4,simultaneous
1855,493,0.00,4,simultaneous
1856,493,8.28,3,conflict
1857,494,0.00,4,simultaneous
1858,494,11.28,3,conflict
1859,494,25.98,2,conflict
1860,494,40.27,2,conflict
1861,495,0.00,4,simultaneous
1862,495,9.22,3,conflict
1863,495,10.78,2,conflict
1864,495,13.05,2,conflict
1865,495,20.75,2,conflict
1866,495,26.80,2,conflict
1867,496,0.00,4,simultaneous
1868,496,30.05,3,conflict
1869,496,37.10,2,conflict
1870,496,40.10,2,conflict
1871,497,0.00,4,simultaneous
1872,498,0.00,4,simultaneous
1873,499,0.00,4,simultaneous
1874,499,10.97,3,conflict
1875,499,17.23,2,conflict
1876,499,22.75,2,conflict
1877,500,0.00,4,simultaneous
1878,500,20.40,3,conflict
1879,500,30.15,2,conflict
1880,500,44.10,2,conflict
1881,501,0.00,4,simultaneous
1882,502,0.00,4,simultaneous
1883,502,35.05,3,conflict
1884,502,47.27,2,conflict
1885,503,0.00,4,simultaneous
1886,503,8.53,3,conflict
1887,503,26.05,2,conflict
1888,503,28.05,2,conflict
1889,503,34.80,2,conflict
1890,504,0.00,4,simultaneous
1891,504,14.05,3,conflict
1892,504,19.75,2,conflict
1893,504,25.93,2,conflict
1894,504,31.27,2,conflict
1895,504,36.98,2,conflict
1896,505,0.00,4,simultaneous
1897,505,14.75,3,conflict
1898,506,0.00,4,simultaneous
1899,506,6.58,3,conflict
1900,506,9.15,2,conflict
1901,506,19.62,2,conflict
1902,506,27.10,2,conflict
1903,506,32.10,2,conflict
1904,506,48.05,2,conflict
1905,507,0.00,4,simultaneous
1906,507,40.27,3,conflict
1907,508,0.00,4,simultaneous
1908,508,18.93,3,conflict
1909,509,0.00,4,simultaneous
1910,509,34.75,3,conflict
1911,509,38.75,2,conflict
1912,509,43.10,2,conflict
1913,509,44.40,2,conflict
1914,509,47.58,2,conflict
1915,510,0.00,4,simultaneous
1916,510,14.40,3,conflict
1917,510,16.23,2,conflict
1918,511,0.00,4,simultaneous
1919,511,4.82,3,conflict
1920,511,8.75,2,conflict
1921,511,11.82,2,conflict
1922,512,0.00,4,simultaneous
1923,512,2.58,2,simultaneous
1924,512,5.73,2,conflict
1925,512,43.80,2,conflict
1926,513,0.00,4,simultaneous
1927,513,17.98,3,conflict
1928,513,19.40,2,conflict
1929,513,37.40,2,conflict
1930,514,0.00,4,simultaneous
1931,514,12.93,3,conflict
1932,514,45.75,2,conflict
1933,514,47.05,2,conflict
1934,515,0.00,4,simultaneous
1935,515,15.22,3,conflict
1936,515,31.10,2,conflict
1937,515,35.80,2,conflict
1938,516,0.00,4,simultaneous
1939,517,0.00,4,simultaneous
1940,517,10.10,3,conflict
1941,517,14.93,2,conflict
1942,517,48.58,2,conflict
1943,517,48.62,2,conflict
1944,518,0.00,4,simultaneous
1945,518,6.97,3,conflict
1946,518,16.62,2,conflict
1947,518,25.04,2,conflict
1948,518,26.44,2,conflict
1949,518,32.42,2,conflict
1950,518,33.75,2,conflict
1951,518,35.40,2,conflict
1952,519,0.00,4,simultaneous
1953,519,34.05,3,conflict
1954,520,0.00,4,simultaneous
1955,520,26.80,3,conflict
1956,521,0.00,4,simultaneous
1957,521,11.82,3,conflict
1958,521,21.57,2,conflict
1959,521,32.58,2,simultaneous
1960,521,36.92,2,conflict
1961,521,39.98,2,simultaneous
1962,522,0.00,4,simultaneous
1963,522,40.68,3,conflict
1964,523,0.00,4,simultaneous
1965,523,35.10,3,conflict
1966,523,36.10,2,conflict
1967,523,38.10,2,conflict
1968,524,0.00,4,simultaneous
1969,524,10.28,3,conflict
1970,524,20.40,2,conflict
1971,524,23.62,2,conflict
1972,524,40.75,2,conflict
1973,524,47.05,2,conflict
1974,525,0.00,4,simultaneous
1975,525,29.10,3,conflict
1976,526,0.00,4,simultaneous
1977,526,40.15,3,conflict
1978,527,0.00,4,simultaneous
1979,527,22.80,3,conflict
1980,528,0.00,4,simultaneous
1981,529,0.00,4,simultaneous
1982,529,4.15,3,conflict
1983,529,9.05,2,conflict
1984,529,19.15,2,conflict
1985,529,20.53,2,conflict
1986,529,23.33,2,conflict
1987,529,29.75,2,conflict
1988,529,44.67,2,conflict
1989,530,0.00,4,simultaneous
1990,530,6.22,3,conflict
1991,530,9.15,2,conflict
1992,530,14.80,2,conflict
1993,530,37.82,2,conflict
1994,531,0.00,4,simultaneous
1995,532,0.00,4,simultaneous
1996,532,35.75,3,conflict
1997,532,44.27,2,conflict
1998,532,46.82,2,conflict
1999,533,0.00,4,simultaneous
2000,533,20.82,3,conflict
2001,533,23.27,2,conflict
2002,534,0.00,4,simultaneous
2003,534,24.80,3,conflict
2004,534,28.23,2,conflict
2005,534,36.40,2,conflict
2006,534,44.23,2,conflict
2007,535,0.00,4,simultaneous
2008,535,42.40,3,conflict
2009,535,47.40,2,conflict
2010,536,0.00,4,simultaneous
2011,537,0.00,4,simultaneous
2012,537,4.22,3,conflict
2013,537,27.82,2,conflict
2014,538,0.00,4,simultaneous
2015,539,0.00,4,simultaneous
2016,539,38.10,3,conflict
2017,539,40.82,2,conflict
2018,539,42.92,2,conflict
2019,540,0.00,4,simultaneous
2020,540,11.57,3,conflict
2021,540,19.75,2,conflict
2022,540,24.75,2,conflict
2023,540,32.82,2,conflict
2024,541,0.00,4,simultaneous
2025,541,16.62,3,conflict
2026,541,43.10,2,conflict
2027,542,0.00,4,simultaneous
2028,542,40.80,3,conflict
2029,542,42.58,2,conflict
2030,542,44.75,2,conflict
2031,542,47.98,2,conflict
2032,543,0.00,4,simultaneous
2033,543,42.82,3,conflict
2034,544,0.00,4,simultaneous
2035,544,10.05,3,conflict
2036,544,25.40,2,conflict
2037,544,39.82,2,conflict
2038,544,41.82,2,conflict
2039,545,0.00,4,simultaneous
2040,545,18.57,3,conflict
2041,545,25.10,2,conflict
2042,546,0.00,4,simultaneous
2043,546,14.97,3,conflict
2044,546,20.57,2,conflict
2045,546,22.57,2,conflict
2046,547,0.00,4,simultaneous
2047,547,11.93,3,conflict
2048,547,14.97,2,conflict
2049,547,22.75,2,conflict
2050,547,28.82,2,conflict
2051,547,34.62,2,conflict
2052,548,0.00,4,simultaneous
2053,548,6.92,3,conflict
2054,548,11.05,2,conflict
2055,549,0.00,4,simultaneous
2056,549,11.93,3,conflict
2057,549,24.68,2,conflict
2058,549,42.75,2,conflict
2059,549,48.05,2,conflict
2060,550,0.00,4,simultaneous
2061,550,17.40,3,conflict
2062,550,19.22,2,conflict
2063,550,21.27,2,conflict
2064,551,0.00,4,simultaneous
2065,551,6.28,3,conflict
2066,551,34.92,2,conflict
2067,551,48.10,2,conflict
2068,552,0.00,4,simultaneous
2069,552,12.03,3,conflict
2070,552,13.25,2,conflict
2071,552,18.62,2,simultaneous
2072,552,26.62,2,conflict
2073,553,0.00,4,simultaneous
2074,553,18.62,3,conflict
2075,553,27.10,2,conflict
2076,553,28.83,2,conflict
2077,554,0.00,4,simultaneous
2078,554,16.80,3,conflict
2079,555,0.00,4,simultaneous
2080,555,6.58,3,conflict
2081,556,0.00,4,simultaneous
2082,556,23.05,3,conflict
2083,556,25.40,2,conflict
2084,556,27.40,2,conflict
2085,556,28.10,2,conflict
2086,557,0.00,4,simultaneous
2087,557,20.10,3,conflict
2088,557,25.82,2,conflict
2089,557,44.15,2,conflict
2090,558,0.00,4,simultaneous
2091,558,8.57,3,conflict
2092,558,28.23,2,conflict
2093,559,0.00,4,simultaneous
2094,559,4.05,3,conflict
2095,559,15.28,2,conflict
2096,559,25.82,2,conflict
2097,559,27.98,2,conflict
2098,559,36.10,2,conflict
2099,560,0.00,4,simultaneous
2100,560,6.95,3,conflict
2101,560,31.62,2,conflict
2102,560,35.75,2,conflict
2103,561,0.00,4,simultaneous
2104,561,30.80,3,conflict
2105,561,33.10,2,conflict
2106,561,47.92,2,conflict
2107,562,0.00,4,simultaneous
2108,562,10.22,3,conflict
2109,562,27.98,2,conflict
2110,562,40.10,2,conflict
2111,562,47.27,2,conflict
2112,563,0.00,4,simultaneous
2113,563,22.82,3,conflict
2114,563,45.98,2,conflict
2115,564,0.00,4,simultaneous
2116,564,6.10,3,conflict
2117,564,31.62,2,conflict
2118,564,43.75,2,conflict
2119,565,0.00,4,simultaneous
2120,565,4.50,3,conflict
2121,565,15.10,2,simultaneous
2122,565,20.10,2,conflict
2123,565,39.82,2,conflict
2124,565,42.27,2,conflict
2125,565,43.75,2,conflict
2126,566,0.00,4,simultaneous
2127,567,0.00,4,simultaneous
2128,567,13.75,3,conflict
2129,567,25.62,2,conflict
2130,568,0.00,4,simultaneous
2131,568,22.10,3,conflict
2132,569,0.00,4,simultaneous
2133,569,14.22,3,conflict
2134,569,15.32,2,conflict
2135,569,17.07,2,conflict
2136,569,17.57,2,conflict
2137,569,19.75,2,conflict
2138,569,23.80,2,conflict
2139,569,45.82,2,conflict
2140,570,0.00,4,simultaneous
2141,570,34.95,3,conflict
2142,570,36.75,2,simultaneous
2143,571,0.00,4,simultaneous
2144,571,5.92,3,conflict
2145,571,9.40,2,conflict
2146,571,12.75,2,conflict
2147,571,15.28,2,conflict
2148,571,24.80,2,conflict
2149,572,0.00,4,simultaneous
2150,572,25.57,3,conflict
2151,572,25.93,2,conflict
2152,573,0.00,4,simultaneous
2153,573,4.05,3,conflict
2154,573,48.58,2,simultaneous
2155,574,0.00,4,simultaneous
2156,574,6.28,3,conflict
2157,574,9.28,2,conflict
2158,575,0.00,4,simultaneous
2159,575,20.10,3,conflict
2160,576,0.00,4,simultaneous
2161,576,4.75,3,conflict
2162,576,10.57,2,conflict
2163,576,18.05,2,conflict
2164,577,0.00,4,simultaneous
2165,577,23.98,3,conflict
2166,578,0.00,4,simultaneous
2167,578,8.70,3,conflict
2168,578,12.75,2,conflict
2169,578,14.93,2,conflict
2170,578,19.82,2,conflict
2171,578,23.98,2,conflict
2172,578,37.82,2,conflict
2173,579,0.00,4,simultaneous
2174,580,0.00,4,simultaneous
2175,581,0.00,4,simultaneous
2176,581,42.10,3,conflict
2177,582,0.00,4,simultaneous
2178,582,39.82,3,conflict
2179,582,45.23,2,conflict
2180,582,48.82,2,conflict
2181,583,0.00,4,simultaneous
2182,583,6.22,3,conflict
2183,583,24.82,2,conflict
2184,583,25.23,2,conflict
2185,583,37.75,2,conflict
2186,583,46.10,2,conflict
2187,584,0.00,4,simultaneous
2188,584,8.05,3,conflict
2189,584,14.82,2,conflict
2190,584,16.82,2,conflict
2191,584,28.80,2,conflict
2192,585,0.00,4,simultaneous
2193,585,8.97,3,conflict
2194,585,24.75,2,simultaneous
2195,585,24.75,2,conflict
2196,585,28.05,2,conflict
2197,585,33.05,2,conflict
2198,585,39.92,2,conflict
2199,586,0.00,4,simultaneous
2200,586,42.75,3,conflict
2201,587,0.00,4,simultaneous
2202,587,27.05,3,conflict
2203,587,36.10,2,conflict
2204,588,0.00,4,simultaneous
2205,588,7.82,3,conflict
2206,588,21.93,2,conflict
2207,588,23.55,2,conflict
2208,588,34.20,2,conflict
2209,589,0.00,4,simultaneous
2210,589,20.10,3,conflict
2211,589,20.23,2,conflict
2212,589,26.27,2,conflict
2213,589,32.10,2,conflict
2214,589,34.58,2,conflict
2215,590,0.00,4,simultaneous
2216,590,7.28,3,conflict
2217,591,0.00,4,simultaneous
2218,591,22.93,3,conflict
2219,592,0.00,4,simultaneous
2220,592,11.97,3,conflict
2221,593,0.00,4,simultaneous
2222,593,20.62,3,conflict
2223,594,0.00,4,simultaneous
2224,594,5.73,3,conflict
2225,595,0.00,4,simultaneous
2226,595,11.75,3,conflict
2227,596,0.00,4,simultaneous
2228,596,8.57,3,conflict
2229,596,15.82,2,conflict
2230,596,19.57,2,conflict
2231,596,27.10,2,conflict
2232,596,32.82,2,conflict
2233,596,34.82,2,conflict
2234,596,38.98,2,conflict
2235,597,0.00,4,simultaneous
2236,597,7.05,3,conflict
2237,597,11.80,2,conflict
2238,597,24.98,2,conflict
2239,597,29.03,2,conflict
2240,597,42.80,2,conflict
2241,597,48.80,2,conflict
2242,598,0.00,4,simultaneous
2243,598,20.80,3,conflict
2244,598,32.90,2,conflict
2245,598,36.75,2,conflict
2246,599,0.00,4,simultaneous
2247,599,12.97,3,conflict
2248,599,22.75,2,conflict
2249,599,25.98,2,conflict
2250,600,0.00,4,simultaneous
2251,600,5.97,2,simultaneous
2252,600,32.05,2,conflict
2253,600,47.75,2,conflict
2254,601,0.00,4,simultaneous
2255,601,48.10,3,conflict
2256,602,0.00,4,simultaneous
2257,602,16.75,2,simultaneous
2258,602,38.10,2,conflict
2259,603,0.00,4,simultaneous
2260,603,4.58,3,conflict
2261,603,7.72,2,conflict
2262,603,24.40,2,conflict
2263,603,30.62,2,conflict
2264,603,32.45,2,conflict
2265,603,40.75,2,conflict
2266,604,0.00,4,simultaneous
2267,604,43.27,3,conflict
2268,605,0.00,4,simultaneous
2269,606,0.00,4,simultaneous
2270,606,27.05,3,conflict
2271,606,29.05,2,conflict
2272,607,0.00,4,simultaneous
2273,607,6.05,3,conflict
2274,607,34.75,2,conflict
2275,607,39.98,2,conflict
2276,607,45.05,2,conflict
2277,608,0.00,4,simultaneous
2278,608,7.28,3,conflict
2279,608,29.82,2,conflict
2280,609,0.00,4,simultaneous
2281,609,4.68,3,conflict
2282,609,12.05,2,conflict
2283,609,31.75,2,conflict
2284,610,0.00,4,simultaneous
2285,611,0.00,4,simultaneous
2286,611,11.75,3,conflict
2287,612,0.00,4,simultaneous
2288,612,7.75,2,simultaneous
2289,612,11.75,2,conflict
2290,613,0.00,4,simultaneous
2291,614,0.00,4,simultaneous
2292,614,16.05,3,conflict
2293,614,43.27,2,conflict
2294,614,47.75,2,conflict
2295,615,0.00,4,simultaneous
2296,615,27.27,3,conflict
2297,615,30.27,2,conflict
2298,615,38.58,2,conflict
2299,616,0.00,4,simultaneous
2300,616,28.75,3,conflict
2301,617,0.00,4,simultaneous
2302,617,27.82,3,conflict
2303,617,29.82,2,conflict
2304,617,48.70,2,conflict
2305,618,0.00,4,simultaneous
2306,618,4.50,3,conflict
2307,618,30.05,2,conflict
2308,619,0.00,4,simultaneous
2309,619,12.15,3,conflict
2310,619,14.62,2,conflict
2311,619,19.05,2,conflict
2312,619,31.75,2,conflict
2313,619,33.75,2,conflict
2314,619,36.92,2,conflict
2315,620,0.00,4,simultaneous
2316,620,10.82,2,simultaneous
2317,620,17.05,2,conflict
2318,621,0.00,4,simultaneous
2319,621,5.37,3,conflict
2320,621,10.97,2,simultaneous
2321,621,13.95,2,conflict
2322,621,21.80,2,conflict
2323,621,23.98,2,conflict
2324,621,44.62,2,conflict
2325,622,0.00,4,simultaneous
2326,622,36.92,3,conflict
2327,623,0.00,4,simultaneous
2328,623,20.27,3,conflict
2329,623,22.80,2,conflict
2330,623,34.55,2,conflict
2331,623,35.98,2,conflict
2332,624,0.00,4,simultaneous
2333,624,28.10,3,conflict
2334,624,34.82,2,conflict
2335,624,45.58,2,conflict
2336,625,0.00,4,simultaneous
2337,625,12.57,3,conflict
2338,626,0.00,4,simultaneous
2339,626,43.05,3,conflict
2340,627,0.00,4,simultaneous
2341,627,4.58,3,conflict
2342,627,6.58,2,conflict
2343,627,19.75,2,conflict
2344,628,0.00,4,simultaneous
2345,629,0.00,4,simultaneous
2346,629,25.82,3,conflict
2347,630,0.00,4,simultaneous
2348,631,0.00,4,simultaneous
2349,631,11.05,3,conflict
2350,631,20.62,2,conflict
2351,632,0.00,4,simultaneous
2352,632,6.58,3,conflict
2353,632,23.98,2,conflict
2354,632,29.93,2,conflict
2355,632,35.40,2,conflict
2356,632,44.40,2,conflict
2357,633,0.00,4,simultaneous
2358,633,9.05,3,conflict
2359,633,18.57,2,simultaneous
2360,633,18.57,2,conflict
2361,633,18.75,2,conflict
2362,633,29.40,2,conflict
2363,633,43.10,2,conflict
2364,633,46.27,2,conflict
2365,634,0.00,4,simultaneous
2366,634,21.80,3,conflict
2367,634,28.23,2,conflict
2368,635,0.00,4,simultaneous
2369,635,14.62,3,conflict
2370,635,21.93,2,conflict
2371,635,24.80,2,conflict
2372,635,30.98,2,conflict
2373,635,39.27,2,conflict
2374,636,0.00,4,simultaneous
2375,636,21.40,3,conflict
2376,636,27.23,2,conflict
2377,636,27.82,2,conflict
2378,636,39.58,2,conflict
2379,637,0.00,4,simultaneous
2380,637,6.82,2,simultaneous
2381,637,8.82,2,conflict
2382,637,25.82,2,conflict
2383,637,29.98,2,conflict
2384,637,31.75,2,simultaneous
2385,638,0.00,4,simultaneous
2386,638,8.53,3,conflict
2387,638,16.62,2,conflict
2388,638,17.90,2,conflict
2389,638,42.62,2,conflict
2390,639,0.00,4,simultaneous
2391,639,42.10,3,conflict
2392,640,0.00,4,simultaneous
2393,640,37.10,3,conflict
2394,640,39.39,2,conflict
2395,641,0.00,4,simultaneous
2396,642,0.00,4,simultaneous
2397,642,8.53,3,conflict
2398,642,18.57,2,conflict
2399,642,25.10,2,conflict
2400,642,41.98,2,conflict
2401,643,0.00,4,simultaneous
2402,643,39.90,3,conflict
2403,644,0.00,4,simultaneous
2404,644,7.75,3,conflict
2405,644,9.57,2,simultaneous
2406,645,0.00,4,simultaneous
2407,645,7.13,3,conflict
2408,645,44.82,2,conflict
2409,646,0.00,4,simultaneous
2410,646,12.82,3,conflict
2411,646,30.10,2,conflict
2412,646,30.98,2,conflict
2413,646,35.90,2,conflict
2414,646,45.80,2,conflict
2415,647,0.00,4,simultaneous
2416,648,0.00,4,simultaneous
2417,648,4.22,3,conflict
2418,648,11.22,2,conflict
2419,648,13.40,2,conflict
2420,648,15.97,2,conflict
2421,648,23.62,2,conflict
2422,648,38.10,2,conflict
2423,649,0.00,4,simultaneous
2424,649,2.58,2,simultaneous
2425,650,0.00,4,simultaneous
2426,650,16.80,3,conflict
2427,650,48.58,2,conflict
2428,651,0.00,4,simultaneous
2429,651,9.05,3,conflict
2430,652,0.00,4,simultaneous
2431,652,8.22,3,conflict
2432,652,17.82,2,conflict
2433,652,24.75,2,conflict
2434,652,47.27,2,conflict
2435,653,0.00,4,simultaneous
2436,653,7.15,3,conflict
2437,654,0.00,4,simultaneous
2438,654,38.05,3,conflict
2439,655,0.00,4,simultaneous
2440,655,26.05,3,conflict
2441,655,45.75,2,conflict
2442,656,0.00,4,simultaneous
2443,656,4.68,3,conflict
2444,656,38.23,2,conflict
2445,656,39.80,2,conflict
2446,657,0.00,4,simultaneous
2447,657,4.58,3,conflict
2448,658,0.00,4,simultaneous
2449,658,9.33,3,conflict
2450,658,25.05,2,conflict
2451,659,0.00,4,simultaneous
2452,659,12.93,3,conflict
2453,659,14.93,2,conflict
2454,659,26.27,2,conflict
2455,659,46.62,2,conflict
2456,660,0.00,4,simultaneous
2457,660,10.05,3,conflict
2458,660,34.98,2,conflict
2459,660,39.40,2,conflict
2460,660,43.80,2,conflict
2461,661,0.00,4,simultaneous
2462,661,16.62,3,conflict
2463,661,21.62,2,conflict
2464,661,25.80,2,conflict
2465,662,0.00,4,simultaneous
2466,662,9.97,3,conflict
2467,662,47.62,2,conflict
2468,663,0.00,4,simultaneous
2469,663,12.05,3,conflict
2470,663,15.75,2,conflict
2471,663,19.32,2,conflict
2472,664,0.00,4,simultaneous
2473,664,3.80,2,simultaneous
2474,664,32.62,2,conflict
2475,664,47.15,2,conflict
2476,665,0.00,4,simultaneous
2477,665,17.75,3,conflict
2478,665,23.40,2,conflict
2479,665,43.80,2,conflict
2480,665,46.92,2,conflict
2481,666,0.00,4,simultaneous
2482,666,12.82,3,conflict
2483,666,15.97,2,conflict
2484,666,44.80,2,conflict
2485,667,0.00,4,simultaneous
2486,667,6.05,3,conflict
2487,667,7.75,2,conflict
2488,667,28.75,2,conflict
2489,668,0.00,4,simultaneous
2490,668,10.80,3,conflict
2491,668,23.98,2,conflict
2492,668,29.75,2,conflict
2493,668,33.15,2,conflict
2494,669,0.00,4,simultaneous
2495,669,17.05,3,conflict
2496,669,37.10,2,conflict
2497,669,43.98,2,conflict
2498,669,47.82,2,conflict
2499,670,0.00,4,simultaneous
2500,670,18.27,3,conflict
2501,670,20.82,2,conflict
2502,671,0.00,4,simultaneous
2503,671,7.13,3,conflict
2504,671,12.40,2,conflict
2505,672,0.00,4,simultaneous
2506,672,16.40,3,conflict
2507,672,32.40,2,conflict
2508,672,38.05,2,conflict
2509,672,47.05,2,conflict
2510,672,49.05,2,conflict
2511,673,0.00,4,simultaneous
2512,673,18.80,3,conflict
2513,674,0.00,4,simultaneous
2514,674,9.92,3,conflict
2515,674,39.60,2,conflict
2516,675,0.00,4,simultaneous
2517,675,11.57,3,conflict
2518,675,35.75,2,conflict
2519,675,41.05,2,conflict
2520,675,41.10,2,conflict
2521,675,43.32,2,conflict
2522,675,44.40,2,conflict
2523,675,49.98,2,conflict
2524,676,0.00,4,simultaneous
2525,676,7.12,3,conflict
2526,676,24.40,2,conflict
2527,676,27.62,2,conflict
2528,677,0.00,4,simultaneous
2529,677,18.27,3,conflict
2530,677,41.58,2,conflict
2531,677,42.10,2,conflict
2532,678,0.00,4,simultaneous
2533,678,9.97,3,conflict
2534,678,19.05,2,conflict
2535,678,38.02,2,conflict
2536,678,42.98,2,conflict
2537,679,0.00,4,simultaneous
2538,679,23.82,3,conflict
2539,679,27.82,2,conflict
2540,679,35.05,2,conflict
2541,679,40.05,2,conflict
2542,680,0.00,4,simultaneous
2543,680,6.25,2,simultaneous
2544,680,12.97,2,conflict
2545,680,16.20,2,conflict
2546,680,17.60,2,conflict
2547,680,19.35,2,conflict
2548,680,40.80,2,conflict
2549,681,0.00,4,simultaneous
2550,681,10.10,3,conflict
2551,681,13.07,2,conflict
2552,682,0.00,4,simultaneous
2553,682,10.10,3,conflict
2554,682,13.80,2,conflict
2555,683,0.00,4,simultaneous
2556,683,4.68,3,conflict
2557,683,18.80,2,conflict
2558,684,0.00,4,simultaneous
2559,684,8.75,3,conflict
2560,684,49.62,2,conflict
2561,685,0.00,4,simultaneous
2562,685,14.57,2,simultaneous
2563,685,36.40,2,conflict
2564,685,38.82,2,conflict
2565,686,0.00,4,simultaneous
2566,686,8.05,3,conflict
2567,686,38.40,2,conflict
2568,686,43.98,2,conflict
2569,687,0.00,4,simultaneous
2570,688,0.00,4,simultaneous
2571,689,0.00,4,simultaneous
2572,689,6.75,3,conflict
2573,689,8.75,2,conflict
2574,689,27.27,2,conflict
2575,690,0.00,4,simultaneous
2576,690,11.80,3,conflict
2577,691,0.00,4,simultaneous
2578,691,4.22,3,conflict
2579,691,14.75,2,conflict
2580,691,27.98,2,conflict
2581,692,0.00,4,simultaneous
2582,692,8.22,3,conflict
2583,692,16.75,2,conflict
2584,692,35.58,2,conflict
2585,692,38.75,2,conflict
2586,692,40.98,2,conflict
2587,693,0.00,4,simultaneous
2588,693,30.75,3,conflict
2589,694,0.00,4,simultaneous
2590,694,21.03,3,conflict
2591,694,33.62,2,conflict
2592,695,0.00,4,simultaneous
2593,695,32.62,3,conflict
2594,696,0.00,4,simultaneous
2595,696,8.10,2,simultaneous
2596,696,10.93,2,conflict
2597,696,11.68,2,conflict
2598,696,18.62,2,conflict
2599,696,19.80,2,conflict
2600,696,25.10,2,conflict
2601,697,0.00,4,simultaneous
2602,697,32.10,3,conflict
2603,697,37.98,2,conflict
2604,698,0.00,4,simultaneous
2605,698,7.25,3,conflict
2606,698,15.05,2,conflict
2607,698,21.98,2,conflict
2608,698,30.10,2,conflict
2609,698,40.88,2,simultaneous
2610,699,0.00,4,simultaneous
2611,699,7.05,3,conflict
2612,700,0.00,4,simultaneous
2613,700,23.27,3,conflict
2614,700,26.10,2,conflict
2615,701,0.00,4,simultaneous
2616,701,11.85,2,simultaneous
2617,701,15.57,2,conflict
2618,701,23.98,2,conflict
2619,701,43.27,2,conflict
2620,701,48.75,2,conflict
2621,702,0.00,4,simultaneous
2622,702,12.28,3,conflict
2623,703,0.00,4,simultaneous
2624,703,5.22,3,conflict
2625,703,9.15,2,conflict
2626,703,46.27,2,conflict
2627,704,0.00,4,simultaneous
2628,704,4.05,3,conflict
2629,704,9.75,2,conflict
2630,704,10.62,2,conflict
2631,704,15.57,2,conflict
2632,704,32.62,2,conflict
2633,705,0.00,4,simultaneous
2634,705,4.58,2,simultaneous
2635,705,4.58,2,conflict
2636,705,12.22,2,conflict
2637,705,20.80,2,conflict
2638,706,0.00,4,simultaneous
2639,706,4.05,3,conflict
2640,706,34.82,2,conflict
2641,706,36.92,2,conflict
2642,707,0.00,4,simultaneous
2643,708,0.00,4,simultaneous
2644,708,28.05,3,conflict
2645,708,47.98,2,conflict
2646,709,0.00,4,simultaneous
2647,709,9.97,3,conflict
2648,709,11.62,2,conflict
2649,709,29.57,2,simultaneous
2650,709,36.27,2,conflict
2651,710,0.00,4,simultaneous
2652,710,4.22,3,conflict
2653,710,22.93,2,conflict
2654,711,0.00,4,simultaneous
2655,711,9.40,3,conflict
2656,711,31.80,2,conflict
2657,711,36.80,2,conflict
2658,712,0.00,4,simultaneous
2659,712,19.27,3,conflict
2660,712,30.05,2,conflict
2661,713,0.00,4,simultaneous
2662,713,41.80,3,conflict
2663,713,44.05,2,conflict
2664,714,0.00,4,simultaneous
2665,714,34.75,3,conflict
2666,715,0.00,4,simultaneous
2667,715,14.13,3,conflict
2668,715,33.92,2,conflict
2669,716,0.00,4,simultaneous
2670,716,10.40,3,conflict
2671,716,19.40,2,conflict
2672,716,24.40,2,conflict
2673,716,30.62,2,conflict
2674,717,0.00,4,simultaneous
2675,718,0.00,4,simultaneous
2676,718,16.62,3,conflict
2677,718,24.82,2,conflict
2678,719,0.00,4,simultaneous
2679,719,11.05,3,conflict
2680,719,13.05,2,conflict
2681,719,15.05,2,conflict
2682,720,0.00,4,simultaneous
2683,720,13.82,3,conflict
2684,720,21.75,2,conflict
2685,720,22.27,2,conflict
2686,720,46.10,2,conflict
2687,721,0.00,4,simultaneous
2688,722,0.00,4,simultaneous
2689,722,45.15,3,conflict
2690,723,0.00,4,simultaneous
2691,723,5.75,3,conflict
2692,724,0.00,4,simultaneous
2693,724,11.97,3,conflict
2694,724,12.28,2,conflict
2695,724,21.05,2,conflict
2696,724,24.98,2,conflict
2697,724,47.10,2,conflict
2698,725,0.00,4,simultaneous
2699,725,8.22,3,conflict
2700,725,13.80,2,conflict
2701,725,36.92,2,conflict
2702,726,0.00,4,simultaneous
2703,727,0.00,4,simultaneous
2704,728,0.00,4,simultaneous
2705,728,9.75,2,simultaneous
2706,728,13.60,2,conflict
2707,728,23.80,2,conflict
2708,728,43.27,2,conflict
2709,729,0.00,4,simultaneous
2710,730,0.00,4,simultaneous
2711,730,10.57,3,conflict
2712,730,11.57,2,conflict
2713,730,13.10,2,conflict
2714,730,21.05,2,conflict
2715,731,0.00,4,simultaneous
2716,731,12.75,3,conflict
2717,731,12.82,2,conflict
2718,731,25.23,2,conflict
2719,732,0.00,4,simultaneous
2720,732,24.80,3,conflict
2721,733,0.00,4,simultaneous
2722,733,39.75,3,conflict
2723,734,0.00,4,simultaneous
2724,734,11.50,3,conflict
2725,734,13.07,2,conflict
2726,734,18.80,2,conflict
2727,735,0.00,4,simultaneous
2728,735,7.80,3,conflict
2729,735,39.62,2,conflict
2730,736,0.00,4,simultaneous
2731,736,32.80,3,conflict
2732,737,0.00,4,simultaneous
2733,737,8.22,3,conflict
2734,737,11.82,2,conflict
2735,737,22.75,2,conflict
2736,737,32.40,2,conflict
2737,738,0.00,4,simultaneous
2738,738,13.77,3,conflict
2739,738,16.75,2,conflict
2740,738,48.92,2,conflict
2741,739,0.00,4,simultaneous
