DP_Index,Episode,Timestamp,Agent_Count,Type
951,242,20.23,3,conflict
952,242,36.62,2,conflict
953,242,46.58,2,conflict
954,243,0.00,4,simultaneous
955,243,6.28,3,conflict
956,243,6.75,2,conflict
957,243,49.10,2,conflict
958,244,0.00,4,simultaneous
959,244,27.05,3,conflict
960,244,29.98,2,conflict
961,244,43.92,2,conflict
962,245,0.00,4,simultaneous
963,245,8.53,3,conflict
964,245,30.80,2,conflict
965,246,0.00,4,simultaneous
966,246,45.10,3,conflict
967,247,0.00,4,simultaneous
968,247,3.10,2,simultaneous
969,248,0.00,4,simultaneous
970,248,37.27,3,conflict
971,249,0.00,4,simultaneous
972,249,12.80,3,conflict
973,249,18.27,2,conflict
974,249,38.73,2,conflict
975,250,0.00,4,simultaneous
976,250,46.80,3,conflict
977,251,0.00,4,simultaneous
978,252,0.00,4,simultaneous
979,252,39.58,3,conflict
980,252,47.75,2,conflict
981,252,49.05,2,conflict
982,253,0.00,4,simultaneous
983,253,7.78,3,conflict
984,253,32.58,2,conflict
985,253,34.75,2,conflict
986,254,0.00,4,simultaneous
987,254,2.58,2,simultaneous
988,254,6.22,3,conflict
989,255,0.00,4,simultaneous
990,255,45.10,3,conflict
991,256,0.00,4,simultaneous
992,256,8.57,3,conflict
993,256,22.03,2,conflict
994,256,23.95,2,conflict
995,256,25.10,3,conflict
996,256,30.10,3,conflict
997,256,30.57,3,conflict
998,256,36.10,3,conflict
999,256,38.92,3,conflict
1000,257,0.00,4,simultaneous
1001,257,12.28,3,conflict
1002,257,32.92,2,conflict
1003,258,0.00,4,simultaneous
1004,258,20.27,3,conflict
1005,259,0.00,4,simultaneous
1006,259,5.22,3,conflict
1007,259,17.10,2,conflict
1008,259,32.27,2,conflict
1009,259,34.92,3,conflict
1010,260,0.00,4,simultaneous
1011,261,0.00,4,simultaneous
1012,261,2.58,2,simultaneous
1013,261,25.62,3,conflict
1014,261,30.62,3,conflict
1015,261,38.53,3,conflict
1016,261,38.80,3,conflict
1017,261,46.15,3,conflict
1018,262,0.00,4,simultaneous
1019,263,0.00,4,simultaneous
1020,263,12.05,3,conflict
1021,264,0.00,4,simultaneous
1022,265,0.00,4,simultaneous
1023,265,24.27,3,conflict
1024,266,0.00,4,simultaneous
1025,266,17.75,3,conflict
1026,266,37.62,2,conflict
1027,267,0.00,4,simultaneous
1028,267,44.75,3,conflict
1029,268,0.00,4,simultaneous
1030,268,7.22,3,conflict
1031,268,8.75,2,conflict
1032,269,0.00,4,simultaneous
1033,269,7.13,3,conflict
1034,269,26.98,2,conflict
1035,269,27.10,2,conflict
1036,270,0.00,4,simultaneous
1037,270,11.50,3,conflict
1038,270,33.04,2,conflict
1039,270,38.27,2,conflict
1040,270,49.62,3,conflict
1041,271,0.00,4,simultaneous
1042,271,12.28,3,conflict
1043,272,0.00,4,simultaneous
1044,273,0.00,4,simultaneous
1045,273,7.92,3,conflict
1046,273,17.57,2,conflict
1047,273,30.05,2,conflict
1048,273,44.92,3,conflict
1049,273,47.98,3,conflict
1050,274,0.00,4,simultaneous
1051,275,0.00,4,simultaneous
1052,275,8.28,3,conflict
1053,275,10.75,2,conflict
1054,275,19.75,2,conflict
1055,276,0.00,4,simultaneous
1056,276,2.75,2,simultaneous
1057,276,12.10,3,conflict
1058,276,13.40,3,conflict
1059,276,25.10,3,conflict
1060,276,40.05,3,conflict
1061,277,0.00,4,simultaneous
1062,277,11.57,3,conflict
1063,278,0.00,4,simultaneous
1064,278,31.75,3,conflict
1065,278,47.40,2,conflict
1066,279,0.00,4,simultaneous
1067,279,22.57,3,conflict
1068,280,0.00,4,simultaneous
1069,280,6.22,3,conflict
1070,280,41.75,2,conflict
1071,281,0.00,4,simultaneous
1072,281,10.22,3,conflict
1073,281,11.75,2,simultaneous
1074,281,12.05,2,conflict
1075,282,0.00,4,simultaneous
1076,282,8.97,3,conflict
1077,282,14.28,2,conflict
1078,282,25.93,2,conflict
1079,282,39.82,3,conflict
1080,283,0.00,4,simultaneous
1081,283,11.85,3,conflict
1082,283,14.67,2,conflict
1083,283,30.40,2,conflict
1084,283,33.58,3,conflict
1085,283,45.75,3,conflict
1086,284,0.00,4,simultaneous
1087,284,11.82,3,conflict
1088,284,41.75,2,simultaneous
1089,284,41.75,2,conflict
1090,285,0.00,4,simultaneous
1091,285,5.72,3,conflict
1092,285,12.82,2,conflict
1093,285,14.05,2,simultaneous
1094,285,23.05,3,conflict
1095,285,32.40,3,conflict
1096,286,0.00,4,simultaneous
1097,286,6.75,3,conflict
1098,286,8.93,2,conflict
1099,286,11.75,2,conflict
1100,286,39.58,2,simultaneous
1101,286,43.23,3,conflict
1102,286,47.75,3,conflict
1103,287,0.00,4,simultaneous
1104,287,24.27,3,conflict
1105,287,28.75,2,conflict
1106,288,0.00,4,simultaneous
1107,289,0.00,4,simultaneous
1108,289,4.58,3,conflict
1109,289,6.22,2,conflict
1110,289,6.40,2,conflict
1111,289,49.80,3,conflict
1112,290,0.00,4,simultaneous
1113,290,4.22,3,conflict
1114,290,8.75,2,simultaneous
1115,290,12.93,2,conflict
1116,290,34.10,3,conflict
1117,291,0.00,4,simultaneous
1118,291,30.93,3,conflict
1119,291,36.15,2,conflict
1120,292,0.00,4,simultaneous
1121,292,20.98,3,conflict
1122,292,32.82,2,conflict
1123,293,0.00,4,simultaneous
1124,293,8.08,3,conflict
1125,293,16.10,2,conflict
1126,294,0.00,4,simultaneous
1127,294,17.40,3,conflict
1128,295,0.00,4,simultaneous
1129,295,11.97,3,conflict
1130,295,20.05,2,conflict
1131,296,0.00,4,simultaneous
1132,296,42.27,3,conflict
1133,297,0.00,4,simultaneous
1134,298,0.00,4,simultaneous
1135,298,38.58,3,conflict
1136,299,0.00,4,simultaneous
1137,300,0.00,4,simultaneous
1138,300,23.82,3,conflict
1139,300,27.05,2,conflict
1140,300,34.05,2,conflict
1141,300,36.05,3,conflict
1142,300,41.62,3,conflict
1143,301,0.00,4,simultaneous
1144,301,6.42,3,conflict
1145,301,11.28,2,conflict
1146,301,26.27,2,conflict
1147,301,29.27,3,conflict
1148,301,34.58,3,conflict
1149,302,0.00,4,simultaneous
1150,302,9.12,3,conflict
1151,302,11.40,2,conflict
1152,302,11.93,2,conflict
1153,303,0.00,4,simultaneous
1154,303,30.10,3,conflict
1155,304,0.00,4,simultaneous
1156,304,7.48,3,conflict
1157,304,8.53,2,conflict
1158,304,10.10,2,conflict
1159,304,18.68,3,conflict
1160,304,35.75,3,conflict
1161,304,42.65,3,conflict
1162,304,49.92,3,conflict
1163,305,0.00,4,simultaneous
1164,305,5.92,3,conflict
1165,305,20.15,2,conflict
1166,305,22.93,2,conflict
1167,306,0.00,4,simultaneous
1168,306,4.05,3,conflict
1169,306,5.28,2,conflict
1170,306,7.05,2,conflict
1171,306,13.62,3,conflict
1172,306,20.98,3,conflict
1173,306,45.68,3,conflict
1174,307,0.00,4,simultaneous
1175,307,21.27,3,conflict
1176,307,41.58,2,conflict
1177,308,0.00,4,simultaneous
1178,308,12.28,3,conflict
1179,308,22.05,2,conflict
1180,308,28.93,2,conflict
1181,308,49.58,3,conflict
1182,309,0.00,4,simultaneous
1183,309,8.53,3,conflict
1184,309,21.82,2,conflict
1185,309,24.10,2,conflict
1186,309,28.05,3,conflict
1187,310,0.00,4,simultaneous
1188,310,16.40,3,conflict
1189,310,21.05,2,simultaneous
1190,310,26.05,2,conflict
1191,310,37.27,3,conflict
1192,311,0.00,4,simultaneous
1193,311,30.98,3,conflict
1194,312,0.00,4,simultaneous
1195,312,9.82,3,conflict
1196,312,11.75,2,simultaneous
1197,312,17.75,2,conflict
1198,312,18.82,3,conflict
1199,312,22.57,3,conflict
1200,313,0.00,4,simultaneous
1201,313,9.97,3,conflict
1202,313,14.05,2,conflict
1203,313,16.40,2,conflict
1204,314,0.00,4,simultaneous
1205,314,9.10,3,conflict
1206,314,14.97,2,conflict
1207,314,43.23,2,conflict
1208,315,0.00,4,simultaneous
1209,315,30.98,3,conflict
1210,316,0.00,4,simultaneous
1211,316,7.05,3,conflict
1212,316,11.93,2,conflict
1213,317,0.00,4,simultaneous
1214,317,4.22,3,conflict
1215,317,17.27,2,conflict
1216,317,20.62,2,conflict
1217,318,0.00,4,simultaneous
1218,319,0.00,4,simultaneous
1219,320,0.00,4,simultaneous
1220,320,26.82,3,conflict
1221,320,26.93,2,conflict
1222,321,0.00,4,simultaneous
1223,321,14.82,3,conflict
1224,321,42.58,2,conflict
1225,322,0.00,4,simultaneous
1226,322,22.93,3,conflict
1227,323,0.00,4,simultaneous
1228,323,11.75,3,conflict
1229,323,29.27,2,conflict
1230,323,37.27,2,conflict
1231,324,0.00,4,simultaneous
1232,324,13.57,3,conflict
1233,324,26.80,2,conflict
1234,325,0.00,4,simultaneous
1235,325,17.68,3,conflict
1236,325,20.10,2,conflict
1237,325,22.57,2,conflict
1238,325,42.40,3,conflict
1239,325,43.10,3,conflict
1240,326,0.00,4,simultaneous
1241,326,15.80,3,conflict
1242,326,21.75,2,conflict
1243,326,29.57,2,conflict
1244,327,0.00,4,simultaneous
1245,327,25.75,2,simultaneous
1246,327,32.65,3,conflict
1247,327,47.80,3,conflict
1248,328,0.00,4,simultaneous
1249,329,0.00,4,simultaneous
1250,329,7.22,3,conflict
1251,329,17.05,2,conflict
1252,329,34.82,2,conflict
1253,330,0.00,4,simultaneous
1254,330,17.82,3,conflict
1255,330,34.58,2,conflict
1256,330,38.00,2,conflict
1257,331,0.00,4,simultaneous
1258,332,0.00,4,simultaneous
1259,332,4.05,3,conflict
1260,332,7.05,2,conflict
1261,332,46.05,2,conflict
1262,333,0.00,4,simultaneous
1263,333,5.20,3,conflict
1264,333,7.58,2,conflict
1265,333,28.05,2,conflict
1266,333,36.39,3,conflict
1267,333,38.14,3,conflict
1268,333,39.96,3,conflict
1269,334,0.00,4,simultaneous
1270,334,10.75,3,conflict
1271,334,23.57,2,conflict
1272,334,38.05,2,conflict
1273,335,0.00,4,simultaneous
1274,335,8.00,3,conflict
1275,335,9.05,2,conflict
1276,335,31.40,2,conflict
1277,336,0.00,4,simultaneous
1278,336,44.10,3,conflict
1279,337,0.00,4,simultaneous
1280,337,9.97,3,conflict
1281,337,23.40,2,conflict
1282,337,39.82,2,conflict
1283,338,0.00,4,simultaneous
1284,338,12.22,3,conflict
1285,338,17.57,2,conflict
1286,338,42.58,2,conflict
1287,338,42.75,2,conflict
1288,339,0.00,4,simultaneous
1289,339,8.10,3,conflict
1290,339,14.93,2,conflict
1291,339,42.10,2,conflict
1292,339,44.58,2,conflict
1293,340,0.00,4,simultaneous
1294,340,19.75,3,conflict
1295,340,23.82,2,conflict
1296,340,39.58,2,simultaneous
1297,341,0.00,4,simultaneous
1298,341,10.28,3,conflict
1299,341,40.40,2,conflict
1300,342,0.00,4,simultaneous
1301,342,10.57,3,conflict
1302,342,11.75,2,conflict
1303,342,49.80,2,conflict
1304,343,0.00,4,simultaneous
1305,343,35.15,3,conflict
1306,343,40.75,2,conflict
1307,343,48.92,2,conflict
1308,344,0.00,4,simultaneous
1309,344,9.28,3,conflict
1310,344,43.80,2,conflict
1311,345,0.00,4,simultaneous
1312,346,0.00,4,simultaneous
1313,346,8.75,2,simultaneous
1314,346,13.80,2,conflict
1315,346,15.20,2,conflict
1316,346,18.27,2,conflict
1317,346,29.57,2,conflict
1318,346,35.10,2,conflict
1319,347,0.00,4,simultaneous
1320,347,7.58,3,conflict
1321,347,8.57,2,conflict
1322,347,16.27,2,conflict
1323,347,16.40,2,conflict
1324,347,32.40,2,conflict
1325,347,49.58,2,conflict
1326,348,0.00,4,simultaneous
1327,348,8.25,3,conflict
1328,348,25.57,2,conflict
1329,348,27.57,2,conflict
1330,348,41.45,2,conflict
1331,348,42.27,2,conflict
1332,348,48.27,2,conflict
1333,349,0.00,4,simultaneous
1334,349,3.10,2,simultaneous
1335,349,32.75,2,conflict
1336,350,0.00,4,simultaneous
1337,350,32.80,3,conflict
1338,350,47.27,2,conflict
1339,351,0.00,4,simultaneous
1340,351,38.27,3,conflict
1341,352,0.00,4,simultaneous
1342,352,5.03,3,conflict
1343,352,7.47,2,conflict
1344,352,12.05,2,conflict
1345,353,0.00,4,simultaneous
1346,353,5.68,3,conflict
1347,353,6.28,2,conflict
1348,353,41.10,2,conflict
1349,354,0.00,4,simultaneous
1350,354,17.75,3,conflict
1351,354,41.75,2,conflict
1352,355,0.00,4,simultaneous
1353,355,8.68,3,conflict
1354,355,26.82,2,conflict
1355,355,43.05,2,conflict
1356,355,43.75,2,conflict
1357,355,46.62,2,conflict
1358,356,0.00,4,simultaneous
1359,356,12.75,3,conflict
1360,356,14.93,2,conflict
1361,356,30.75,2,conflict
1362,356,38.58,2,conflict
1363,357,0.00,4,simultaneous
1364,357,7.58,3,conflict
1365,357,17.27,2,conflict
1366,357,47.27,2,conflict
1367,358,0.00,4,simultaneous
1368,358,39.75,3,conflict
1369,359,0.00,4,simultaneous
1370,359,11.05,3,conflict
1371,359,14.82,2,conflict
1372,359,32.82,2,conflict
1373,359,47.58,2,conflict
1374,360,0.00,4,simultaneous
1375,360,7.58,3,conflict
1376,360,17.27,2,conflict
1377,360,19.93,2,conflict
1378,360,20.27,2,conflict
1379,361,0.00,4,simultaneous
1380,361,2.58,2,simultaneous
1381,361,5.20,2,conflict
1382,361,6.25,2,conflict
1383,361,14.57,2,conflict
1384,361,47.10,2,conflict
1385,362,0.00,4,simultaneous
1386,362,6.05,3,conflict
1387,362,23.80,2,conflict
1388,363,0.00,4,simultaneous
1389,363,5.72,3,conflict
1390,363,13.47,2,conflict
1391,363,27.38,2,conflict
1392,363,37.82,2,conflict
1393,363,44.40,2,conflict
1394,363,49.10,2,conflict
1395,364,0.00,4,simultaneous
1396,364,48.82,3,conflict
1397,364,49.27,2,conflict
1398,365,0.00,4,simultaneous
1399,365,7.12,3,conflict
1400,365,25.82,2,conflict
1401,365,27.57,2,conflict
1402,365,48.98,2,conflict
1403,366,0.00,4,simultaneous
1404,366,10.80,3,conflict
1405,366,23.40,2,conflict
1406,366,27.27,2,conflict
1407,367,0.00,4,simultaneous
1408,367,10.97,3,conflict
1409,367,38.15,2,conflict
1410,368,0.00,4,simultaneous
1411,368,49.75,3,conflict
1412,369,0.00,4,simultaneous
1413,369,9.05,3,conflict
1414,369,36.23,2,conflict
1415,369,38.92,2,conflict
1416,369,39.40,2,conflict
1417,369,41.10,2,conflict
1418,369,41.98,2,conflict
1419,370,0.00,4,simultaneous
1420,370,40.98,3,conflict
1421,371,0.00,4,simultaneous
1422,371,8.28,3,conflict
1423,371,12.57,2,conflict
1424,371,17.05,2,conflict
1425,372,0.00,4,simultaneous
1426,372,8.88,3,conflict
1427,372,12.10,2,conflict
1428,372,12.90,2,conflict
1429,372,14.90,2,conflict
1430,372,17.00,2,conflict
1431,372,32.75,2,conflict
1432,372,39.25,2,conflict
1433,372,41.58,2,conflict
1434,372,44.98,2,conflict
1435,373,0.00,4,simultaneous
1436,373,9.22,3,conflict
1437,373,42.58,2,conflict
1438,374,0.00,4,simultaneous
1439,374,2.05,2,simultaneous
1440,374,5.75,2,simultaneous
1441,374,10.97,2,conflict
1442,374,11.75,2,conflict
1443,374,30.10,2,conflict
1444,375,0.00,4,simultaneous
1445,375,16.80,3,conflict
1446,375,19.80,2,conflict
1447,375,44.75,2,conflict
1448,376,0.00,4,simultaneous
1449,376,7.22,3,conflict
1450,376,17.15,2,conflict
1451,376,21.62,2,conflict
1452,376,27.27,2,conflict
1453,376,28.22,2,conflict
1454,376,33.92,2,conflict
1455,377,0.00,4,simultaneous
1456,377,8.57,2,simultaneous
1457,377,10.75,2,conflict
1458,377,35.10,2,conflict
1459,377,39.10,2,conflict
1460,377,42.10,2,conflict
1461,378,0.00,4,simultaneous
1462,378,4.58,2,simultaneous
1463,378,12.10,2,conflict
1464,378,14.57,2,conflict
1465,379,0.00,4,simultaneous
1466,379,6.43,3,conflict
1467,379,9.40,2,conflict
1468,379,38.27,2,conflict
1469,379,44.75,2,conflict
1470,380,0.00,4,simultaneous
1471,380,4.50,3,conflict
1472,380,9.40,2,conflict
1473,380,10.75,2,conflict
1474,380,41.58,2,conflict
1475,381,0.00,4,simultaneous
1476,381,15.75,2,simultaneous
1477,381,19.82,2,conflict
1478,381,23.75,2,conflict
1479,381,33.80,2,conflict
1480,381,34.05,2,conflict
1481,381,38.75,2,conflict
1482,382,0.00,4,simultaneous
1483,382,7.97,3,conflict
1484,382,9.82,2,conflict
1485,382,20.82,2,conflict
1486,382,48.92,2,conflict
1487,383,0.00,4,simultaneous
1488,384,0.00,4,simultaneous
1489,384,8.75,3,conflict
1490,385,0.00,4,simultaneous
1491,385,14.10,3,conflict
1492,385,31.82,2,conflict
1493,386,0.00,4,simultaneous
1494,386,40.80,3,conflict
1495,387,0.00,4,simultaneous
1496,387,6.05,3,conflict
1497,387,18.75,2,conflict
1498,387,33.58,2,conflict
1499,388,0.00,4,simultaneous
1500,388,9.22,3,conflict
1501,388,13.05,2,conflict
1502,388,15.05,2,conflict
1503,388,43.05,2,conflict
1504,388,45.05,2,conflict
1505,389,0.00,4,simultaneous
1506,389,4.58,3,conflict
1507,390,0.00,4,simultaneous
1508,390,11.93,3,conflict
1509,391,0.00,4,simultaneous
1510,391,7.58,3,conflict
1511,391,11.97,2,conflict
1512,391,15.30,2,conflict
1513,391,19.27,2,conflict
1514,391,28.93,2,conflict
1515,391,30.93,2,conflict
1516,391,31.32,2,conflict
1517,391,33.75,3,simultaneous
1518,391,33.75,3,conflict
1519,391,39.75,2,conflict
1520,392,0.00,4,simultaneous
1521,392,21.40,3,conflict
1522,393,0.00,4,simultaneous
1523,393,26.82,3,conflict
1524,393,29.95,2,conflict
1525,393,35.80,2,conflict
1526,394,0.00,4,simultaneous
1527,395,0.00,4,simultaneous
1528,395,15.80,3,conflict
1529,395,22.10,2,conflict
1530,395,40.10,2,conflict
1531,396,0.00,4,simultaneous
1532,396,29.05,3,conflict
1533,396,31.05,2,conflict
1534,397,0.00,4,simultaneous
1535,397,4.58,3,conflict
1536,397,27.62,2,conflict
1537,397,34.55,2,conflict
1538,397,42.25,2,conflict
1539,398,0.00,4,simultaneous
1540,398,10.10,3,conflict
1541,398,36.92,2,conflict
1542,398,39.92,2,conflict
1543,399,0.00,4,simultaneous
1544,399,4.58,3,conflict
1545,399,39.92,2,conflict
1546,400,0.00,4,simultaneous
1547,400,7.05,3,conflict
1548,400,9.82,2,conflict
1549,400,19.80,2,conflict
1550,400,29.93,2,conflict
1551,400,31.55,2,conflict
1552,400,32.05,2,conflict
1553,400,37.92,2,conflict
1554,400,43.75,2,conflict
1555,400,47.05,2,simultaneous
1556,401,0.00,4,simultaneous
1557,401,20.57,3,conflict
1558,401,32.73,2,simultaneous
1559,401,34.82,2,conflict
1560,401,34.92,2,conflict
1561,402,0.00,4,simultaneous
1562,402,11.32,3,conflict
1563,403,0.00,4,simultaneous
1564,403,39.10,3,conflict
1565,403,49.27,2,conflict
1566,404,0.00,4,simultaneous
1567,405,0.00,4,simultaneous
1568,405,7.05,3,conflict
1569,405,23.75,2,conflict
1570,405,48.05,2,simultaneous
1571,406,0.00,4,simultaneous
1572,406,35.75,3,conflict
1573,406,37.58,2,conflict
1574,407,0.00,4,simultaneous
1575,407,25.57,3,conflict
1576,407,39.92,2,conflict
1577,407,46.40,2,conflict
1578,408,0.00,4,simultaneous
1579,408,13.57,3,conflict
1580,408,15.50,2,conflict
1581,408,45.27,2,conflict
1582,409,0.00,4,simultaneous
1583,409,5.05,3,conflict
1584,409,12.10,2,simultaneous
1585,410,0.00,4,simultaneous
1586,410,28.82,3,conflict
1587,410,29.05,2,conflict
1588,410,36.92,2,conflict
1589,410,39.10,2,conflict
1590,411,0.00,4,simultaneous
1591,411,42.82,3,conflict
1592,412,0.00,4,simultaneous
1593,412,6.28,3,conflict
1594,412,30.05,2,conflict
1595,413,0.00,4,simultaneous
1596,413,29.10,3,conflict
1597,414,0.00,4,simultaneous
1598,414,3.10,2,simultaneous
1599,414,15.05,2,conflict
1600,415,0.00,4,simultaneous
1601,415,2.05,2,simultaneous
1602,415,31.80,2,conflict
1603,416,0.00,4,simultaneous
1604,416,14.57,3,conflict
1605,416,19.38,2,conflict
1606,416,36.82,2,conflict
1607,417,0.00,4,simultaneous
1608,417,4.22,3,conflict
1609,417,13.04,2,conflict
1610,417,26.93,2,conflict
1611,418,0.00,4,simultaneous
1612,418,48.82,3,conflict
1613,419,0.00,4,simultaneous
1614,419,8.10,3,conflict
1615,419,26.10,2,conflict
1616,419,27.05,2,conflict
1617,419,27.75,2,conflict
1618,419,29.80,2,conflict
1619,419,30.62,2,conflict
1620,420,0.00,4,simultaneous
1621,420,22.05,3,conflict
1622,420,48.68,2,conflict
1623,421,0.00,4,simultaneous
1624,421,4.58,3,conflict
1625,421,18.57,2,simultaneous
1626,421,32.27,2,conflict
1627,421,36.05,2,conflict
1628,421,38.75,2,conflict
1629,422,0.00,4,simultaneous
1630,422,9.68,3,conflict
1631,422,18.10,2,conflict
1632,423,0.00,4,simultaneous
1633,423,6.58,2,simultaneous
1634,424,0.00,4,simultaneous
1635,424,6.28,3,conflict
1636,424,12.75,2,conflict
1637,425,0.00,4,simultaneous
1638,425,8.35,3,conflict
1639,426,0.00,4,simultaneous
1640,426,6.43,3,conflict
1641,426,46.05,2,conflict
1642,427,0.00,4,simultaneous
1643,427,30.05,3,conflict
1644,427,40.05,2,conflict
1645,428,0.00,4,simultaneous
1646,428,9.75,3,conflict
1647,428,20.82,2,conflict
1648,428,48.40,2,conflict
1649,429,0.00,4,simultaneous
1650,429,10.97,3,conflict
1651,429,22.10,2,conflict
1652,429,25.10,2,conflict
1653,429,46.27,2,conflict
1654,430,0.00,4,simultaneous
1655,430,32.92,3,conflict
1656,430,35.40,2,conflict
1657,431,0.00,4,simultaneous
1658,431,31.15,3,conflict
1659,432,0.00,4,simultaneous
1660,432,32.05,3,conflict
1661,432,49.15,2,conflict
1662,433,0.00,4,simultaneous
1663,433,9.97,3,conflict
1664,433,17.03,2,conflict
1665,433,21.82,2,conflict
1666,433,47.98,2,conflict
1667,434,0.00,4,simultaneous
1668,434,14.82,3,conflict
1669,434,45.92,2,conflict
1670,435,0.00,4,simultaneous
1671,435,2.05,2,simultaneous
1672,435,4.75,2,conflict
1673,436,0.00,4,simultaneous
1674,436,10.57,3,conflict
1675,436,41.05,2,conflict
1676,437,0.00,4,simultaneous
1677,437,9.22,3,conflict
1678,437,13.75,2,conflict
1679,437,19.75,2,conflict
1680,437,31.05,2,conflict
1681,437,33.92,2,conflict
1682,438,0.00,4,simultaneous
1683,438,5.72,3,conflict
1684,438,6.95,2,conflict
1685,438,9.15,2,conflict
1686,438,11.28,2,conflict
1687,438,25.82,2,conflict
1688,438,28.82,2,conflict
1689,439,0.00,4,simultaneous
1690,439,8.17,3,conflict
1691,439,16.57,2,conflict
1692,440,0.00,4,simultaneous
1693,440,30.80,3,conflict
1694,440,37.40,2,conflict
1695,441,0.00,4,simultaneous
1696,441,8.75,3,conflict
1697,441,8.97,2,conflict
1698,441,45.27,2,conflict
1699,441,47.05,2,simultaneous
1700,442,0.00,4,simultaneous
1701,442,23.80,3,conflict
1702,442,25.62,2,conflict
1703,442,36.92,2,conflict
1704,443,0.00,4,simultaneous
1705,443,17.57,3,conflict
1706,443,27.82,2,conflict
1707,444,0.00,4,simultaneous
1708,444,44.80,3,conflict
1709,444,45.62,2,conflict
1710,445,0.00,4,simultaneous
1711,445,7.22,3,conflict
1712,446,0.00,4,simultaneous
1713,446,8.53,3,conflict
1714,446,19.68,2,conflict
1715,446,25.98,2,conflict
1716,446,47.58,2,conflict
1717,447,0.00,4,simultaneous
1718,447,12.72,3,conflict
1719,447,15.00,2,conflict
1720,448,0.00,4,simultaneous
1721,448,8.97,3,conflict
1722,448,28.23,2,conflict
1723,449,0.00,4,simultaneous
1724,449,8.97,3,conflict
1725,449,23.27,2,conflict
1726,449,33.92,2,conflict
1727,450,0.00,4,simultaneous
1728,450,11.28,3,conflict
1729,450,39.80,2,conflict
1730,451,0.00,4,simultaneous
1731,451,10.57,3,conflict
1732,451,34.58,2,conflict
1733,452,0.00,4,simultaneous
1734,452,8.28,3,conflict
1735,453,0.00,4,simultaneous
1736,454,0.00,4,simultaneous
1737,454,4.68,3,conflict
1738,454,5.90,2,conflict
1739,454,29.40,2,conflict
1740,455,0.00,4,simultaneous
1741,455,17.10,3,conflict
1742,456,0.00,4,simultaneous
1743,456,6.97,3,conflict
1744,456,8.05,2,conflict
1745,456,16.62,2,conflict
1746,457,0.00,4,simultaneous
1747,458,0.00,4,simultaneous
1748,458,21.10,3,conflict
1749,458,25.75,2,conflict
1750,459,0.00,4,simultaneous
1751,460,0.00,4,simultaneous
1752,460,8.38,3,conflict
1753,460,11.35,2,conflict
1754,460,26.75,2,conflict
1755,461,0.00,4,simultaneous
1756,461,5.05,3,conflict
1757,461,7.05,2,conflict
1758,461,32.60,2,conflict
1759,461,38.10,2,conflict
1760,462,0.00,4,simultaneous
1761,462,23.82,3,conflict
1762,463,0.00,4,simultaneous
1763,463,15.75,3,conflict
1764,463,27.25,2,conflict
1765,463,29.00,2,conflict
1766,463,29.93,2,conflict
1767,464,0.00,4,simultaneous
1768,464,33.40,3,conflict
1769,465,0.00,4,simultaneous
1770,465,40.05,3,conflict
1771,466,0.00,4,simultaneous
1772,466,4.67,3,conflict
1773,466,8.50,2,conflict
1774,466,25.05,2,conflict
1775,466,41.40,2,conflict
1776,467,0.00,4,simultaneous
1777,467,11.75,2,simultaneous
1778,468,0.00,4,simultaneous
1779,469,0.00,4,simultaneous
1780,469,12.15,3,conflict
1781,469,47.75,2,simultaneous
1782,470,0.00,4,simultaneous
1783,470,18.62,3,conflict
1784,470,18.75,2,conflict
1785,470,26.75,2,conflict
1786,470,31.40,2,conflict
1787,470,34.75,2,conflict
1788,470,35.05,2,conflict
1789,470,46.23,2,conflict
1790,470,47.62,2,conflict
1791,470,48.10,2,conflict
1792,471,0.00,4,simultaneous
1793,471,22.23,3,conflict
1794,471,22.57,2,conflict
1795,471,26.05,2,conflict
1796,471,29.62,2,conflict
1797,471,45.98,2,conflict
1798,472,0.00,4,simultaneous
1799,472,8.00,3,conflict
1800,472,46.27,2,conflict
1801,473,0.00,4,simultaneous
1802,474,0.00,4,simultaneous
1803,475,0.00,4,simultaneous
1804,475,29.10,3,conflict
1805,475,30.82,2,conflict
1806,475,49.10,2,conflict
1807,476,0.00,4,simultaneous
1808,476,6.28,3,conflict
1809,476,14.93,2,simultaneous
1810,476,19.75,2,conflict
1811,476,29.05,2,conflict
1812,477,0.00,4,simultaneous
1813,477,9.62,3,conflict
1814,477,15.62,2,conflict
1815,477,35.10,2,conflict
1816,478,0.00,4,simultaneous
1817,478,25.40,3,conflict
1818,478,39.27,2,conflict
1819,478,42.27,2,conflict
1820,478,47.40,2,conflict
1821,479,0.00,4,simultaneous
1822,480,0.00,4,simultaneous
1823,480,15.05,3,conflict
1824,480,17.75,2,conflict
1825,480,34.40,2,conflict
1826,480,40.75,2,conflict
1827,480,41.15,2,conflict
1828,480,45.27,2,conflict
1829,480,46.20,2,conflict
1830,481,0.00,4,simultaneous
1831,482,0.00,4,simultaneous
1832,482,12.22,3,conflict
1833,482,48.75,2,conflict
1834,483,0.00,4,simultaneous
1835,483,12.80,3,conflict
1836,484,0.00,4,simultaneous
1837,484,8.05,3,conflict
1838,485,0.00,4,simultaneous
1839,486,0.00,4,simultaneous
1840,486,41.80,3,conflict
1841,487,0.00,4,simultaneous
1842,487,4.22,3,conflict
1843,488,0.00,4,simultaneous
1844,488,42.92,3,conflict
1845,489,0.00,4,simultaneous
1846,489,35.10,3,conflict
1847,490,0.00,4,simultaneous
